"Phecode","No. Cases with P","No. Controls with P","Odds Ratio","P-Value","CI Lower Bound","CI Upper Bound","PheWAS Description"
"260.2",19,0,Inf,3.79116766182403e-06,4.67152281774186,Inf,"severe protein-calorie malnutrition"
"260.21",0,0,0,1,0,Inf,"Kwashiorkor"
"260.22",0,0,0,1,0,Inf,"Nutritional marasmus"
"260.3",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Adult failure to thrive"
"260.5",23,7,3.28970474466017,0.00519925658845862,1.3659367592163,9.07927402914964,"Abnormal loss of weight and underweight"
"260.6",43,4,10.7773500905545,2.70718950831581e-09,3.91637169567906,41.3477635007504,"Anorexia"
"260.7",15,0,Inf,6.08037456915565e-05,3.58958203194623,Inf,"Polyphagia"
"261",4,1,4.00041720599322,0.374954797765157,0.395837785495157,196.860649807576,"Vitamin deficiency"
"261.1",0,0,0,1,0,Inf,"Vitamin A deficiency"
"261.2",25,12,2.08523123553481,0.0468848627366892,1.00906829024835,4.55726070093167,"Vitamin B-complex deficiencies"
"261.3",0,0,0,1,0,Inf,"Vitamin C deficiencies"
"261.4",172,74,2.34105311950452,3.081193817191e-10,1.7706811818663,3.12043312354461,"Vitamin D deficiency"
"261.41",2,2,1,1,0.0724972999730408,13.7936171467333,"Rickets or osteomalacia"
"262",3,1,3.00050806357343,0.624972878659094,0.240879058689211,157.400221419387,"Mineral deficiency NEC"
"263",20,4,5.00535834201148,0.00153701867433102,1.67620274132537,20.136160337825,"Other nutritional deficiency"
"264",62,40,1.55244387556692,0.0367195438190706,1.02595405657114,2.3731188976197,"Lack of normal physiological development"
"264.1",1,2,0.499978716141524,1,0.00847944848849525,9.60565020545951,"Short stature"
"264.2",20,4,5.00535834201148,0.00153701867433102,1.67620274132537,20.136160337825,"Failure to thrive"
"264.3",1,1,1,1,0.0127457840596285,78.4573154010539,"Delayed milestones"
"264.9",9,2,4.50184011778963,0.0653772524834376,0.93160568637843,42.7843688093649,"Lack of normal physiological development, unspecified"
"269",35,19,1.84419110353129,0.0400301496204673,1.0258531236881,3.41438724317343,"Proteinuria"
"270",0,0,0,1,0,Inf,"Protein plasma/amino-acid transport and metabolism disorder"
"270.1",4,0,Inf,0.124972880620536,0.660181199687277,Inf,"Disturbances of amino-acid transport"
"270.11",6,3,2.00037453783407,0.50774129875555,0.427106754365569,12.3642235505718,"Disturbances of sulphur-bearing amino-acid metabolism"
"270.12",0,0,0,1,0,Inf,"Phenylketonuria [PKU]"
"270.2",4,1,4.00041720599322,0.374954797765157,0.395837785495157,196.860649807576,"Amino-acid metabolism disorder"
"270.21",0,0,0,1,0,Inf,"Disorders of urea cycle metabolism"
"270.3",1,0,Inf,1,0.0256406640625,Inf,"Plasma protein metabolism disorder"
"270.31",0,0,0,1,0,Inf,"Polyclonal hypergammaglobulinemia"
"270.32",0,0,0,1,0,Inf,"Paraproteinemia"
"270.33",0,2,0,0.499981920086784,0,5.32450932101021,"Amyloidosis"
"270.34",0,0,0,1,0,Inf,"Alpha-1-antitrypsin deficiency"
"270.35",0,0,0,1,0,Inf,"Macroglobulinemia"
"270.38",3,0,Inf,0.249972880130175,0.413246541089714,Inf,"Other specified disorders of plasma protein metabolism"
"271",0,0,0,1,0,Inf,"Carbohydrate transport and metabolism disorder"
"271.3",12,6,2.00080895017941,0.23773084640181,0.694748757464176,6.49958572579455,"Disaccharide malabsorption"
"271.9",6,1,6.00172959797013,0.124952540228117,0.72801947933814,275.757453177678,"Disorders of carbohydrate transport & metabolism"
"272",0,0,0,1,0,Inf,"Disorders of lipoid metabolism"
"272.1",121,47,2.58840538603161,9.39463657109723e-09,1.8320733258481,3.70992768875418,"Hyperlipidemia"
"272.11",53,27,1.96661005459812,0.0048074344999475,1.21428928769359,3.25375687646087,"Hypercholesterolemia"
"272.12",20,7,2.85989305758977,0.0190999068116368,1.161111933714,8.00677529608708,"Hyperglyceridemia"
"272.13",45,18,2.50495313680854,0.000886225667583823,1.42050159071278,4.59976023595232,"Mixed hyperlipidemia"
"272.14",0,0,0,1,0,Inf,"Hyperchylomicronemia"
"272.9",2,2,1,1,0.0724972999730408,13.7936171467333,"Lipoid metabolism disorder NOS"
"274",0,0,0,1,0,Inf,"Gout and other crystal arthropathies"
"274.1",5,3,1.6668674622634,0.726522943753084,0.32424766382492,10.7380060819769,"Gout"
"274.11",2,3,0.666631590280923,1,0.055690912424422,5.82041380410315,"Gouty arthropathy"
"274.2",0,1,0,1,0,39.0005499686929,"Crystal arthropathies"
"274.21",0,0,0,1,0,Inf,"Chondrocalcinosis"
"275",3,0,Inf,0.249972880130175,0.413246541089714,Inf,"Disorders of mineral metabolism"
"275.1",2,5,0.399903223674642,0.453065668848391,0.0380619451528027,2.443323781103,"Iron metabolism disorder"
"275.11",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Hereditary hemochromatosis"
"275.2",0,0,0,1,0,Inf,"Copper metabolism disorder"
"275.3",21,5,4.20441781003623,0.00248276848205707,1.54232779867664,14.2763071373503,"Magnesium metabolism disorder"
"275.5",0,0,0,1,0,Inf,"Calcium/phosphorus disorders"
"275.51",8,4,2.00051930004015,0.387590414015742,0.535798563217877,9.08077402842286,"Hypocalcemia"
"275.53",14,4,3.50206404973494,0.0308306207742768,1.09958470521552,14.6116338186452,"Phosphorus metabolism disorder"
"275.6",7,2,3.50079858843465,0.179616306480588,0.666436913240309,34.5532708104209,"Hypercalcemia"
"276",0,0,0,1,0,Inf,"Disorders of fluid, electrolyte, and acid-base balance"
"276.1",28,1,28.0539022552928,1.10344367512658e-07,4.6368894109511,1141.29218475142,"Electrolyte imbalance"
"276.11",17,1,17.0209253112821,0.000144326363757457,2.66574185999183,709.090383235584,"Hyperosmolality and/or hypernatremia"
"276.12",40,5,8.01978909410783,7.70919415657226e-08,3.16378965327965,26.0431562232476,"Hyposmolality and/or hyponatremia"
"276.13",15,8,1.87589747467375,0.209849348763229,0.746310533847704,5.110564748259,"Hyperpotassemia"
"276.14",118,14,8.49195861214229,9.36648207015103e-22,4.86262311758276,16.016543475751,"Hypopotassemia"
"276.4",3,1,3.00050806357343,0.624972878659094,0.240879058689211,157.400221419387,"Acid-base balance disorder"
"276.41",57,9,6.35495230183794,1.13506667940162e-09,3.12191275975216,14.6069784689665,"Acidosis"
"276.42",11,2,5.5031480982256,0.0224306477389857,1.20075146929385,51.0903629954568,"Alkalosis"
"276.5",154,45,3.44971298820065,3.00161776170097e-15,2.45768883390384,4.92614555541715,"Hypovolemia"
"276.6",6,0,Inf,0.0312330519201888,1.17768859146603,Inf,"Fluid overload"
"276.8",6,0,Inf,0.0312330519201888,1.17768859146603,Inf,"Polydipsia"
"277",13,2,6.50472104206287,0.00737019916073087,1.47223538810881,59.4098414374405,"Other disorders of metabolism"
"277.1",0,0,0,1,0,Inf,"Disorders of porphyrin metabolism"
"277.2",0,0,0,1,0,Inf,"Other disorders of purine and pyrimidine metabolism"
"277.4",6,1,6.00172959797013,0.124952540228117,0.72801947933814,275.757453177678,"Hyperbilirubinemia"
"277.5",1,0,Inf,1,0.0256406640625,Inf,"Other disorders of lipoid metabolism and hyperalimentation"
"277.51",4,2,2.00022981751278,0.687466096484795,0.286613527727027,22.1153910386346,"Lipoprotein disorders"
"277.6",1,2,0.499978716141524,1,0.00847944848849525,9.60565020545951,"Other deficiencies of circulating enzymes"
"277.7",25,11,2.27510476360161,0.0287140353328851,1.07924672649582,5.12466494087318,"Dysmetabolic syndrome X"
"277.8",1,0,Inf,1,0.0256406640625,Inf,"Carnitine deficiencies"
"277.9",13,3,4.33602611984641,0.0212346133768042,1.19123209209502,23.727504179091,"Other disorders of metabolic, endocrine, immunity disorders"
"278",112,58,1.93858025844244,3.96595486394793e-05,1.39820793143506,2.71259386254507,"Overweight"
"278.1",306,127,2.44136126104299,2.17775143680984e-18,1.97570937663934,3.03063831222647,"Obesity"
"278.11",147,52,2.84658103754452,9.14930700534722e-12,2.05957819654765,3.98809400138714,"Morbid obesity"
"278.3",0,0,0,1,0,Inf,"Localized adiposity"
"278.4",61,27,2.26490801641638,0.000366188007121362,1.41682194960148,3.70890951398526,"Abnormal weight gain"
"279",8,8,1,1,0.32705608357857,3.05757957185275,"Immune disorders"
"279.1",19,5,3.80339133894794,0.00658814469369651,1.37318656278261,13.0409860272724,"Immunity deficiency"
"279.11",8,6,1.33350806807232,0.790474305024081,0.40563159039141,4.6634633972089,"Deficiency of humoral immunity"
"279.2",7,1,7.00256823481139,0.0702729523356312,0.899457616404829,315.193616186098,"Autoimmune disease NEC"
"279.7",21,6,3.50333078533016,0.00590119164345721,1.36727168004777,10.6138850283071,"Other immunological findings"
"279.8",5,2,2.50060499840729,0.453065668848391,0.409278544143079,26.2729609846638,"Other disorders of the immune mechanism"
"280",0,0,0,1,0,Inf,"Iron deficiency anemias NOS"
"280.1",73,25,2.93024002219315,1.22729720244662e-06,1.836723376065,4.82096052922197,"Iron deficiency anemias"
"280.11",1,0,Inf,1,0.0256406640625,Inf,"Other iron deficiency anemias"
"280.2",10,8,1.2501682499982,0.814469033485226,0.444104126530001,3.64624613053711,"Iron deficiency anemia secondary to blood loss"
"281",1,0,Inf,1,0.0256406640625,Inf,"Pernicious or B12 deficiency anemia"
"281.1",0,0,0,1,0,Inf,"Megaloblastic anemia"
"281.11",6,4,1.50018745627249,0.753861746807854,0.355666003723527,7.2297081576342,"Pernicious anemia"
"281.12",7,6,1.16674348925115,1,0.335649816502402,4.20346782294203,"Vitamin B12 deficiency anemia"
"281.13",1,1,1,1,0.0127457840596285,78.4573154010539,"Folate-deficiency anemia"
"281.9",6,2,3.00094148925591,0.288991303905576,0.536455150377191,30.4081109655923,"Deficiency anemias NOS"
"282",0,0,0,1,0,Inf,"Hereditary hemolytic anemias"
"282.5",14,8,1.75071462480235,0.286085686342307,0.685161494632247,4.81878371158144,"Sickle cell anemia"
"282.8",5,2,2.50060499840729,0.453065668848391,0.409278544143079,26.2729609846638,"Other hemoglobinopathies"
"282.9",3,1,3.00050806357343,0.624972878659094,0.240879058689211,157.400221419387,"Other hereditary hemolytic anemias"
"283",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Acquired hemolytic anemias"
"283.1",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Autoimmune hemolytic anemias"
"283.2",1,1,1,1,0.0127457840596285,78.4573154010539,"Non-autoimmune hemolytic anemias"
"283.21",0,0,0,1,0,Inf,"Hemolytic-uremic syndrome"
"284",3,1,3.00050806357343,0.624972878659094,0.240879058689211,157.400221419387,"Aplastic anemia"
"284.1",12,2,6.00390098901845,0.0129177711547448,1.33626748523109,55.198534023361,"Pancytopenia"
"284.2",0,0,0,1,0,Inf,"Constitutional aplastic anemia"
"285",33,10,3.3056880560348,0.00060040292867912,1.59042123608841,7.52299817453616,"Other anemias"
"285.1",35,7,5.00971164892822,1.48887393823624e-05,2.19169932612514,13.3715699479846,"Acute posthemorrhagic anemia"
"285.2",15,3,5.00390933454079,0.00751928180706194,1.41514629295296,26.9721135611366,"Anemia of chronic disease"
"285.21",7,0,Inf,0.0156131372022007,1.44168304781675,Inf,"Anemia in chronic kidney disease"
"285.22",5,2,2.50060499840729,0.453065668848391,0.409278544143079,26.2729609846638,"Anemia in neoplastic disease"
"285.3",0,0,0,1,0,Inf,"Sideroblastic anemia"
"285.8",0,0,0,1,0,Inf,"Hemoglobinuria"
"285.9",160,53,3.04253980506094,9.14557687523717e-14,2.21492281956121,4.23772655512527,"Anemia NOS"
"286",21,6,3.50333078533016,0.00590119164345721,1.36727168004777,10.6138850283071,"Coagulation defects"
"286.1",1,2,0.499978716141524,1,0.00847944848849525,9.60565020545951,"Congenital coagulation defects"
"286.11",3,3,1,1,0.133900497374335,7.46823215454069,"Von willebrand's disease"
"286.12",3,0,Inf,0.249972880130175,0.413246541089714,Inf,"Clotting factor deficiency"
"286.13",0,0,0,1,0,Inf,"Congenital factor VIII disorder"
"286.2",5,1,5.00101445510208,0.218699148405338,0.559547202411505,236.313112248479,"Encounter for long-term (current) use of anticoagulants"
"286.3",1,0,Inf,1,0.0256406640625,Inf,"Coagulation defects complicating pregnancy or postpartum"
"286.4",1,0,Inf,1,0.0256406640625,Inf,"Acquired coagulation factor deficiency"
"286.5",18,7,2.57353480185156,0.0431920315089833,1.02520696448415,7.29185953012279,"Hemorrhagic disorder due to intrinsic circulating anticoagulants"
"286.6",3,1,3.00050806357343,0.624972878659094,0.240879058689211,157.400221419387,"Defibrination syndrome"
"286.7",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Other and unspecified coagulation defects"
"286.8",11,3,3.6683262071416,0.0573111952145358,0.968836351214362,20.4827547506664,"Hypercoagulable state"
"286.81",5,0,Inf,0.0624774013343804,0.91648278640558,Inf,"Primary hypercoagulable state"
"286.9",0,2,0,0.499981920086784,0,5.32450932101021,"Abnormal coagulation profile"
"287",2,3,0.666631590280923,1,0.055690912424422,5.82041380410315,"Purpura and other hemorrhagic conditions"
"287.1",1,1,1,1,0.0127457840596285,78.4573154010539,"Spontaneous ecchymoses"
"287.2",0,0,0,1,0,Inf,"Allergic purpura"
"287.3",40,7,5.72752047018699,1.05039392762328e-06,2.53762256712817,15.1640763908035,"Thrombocytopenia"
"287.31",7,2,3.50079858843465,0.179616306480588,0.666436913240309,34.5532708104209,"Primary thrombocytopenia"
"287.32",11,0,Inf,0.000974621585712734,2.51130199904392,Inf,"Secondary thrombocytopenia"
"287.4",0,0,0,1,0,Inf,"Qualitative platelet defects"
"288",15,5,3.00224288590475,0.0413173044567703,1.03679189833859,10.5614424508366,"Diseases of white blood cells"
"288.1",22,4,5.50673440183989,0.000530514331118445,1.86955617739121,21.9879483960184,"Decreased white blood cell count"
"288.11",20,6,3.33691645453073,0.00932308076113341,1.29181322224815,10.15670054016,"Neutropenia"
"288.2",94,20,4.72486910758064,1.0581862346504e-12,2.89147713603414,8.09070398783185,"Elevated white blood cell count"
"288.3",0,0,0,1,0,Inf,"Eosinophilia"
"289",8,4,2.00051930004015,0.387590414015742,0.535798563217877,9.08077402842286,"Diseases of blood and blood-forming organs"
"289.1",0,0,0,1,0,Inf,"Myelofibrosis"
"289.3",0,0,0,1,0,Inf,"HX of diseases of blood and blood-forming organs"
"289.4",76,62,1.22704311979306,0.267192039347865,0.86504826441422,1.74631867092791,"Lymphadenitis"
"289.5",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Diseases of spleen"
"289.8",3,0,Inf,0.249972880130175,0.413246541089714,Inf,"Polycythemia vera, secondary"
"289.9",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Abnormality of red blood cells"
"290",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Delirium dementia and amnestic disorders"
"290.1",4,0,Inf,0.124972880620536,0.660181199687277,Inf,"Dementias"
"290.11",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Alzheimer's disease"
"290.12",0,0,0,1,0,Inf,"Dementia with cerebral degenerations"
"290.13",1,1,1,1,0.0127457840596285,78.4573154010539,"Senile dementia"
"290.16",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Vascular dementia"
"290.2",39,0,Inf,3.54166668803213e-12,10.1042441173623,Inf,"Delirium due to conditions classified elsewhere"
"290.3",47,3,15.7183791047828,3.58304644701781e-11,5.05692302325449,78.938502302809,"Persistent mental disorders due to other conditions"
"291",0,0,0,1,0,Inf,"Other specified nonpsychotic and/or transient mental disorders"
"291.1",13,0,Inf,0.000243452719038684,3.04971397977852,Inf,"Transient mental disorders due to conditions classified elsewhere"
"291.4",62,20,3.10955483761045,3.59814991280541e-06,1.85135375212789,5.43839295382594,"Mental disorders due to brain damage"
"291.8",2,1,2.00008513905808,1,0.104105394076461,117.932198226899,"Alteration of consciousness"
"292",47,13,3.62382899370955,1.18974343122132e-05,1.92795221446874,7.3049543931642,"Neurological disorders due to brain damage"
"292.1",51,17,3.00746512448178,4.36150560083172e-05,1.70712082771005,5.55779319471867,"Aphasia/speech disturbance"
"292.11",3,0,Inf,0.249972880130175,0.413246541089714,Inf,"Aphasia"
"292.12",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Symbolic dysfunction"
"292.2",20,6,3.33691645453073,0.00932308076113341,1.29181322224815,10.15670054016,"Mild cognitive impairment"
"292.3",44,5,8.82433788650198,7.39475897561004e-09,3.5071039166968,28.5397131811147,"Memory loss"
"292.4",207,4,52.5179176124447,2.35554072150817e-56,20.1904755916463,194.951911073554,"Altered mental status"
"292.5",30,4,7.51363847042251,6.09202997554411e-06,2.64673996698249,29.3754778309565,"Transient alteration of awareness"
"292.6",106,0,Inf,2.01430821557756e-32,28.4253518408092,Inf,"Hallucinations"
"293",4,4,1,1,0.186203523423341,5.3704676561166,"Symptoms involving head and neck"
"293.1",21,9,2.33542996059813,0.0426626824413808,1.02485456828341,5.79390455576893,"Swelling, mass, or lump in head and neck"
"295",13,0,Inf,0.000243452719038684,3.04971397977852,Inf,"Schizophrenia and other psychotic disorders"
"295.1",25,0,Inf,5.89610070648885e-08,6.29883381921213,Inf,"Schizophrenia"
"295.2",278,0,Inf,1.00907315127541e-84,76.5170949631128,Inf,"Paranoid disorders"
"295.3",644,1,674.105552910695,4.24631174599823e-195,120.762950136844,16383.9999999404,"Psychosis"
"296",1369,93,16.2335172422385,5.13544402936523e-305,13.123242416134,20.2632398576962,"Mood disorders"
"296.1",2476,83,36.1168180687864,2.2250738585072e-308,28.9780740054906,45.538652873715,"Bipolar"
"296.2",1896,255,8.45688892408581,2.2250738585072e-308,7.39955988727243,9.6989872379698,"Depression"
"296.22",3406,329,13.4086905475455,2.2250738585072e-308,11.9322211494388,15.0978240477609,"Major depressive disorder"
"297",79,4,19.8583243199308,3.6141196582156e-19,7.45145550748755,74.6838421863603,"Suicidal ideation or attempt"
"297.1",775,16,51.2224710428398,3.37418541702454e-210,31.339525149565,90.2187174311346,"Suicidal ideation"
"297.2",123,5,24.8114819434311,1.26027542325238e-30,10.3430556635331,77.9033976455198,"Suicide or self-inflicted injury"
"300",232,16,14.7328155423342,1.2136678349968e-50,8.87354378162686,26.2126950769163,"Anxiety, phobic and dissociative disorders"
"300.1",2164,299,8.39354409936493,2.2250738585072e-308,7.41516705417635,9.52819634211744,"Anxiety disorder"
"300.11",1542,247,6.90006805335737,1.23458758333069e-242,6.01467442900033,7.94260302198255,"Generalized anxiety disorder"
"300.12",693,81,8.9535465479844,4.74129363553429e-125,7.0940530808841,11.4327194785847,"Agorophobia, social phobia, and panic disorder"
"300.13",24,5,4.80616881907405,0.000542664859894414,1.79695553125108,16.1337050515718,"Phobia"
"300.2",10,1,10.0048664641232,0.0117032176314207,1.42310959199036,433.45266984184,"Generalized anxiety & phobic disorders"
"300.3",448,54,8.54000924428484,1.55074805675185e-79,6.42051927158677,11.5624198667702,"Obsessive-compulsive disorder"
"300.4",604,99,6.33343764702963,2.71180508448911e-91,5.10615380936886,7.92631328637669,"Dysthymic disorder"
"300.8",46,5,9.22678576219094,2.25951151743081e-09,3.67879744417082,29.7652384239489,"Acute reaction to stress"
"300.9",636,41,16.2146785950322,4.78561983064848e-141,11.8016484511163,22.8272816542713,"Posttraumatic stress disorder"
"301",139,11,12.7576682083737,1.6827675847392e-29,6.90703763035903,26.1496634735354,"Personality disorders"
"301.1",31,2,15.5343045358862,1.28933558031789e-07,3.95076456987178,134.24579340229,"Schizoid personality disorder"
"301.2",200,11,18.4350971200488,2.38522013738488e-46,10.0756333354944,37.5243174834687,"Antisocial/borderline personality disorder"
"302",52,9,5.79536774496922,1.74425311421394e-08,2.82879307138196,13.380894481253,"Sexual and gender identity disorders"
"302.1",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Decreased libido"
"303",9,0,Inf,0.00390116695496904,1.97458492251398,Inf,"Psychogenic and somatoform disorders"
"303.1",43,3,14.3771020821932,4.49275476612347e-10,4.59847982309048,72.4428503010062,"Dissociative disorder"
"303.3",14,0,Inf,0.000121669113826988,3.31928314616037,Inf,"Psychogenic disorder"
"303.31",1,0,Inf,1,0.0256406640625,Inf,"Gastrointestinal malfunction arising from mental factors"
"303.4",73,4,18.3425012717901,1.73732555308646e-17,6.86189185835722,69.2476580226487,"Somatoform disorder"
"304",1527,401,4.15636398636717,6.299026427176e-165,3.71089396806076,4.66375731591299,"Adjustment reaction"
"305",0,0,0,1,0,Inf,"Misc. neuroses"
"305.1",34,22,1.54676622918926,0.14049315101531,0.878302280616302,2.77761304867505,"Tension headache"
"305.2",208,26,8.10636186595057,1.05608418836611e-36,5.37345453729767,12.7113977547276,"Eating disorder"
"305.21",96,12,8.04841149210382,1.72433822319468e-17,4.39875753703927,16.1284929110574,"Anorexia nervosa"
"306",585,241,2.49039374527203,9.51205083020701e-35,2.13564443191955,2.91140662054369,"Random mental disorder. Ignored for now"
"306.1",41,2,20.5583765768502,2.09607895055871e-10,5.33836737711153,175.17281772461,"Mental disorders durring/after pregnancy"
"306.9",10,2,5.00246137261198,0.0385334396469758,1.06584513674599,46.9633310301376,"Tension headache"
"312",609,68,9.32176564680343,5.96347808705713e-112,7.23824519035732,12.1780308004274,"Conduct disorders"
"312.3",236,24,9.98592222866253,2.60320905999258e-45,6.54565218848321,15.9088831959767,"Impulse control disorder"
"313",103,22,4.70899125283814,8.92640214991957e-14,2.94815335643612,7.84493664128625,"Pervasive developmental disorders"
"313.1",2317,655,4.04795203477217,2.79695815457078e-240,3.69651953975566,4.43726699660463,"Attention deficit hyperactivity disorder"
"313.2",89,17,5.26228172122771,5.38515597363688e-13,3.10708591015874,9.43997302813285,"Tics and stuttering"
"313.3",623,62,10.474573610867,4.88449207324905e-120,8.04978193333073,13.8452871527406,"Autism"
"315",155,19,8.23849771665969,7.49767852106872e-28,5.09699272510209,14.0664944394297,"Develomental delays and disorders"
"315.1",67,10,6.72728390507013,1.60080348080347e-11,3.43899096996858,14.6677174757978,"Learning disorder"
"315.2",71,22,3.23891373147653,3.33463820970486e-07,1.98217275761725,5.49206657061674,"Speech and language disorder"
"315.3",127,14,9.14566046336711,4.61830466745398e-24,5.25178261258788,17.2167365456004,"Mental retardation"
"316",2635,182,17.6497150507899,2.2250738585072e-308,15.1495794151975,20.6669441363714,"Substance addiction and disorders"
"316.1",0,0,0,1,0,Inf,"Polyneuropathy due to drugs"
"317",517,39,13.736174272075,1.95128342067184e-109,9.8997544500262,19.5529838990141,"Alcohol-related disorders"
"317.1",533,54,10.2253012935575,7.1724754611328e-102,7.71006810243051,13.8094648032998,"Alcoholism"
"317.11",8,0,Inf,0.00780459218313921,1.7075042651729,Inf,"Alcoholic liver damage"
"318",848,97,9.24740585340863,5.20586990968216e-155,7.4775796595366,11.5483013234256,"Tobacco use disorder"
"320",12,1,12.0127564937807,0.00341108695364132,1.7762793407941,512.250145577951,"Meningitis"
"323",16,1,16.0189122395581,0.000273609085119909,2.48753150005487,669.740424079422,"Encephalitis"
"323.2",0,0,0,1,0,Inf,"Acute (transverse) myelitis"
"323.8",5,0,Inf,0.0624774013343804,0.91648278640558,Inf,"Encephalitis, non-infectious"
"324",5,1,5.00101445510208,0.218699148405338,0.559547202411505,236.313112248479,"CNS infection and poliomyelitis"
"324.1",0,0,0,1,0,Inf,"Jakob-Creutzfeldt disease"
"325",1,1,1,1,0.0127457840596285,78.4573154010539,"Phlebitis & thrombophlebitis of intracranial venous sinuses"
"327",81,16,5.08598960869175,1.14787776781193e-11,2.94863129262049,9.32349682963832,"Sleep disorders"
"327.1",23,7,3.28970474466017,0.00519925658845862,1.3659367592163,9.07927402914964,"Hypersomnia"
"327.3",56,16,3.50968364420529,2.329292297006e-06,1.98388446802053,6.55774938656629,"Sleep apnea"
"327.31",3,1,3.00050806357343,0.624972878659094,0.240879058689211,157.400221419387,"Central/nonobstroctive sleep apnea"
"327.32",94,37,2.55112977652118,6.33177909384177e-07,1.72530918505175,3.84305142332182,"Obstructive sleep apnea"
"327.4",379,35,11.1029800664153,5.17465180200654e-75,7.83856900158815,16.1956289905758,"Insomnia"
"327.41",16,2,8.0075933516096,0.00130787085601953,1.88207790033071,71.653615366828,"Organic or persistent insomnia"
"327.5",13,5,2.60156394805422,0.0961448921946009,0.870033816714447,9.32424307468989,"Parasomnia"
"327.6",13,4,3.25228688321282,0.048973473946589,1.00432739698665,13.6913026543929,"Circadian rhythm sleep disorder"
"327.7",3,0,Inf,0.249972880130175,0.413246541089714,Inf,"Sleep related movement disorders"
"327.71",16,1,16.0189122395581,0.000273609085119909,2.48753150005487,669.740424079422,"Restless legs syndrome"
"327.72",0,0,0,1,0,Inf,"Sleep related leg cramps"
"331",27,5,5.408171426563,0.000112115943432494,2.05225141191108,17.9893003087041,"Other cerebral degenerations"
"331.1",1,1,1,1,0.0127457840596285,78.4573154010539,"Hydrocephalus"
"331.9",0,0,0,1,0,Inf,"Cerebral degeneration, unspecified"
"332",0,0,0,1,0,Inf,"Parkinson's disease"
"333",17,1,17.0209253112821,0.000144326363757457,2.66574185999183,709.090383235584,"Extrapyramidal disease and abnormal movement disorders"
"333.1",11,5,2.20088502581945,0.209980950159248,0.704748572974713,8.08227193144253,"Essential tremor"
"333.2",10,0,Inf,0.00194994849895891,2.24252469733537,Inf,"Myoclonus"
"333.3",8,2,4.00128473900178,0.109311437806262,0.798367660292035,38.6932368444139,"Tics and choreas"
"333.4",28,0,Inf,7.3493394251847e-09,7.11348757768259,Inf,"Torsion dystonia"
"333.8",0,0,0,1,0,Inf,"Other degenerative diseases of the basal ganglia"
"334",12,2,6.00390098901845,0.0129177711547448,1.33626748523109,55.198534023361,"Degenerative disease of the spinal cord"
"334.1",3,1,3.00050806357343,0.624972878659094,0.240879058689211,157.400221419387,"Spinocerebellar disease"
"334.2",0,1,0,1,0,39.0005499686929,"Anterior horn cell disease"
"334.21",0,0,0,1,0,Inf,"Amyotrophic Lateral Sclerosis"
"335",17,5,3.4024807622404,0.0168581078220786,1.20464405649093,11.796905779033,"Multiple sclerosis"
"337",14,2,7.00560923931876,0.00417071895702165,1.60850175128549,63.5775463597292,"Disorders of the autonomic nervous system"
"337.1",2,0,Inf,0.499981920086784,0.187810733292185,Inf,"Peripheral autonomic neuropathy"
"338",121,32,3.80531099712976,1.92861212189352e-13,2.55738795098832,5.8128601272231,"Pain NEC"
"338.1",27,10,2.7033807210133,0.00759254177154639,1.26750703723479,6.26144702256652,"Acute pain"
"338.2",24,9,2.6696198777019,0.013476487424338,1.19738608201486,6.52786803252954,"Chronic pain"
"339",862,332,2.70242430498949,5.0631213135371e-57,2.3724986971183,3.08358116802083,"Other headache syndromes"
"340",319,114,2.84068999016136,7.0924876427421e-24,2.28338160398508,3.55434093901184,"Migraine"
"340.1",63,16,3.95047596214474,9.07164606224421e-08,2.25355009635873,7.33219093137985,"Migrain with aura"
"341",7,3,2.33407910615989,0.343661000054015,0.532683330568938,13.9904301841007,"Other demyelinating diseases of central nervous system"
"342",17,5,3.4024807622404,0.0168581078220786,1.20464405649093,11.796905779033,"Hemiplegia"
"343",34,18,1.89102619323626,0.0363087822872827,1.0378631610675,3.55841968104911,"Infantile cerebral palsy"
"344",28,6,4.6736656240552,0.000193466286785235,1.89795947343459,13.8106987668806,"Other paralytic syndromes"
"345",186,30,6.27042430645267,7.15552901879179e-29,4.2446438662338,9.56283623529538,"Epilepsy, recurrent seizures, convulsions"
"345.1",80,15,5.35810271305988,6.31436912376144e-12,3.06089929452303,10.022057929704,"Epilepsy"
"345.11",75,20,3.76451812277295,1.10218426307346e-08,2.27285103113849,6.51396201423072,"Generalized convulsive epilepsy"
"345.12",101,27,3.76041996534278,2.70454962345796e-11,2.43737950081702,5.98758666981316,"Partial epilepsy"
"345.3",364,57,6.53106505566301,1.38630475885336e-56,4.92374789811039,8.80110001077789,"Convulsions"
