"Phecode","No. Cases with P","No. Controls with P","Hazard Ratio","P-Value","CI Lower Bound","CI Upper Bound","PheWAS Description"
"289.5",7,0,218012779.818706,0.997259001045701,0,Inf,"Diseases of spleen"
"289.8",16,13,1.24778243842511,0.553319279443924,0.600168548015429,2.59420627553793,"Polycythemia vera, secondary"
"289.9",5,1,5.3150407688935,0.127581048469467,0.619840901108949,45.5756603419667,"Abnormality of red blood cells"
"290",1729,59,30.2120866178989,3.86624129570278e-146,23.3069661371754,39.1629769587009,"Delirium dementia and amnestic disorders"
"290.1",2827,118,25.1243357872537,5.77998387357055e-258,20.8983222348367,30.2049246660786,"Dementias"
"290.11",3116,233,13.9660382294546,2.2250738585072e-308,12.2252494084231,15.9547030338866,"Alzheimer's disease"
"290.12",301,13,23.5023324135201,7.60234916101224e-29,13.4890006839533,40.948891753908,"Dementia with cerebral degenerations"
"290.13",1793,84,21.9860509714895,1.14620442456137e-168,17.6652516116134,27.3636882139369,"Senile dementia"
"290.16",554,39,14.5330939685177,1.06247519615368e-58,10.5034062219049,20.1087928844726,"Vascular dementia"
"290.2",542,7,79.6878404570576,1.18790735868669e-30,37.8084838296045,167.955740974126,"Delirium due to conditions classified elsewhere"
"290.3",2397,107,23.2958064690112,9.18052659404926e-223,19.1941536891682,28.2739529874601,"Persistent mental disorders due to other conditions"
"291",1,0,217566419.655894,0.998964009873156,0,Inf,"Other specified nonpsychotic and/or transient mental disorders"
"291.1",33,1,33.2679926315963,0.000555192004073866,4.54996907963099,243.245462631959,"Transient mental disorders due to conditions classified elsewhere"
"291.4",132,6,22.3340335980767,1.0010798428579e-13,9.85455238806696,50.6171195927717,"Mental disorders due to brain damage"
"291.8",7,0,224945440.059872,0.997255382026807,0,Inf,"Alteration of consciousness"
"292",41,8,5.25414257022511,1.77719840927899e-05,2.46274072523671,11.2094683233852,"Neurological disorders due to brain damage"
"292.1",482,29,17.2095246522502,4.44782860663361e-50,11.8302900252765,25.034698060962,"Aphasia/speech disturbance"
"292.11",16,1,16.0106209001687,0.00713562279890361,2.12328829703506,120.727826723705,"Aphasia"
"292.12",21,0,220507558.011101,0.99524924454061,0,Inf,"Symbolic dysfunction"
"292.2",135,30,4.57954615848542,4.79070732501682e-14,3.08311568314883,6.80228871473266,"Mild cognitive impairment"
"292.3",611,81,7.77034701191249,2.50028336051451e-67,6.16270885461365,9.7973625089129,"Memory loss"
"292.4",4334,55,86.1808582748737,1.5559496593593e-236,66.0545911882653,112.439426228912,"Altered mental status"
"292.5",216,6,37.2345779061524,2.34144642132768e-18,16.543908700089,83.8020698120674,"Transient alteration of awareness"
"292.6",264,3,89.8543807934377,9.39996986537139e-15,28.7944195335617,280.39494730434,"Hallucinations"
"293",4,1,4.02488129790091,0.212963939198011,0.449840522719266,36.0120279166186,"Symptoms involving head and neck"
"293.1",68,13,5.36214959537525,2.92272437151177e-08,2.96203188869504,9.70706912134234,"Swelling, mass, or lump in head and neck"
"295",0,0,NA,NA,NA,NA,"Schizophrenia and other psychotic disorders"
"295.1",0,0,NA,NA,NA,NA,"Schizophrenia"
"295.2",514,3,175.575664935685,4.44725005017519e-19,56.4397115942941,546.190142486915,"Paranoid disorders"
"295.3",713,0,221703796.375603,0.972319761301571,0,Inf,"Psychosis"
"296",1400,36,40.1576172911776,4.34707585898107e-106,28.8458276617499,55.9052853471446,"Mood disorders"
"296.1",5990,108,59.9004560063907,2.2250738585072e-308,49.5204038801461,72.4562876841175,"Bipolar"
"296.2",5281,329,17.6800699198944,2.2250738585072e-308,15.8162949980651,19.7634700421683,"Depression"
"296.22",6952,391,20.0811652729059,2.2250738585072e-308,18.1354566231996,22.2356242302663,"Major depressive disorder"
"297",37,0,223329726.613533,0.993691397865145,0,Inf,"Suicidal ideation or attempt"
"297.1",933,5,193.122344134389,8.17506416318096e-32,80.1938743887364,465.075918681386,"Suicidal ideation"
"297.2",70,0,221448257.431243,0.991325212666904,0,Inf,"Suicide or self-inflicted injury"
"300",230,0,225673857.905951,0.984266458540098,0,Inf,"Anxiety, phobic and dissociative disorders"
"300.1",5004,451,12.48294644966,2.2250738585072e-308,11.3355257377288,13.7465130131936,"Anxiety disorder"
"300.11",2138,241,9.27740342435651,1.3730130572487e-235,8.12030553323575,10.599381260469,"Generalized anxiety disorder"
"300.12",762,65,11.9821130361853,2.66210217418361e-82,9.30107512862,15.4359609858589,"Agorophobia, social phobia, and panic disorder"
"300.13",11,3,3.68543393271372,0.0452215390750509,1.02815213502193,13.2105189589554,"Phobia"
"300.2",5,0,217794667.921142,0.997683651363237,0,Inf,"Generalized anxiety & phobic disorders"
"300.3",467,37,12.7832934033411,2.47525237968155e-50,9.14661011313836,17.8659184347626,"Obsessive-compulsive disorder"
"300.4",642,113,5.83203673188624,6.40197479871679e-67,4.77495412429074,7.12313700964037,"Dysthymic disorder"
"300.8",43,11,3.94682806650965,4.84573669239498e-05,2.03525205114153,7.65381947550486,"Acute reaction to stress"
"300.9",1043,32,33.1799660499092,8.58833103047945e-85,23.340468090161,47.1674408079763,"Posttraumatic stress disorder"
"301",138,5,28.3424757593087,2.04545313563598e-13,11.6119793179133,69.1782090007507,"Personality disorders"
"301.1",36,4,9.09790794530002,2.8008476147134e-05,3.23800439442491,25.5626363953264,"Schizoid personality disorder"
"301.2",257,3,86.8611238527046,1.49916703434047e-14,27.8304033300936,271.101167577994,"Antisocial/borderline personality disorder"
"302",45,8,5.68449008291711,5.93474614976578e-06,2.6796041789445,12.0590301197064,"Sexual and gender identity disorders"
"302.1",17,14,1.23503194896626,0.558653685897806,0.608751363718025,2.50562710143499,"Decreased libido"
"303",5,0,219409893.287638,0.997682687009929,0,Inf,"Psychogenic and somatoform disorders"
"303.1",68,2,34.1626486820063,8.57084853497286e-07,8.37281360776715,139.390009098915,"Dissociative disorder"
"303.3",4,2,2.01921745166634,0.417138256339867,0.369827754129538,11.0246975019776,"Psychogenic disorder"
"303.31",1,0,217815745.10774,0.998964069989901,0,Inf,"Gastrointestinal malfunction arising from mental factors"
"303.4",101,3,34.0100683771651,1.74915745422045e-09,10.7873675402499,107.225859015521,"Somatoform disorder"
"304",969,203,4.92925736514913,8.38215453910207e-95,4.23692329915349,5.73472221617311,"Adjustment reaction"
"305",0,0,NA,NA,NA,NA,"Misc. neuroses"
"305.1",22,10,2.23986726926731,0.0345318234520376,1.06044726901188,4.73102768099899,"Tension headache"
"305.2",183,8,23.0744712816204,3.63511010316946e-18,11.3677836964283,46.8368539677275,"Eating disorder"
"305.21",84,3,28.2924879109793,1.27949451713747e-08,8.9438554102216,89.4988610032861,"Anorexia nervosa"
"306",428,188,2.34487981092106,2.07304324955241e-22,1.97527537152734,2.78364293248573,"Random mental disorder. Ignored for now"
"306.1",26,0,219676270.210836,0.994715137768312,0,Inf,"Mental disorders durring/after pregnancy"
"306.9",5,2,2.50728295635709,0.271921302525441,0.486445065713231,12.9232841821953,"Tension headache"
"312",271,5,55.4090627974842,5.82388433663472e-19,22.8774318087781,134.200563496709,"Conduct disorders"
"312.3",141,5,28.6341285036019,1.68929103617344e-13,11.7358105469568,69.8642255581907,"Impulse control disorder"
"313",32,3,10.9551423767007,7.39321993023524e-05,3.35345684869982,35.7884863019228,"Pervasive developmental disorders"
"313.1",1601,279,5.89326689437152,1.49807872851873e-164,5.18951147511866,6.69245936824934,"Attention deficit hyperactivity disorder"
"313.2",51,1,51.6924667060788,9.34037019713368e-05,7.14339552859287,374.067361027876,"Tics and stuttering"
"313.3",507,26,19.754050675411,8.58354163926e-50,13.3194932880858,29.2970993450449,"Autism"
"315",232,4,59.6794456201743,5.14210484262812e-16,22.2103672995524,160.359177383037,"Develomental delays and disorders"
"315.1",21,1,21.2701522385005,0.00281827703990683,2.86090464244551,158.138572511895,"Learning disorder"
"315.2",188,12,15.9137684944515,1.49531489661447e-20,8.87808061675284,28.5250876430567,"Speech and language disorder"
"315.3",183,7,26.5290371519058,1.71143466633985e-17,12.4707358508251,56.4353074771148,"Mental retardation"
"316",3181,74,45.0098545867314,6.69415218743172e-230,35.7445286193512,56.6768422516543,"Substance addiction and disorders"
"316.1",1,3,0.33796014712145,0.347491576076804,0.0351527675606768,3.24916269665548,"Polyneuropathy due to drugs"
"317",1133,29,39.9327182738359,1.36727701524944e-85,27.6216771309263,57.7308170383378,"Alcohol-related disorders"
"317.1",1151,25,47.305719484799,3.9574232261004e-81,31.8294631700174,70.3069066550413,"Alcoholism"
"317.11",230,6,38.7680854212292,9.19812451906955e-19,17.2370247637596,87.1939599685247,"Alcoholic liver damage"
"318",2228,401,5.88812329808572,3.74374194425615e-234,5.29405536154473,6.54885406474928,"Tobacco use disorder"
"320",71,5,14.249172714169,9.36902952252125e-09,5.75362560204473,35.2888660266774,"Meningitis"
"323",88,4,22.050316892957,1.44275906366184e-09,8.09555296714583,60.0596990783751,"Encephalitis"
"323.2",1,0,218153579.628356,0.998963859626149,0,Inf,"Acute (transverse) myelitis"
"323.8",6,0,218176055.651439,0.997461938116916,0,Inf,"Encephalitis, non-infectious"
"324",63,20,3.17747534852269,6.66533088636214e-06,1.92132491756928,5.25488921636563,"CNS infection and poliomyelitis"
"324.1",0,0,NA,NA,NA,NA,"Jakob-Creutzfeldt disease"
"325",2,0,218584450.555403,0.998534705047415,0,Inf,"Phlebitis & thrombophlebitis of intracranial venous sinuses"
"327",90,32,2.8892847748526,2.55059761473728e-07,1.9300080626521,4.32535317947003,"Sleep disorders"
"327.1",55,23,2.42294115989991,0.000365800118273236,1.48921070988809,3.94211767707357,"Hypersomnia"
"327.3",566,232,2.50386921644961,5.503822426335e-32,2.14901737390653,2.91731520145294,"Sleep apnea"
"327.31",65,23,2.8634653947202,1.45574296275789e-05,1.77964270948919,4.60734844305553,"Central/nonobstroctive sleep apnea"
"327.32",1659,853,1.98801083109045,8.93501652991534e-60,1.83041386641519,2.15917675070567,"Obstructive sleep apnea"
"327.4",1171,255,4.86099942635537,9.60240507586205e-116,4.24491265048495,5.56650215648789,"Insomnia"
"327.41",19,4,4.7846813006647,0.00443363042384106,1.62772348200096,14.0645357777771,"Organic or persistent insomnia"
"327.5",41,7,5.95227072855167,1.29248334288121e-05,2.67021926694972,13.268396069378,"Parasomnia"
"327.6",6,1,6.06661312393071,0.0951135942976926,0.730324903253337,50.3937283687035,"Circadian rhythm sleep disorder"
"327.7",17,9,1.92150097061311,0.113169587528435,0.856448225539622,4.31102064312271,"Sleep related movement disorders"
"327.71",213,77,2.832817325486,4.9045155860662e-15,2.18279036067917,3.67641993667076,"Restless legs syndrome"
"327.72",2,4,0.501760300221519,0.425852851722548,0.0919017856098749,2.73948321251483,"Sleep related leg cramps"
"331",370,14,26.8327648654723,1.31508454191479e-33,15.7363646079539,45.7537231923189,"Other cerebral degenerations"
"331.1",14,0,220160050.80146,0.996121818041411,0,Inf,"Hydrocephalus"
"331.9",4,0,219107952.100149,0.99792727090324,0,Inf,"Cerebral degeneration, unspecified"
"332",1583,228,7.06211909297339,1.29461652949734e-167,6.14663582118028,8.1139549396246,"Parkinson's disease"
"333",43,9,4.90147701481953,1.45285455277617e-05,2.38926434065336,10.0551774527529,"Extrapyramidal disease and abnormal movement disorders"
"333.1",193,78,2.53200882101209,4.43842537036088e-12,1.94639857629329,3.29381080923941,"Essential tremor"
"333.2",21,1,21.1890749140906,0.00285229647538706,2.85011619916726,157.52933015367,"Myoclonus"
"333.3",21,2,10.5063691160234,0.00148145086625044,2.46349369747092,44.8078239921836,"Tics and choreas"
"333.4",110,21,5.31489183106313,2.32533030067247e-12,3.33233702541565,8.47695625035949,"Torsion dystonia"
"333.8",41,7,5.91312140844678,1.39021544360198e-05,2.6527357781718,13.1807340477492,"Other degenerative diseases of the basal ganglia"
"334",41,5,8.24115824008057,8.4898612702723e-06,3.25664602092404,20.8547962233786,"Degenerative disease of the spinal cord"
"334.1",25,3,8.36689613117502,0.000507734534443384,2.52619514415716,27.7116164330322,"Spinocerebellar disease"
"334.2",15,2,7.53974717402402,0.00728269389642359,1.72420252122203,32.9704815695967,"Anterior horn cell disease"
"334.21",10,5,2.00942600698523,0.202637619339738,0.686819443843763,5.87897287087743,"Amyotrophic Lateral Sclerosis"
"335",276,77,3.60852826112969,2.35133501506428e-23,2.80300119120748,4.64554786926876,"Multiple sclerosis"
"337",31,7,4.53178571018108,0.000305488407831282,1.99536688367358,10.2923837671354,"Disorders of the autonomic nervous system"
"337.1",40,12,3.42342390590822,0.000185284618502214,1.79574701398523,6.52643782685988,"Peripheral autonomic neuropathy"
"338",855,82,10.7841826679309,5.24796795627394e-94,8.59753090913043,13.5269761800791,"Pain NEC"
"338.1",53,3,17.8831550696891,1.17808675059672e-06,5.58828417543053,57.2281625642111,"Acute pain"
"338.2",160,27,6.00994039312019,6.72213846351699e-18,3.99729276449282,9.0359615011688,"Chronic pain"
"339",1530,245,6.66144803259456,5.07074347901998e-167,5.82060019674687,7.62376531474522,"Other headache syndromes"
"340",725,182,4.08787214066615,1.15304239335457e-64,3.47467269675411,4.80928711761682,"Migraine"
"340.1",76,31,2.50849905037761,1.59847583813407e-05,1.65187612883672,3.80934585584012,"Migrain with aura"
"341",14,3,4.77694115123049,0.0140209136943758,1.37191650482717,16.633057975488,"Other demyelinating diseases of central nervous system"
"342",292,21,14.2199602841727,7.16724124293039e-32,9.13204768309206,22.1425990643735,"Hemiplegia"
"343",53,9,6.05093329927378,5.97535553466333e-07,2.98444259127282,12.2682184939081,"Infantile cerebral palsy"
"344",196,19,10.4652000354913,1.4901092087077e-22,6.534464413513,16.7604266933282,"Other paralytic syndromes"
"345",823,69,12.2566197950546,6.22440809656517e-89,9.58693470202233,15.6697352667725,"Epilepsy, recurrent seizures, convulsions"
"345.1",211,9,23.9884589448792,1.00791335837534e-20,12.3102092694815,46.7454411174601,"Epilepsy"
"345.11",169,17,10.1925361898242,7.27573867253718e-20,6.18979679747674,16.7837163932789,"Generalized convulsive epilepsy"
"345.12",258,36,7.28907524486442,6.12711234861087e-29,5.14302747131445,10.3306113415949,"Partial epilepsy"
"345.3",1487,94,16.285418658206,1.07045878761367e-151,13.2210698492121,20.0600151045152,"Convulsions"
"346",49,5,9.9371589787816,1.00385833440379e-06,3.95932271738534,24.9404091603805,"Abnormal findings on study of brain, nervous system"
"346.1",1,0,229361180.505091,0.998961600007224,0,Inf,"Nonspecific abnormal findings on radiological and other examination of skull and head"
"346.2",2,0,220855101.075812,0.998534008841479,0,Inf,"Nonspecific abnormal results of function study of brain and central nervous system"
"346.3",1,0,217565502.572199,0.998964011403312,0,Inf,"Nonspecific abnormal findings in cerebrospinal fluid"
"347",48,9,5.45276303290866,3.03172688291764e-06,2.675317463961,11.1136809345363,"Cataplexy and narcolepsy"
"348",1547,21,75.8197290227805,2.09288426565183e-86,49.2919467188708,116.624148400434,"Other conditions of brain"
"348.1",1017,12,87.2569364736,1.91410382687386e-53,49.3890921385154,154.158998132715,"Coma; stupor; and brain damage"
"348.2",123,3,41.3016885990211,1.92085404088632e-10,13.1390480463311,129.829000937921,"Cerebral edema and compression of brain"
"348.4",2,0,219060140.356259,0.998534238484355,0,Inf,"Cerebral cysts"
"348.7",8,0,219832831.358961,0.997068012907582,0,Inf,"Coma"
"348.8",174,6,29.3625817961982,3.97476831875573e-16,13.012085576955,66.2584951996744,"Encephalopathy, not elsewhere classified"
"348.9",123,5,25.446656863623,1.30401808958962e-12,10.4056668275125,62.2288178421108,"Other conditions of brain, NOS"
"349",320,18,18.2045740728908,4.66016255411383e-33,11.3231860327987,29.2679565817797,"Other disorders of the nervous system"
"350",0,0,NA,NA,NA,NA,"Abnormal movement"
"350.1",246,34,7.52510745540562,2.80257237292249e-28,5.25693267210682,10.7719169613612,"Abnormal involuntary movements"
"350.2",2901,438,7.01123077964192,1.16448488664867e-315,6.34086747192472,7.75246561500471,"Abnormality of gait"
"350.3",873,80,11.3405649916129,5.87201344667699e-96,9.01960444714364,14.2587643485545,"Lack of coordination"
"350.5",2,1,1.99582559973551,0.572586661755148,0.180974517973776,22.0103905740851,"Abnormal reflex"
"350.6",4,3,1.36569186010344,0.683270967546964,0.305595313968918,6.10321615383961,"Disturbances of sensation of smell and taste"
"351",440,210,2.17797548745166,1.75954911256087e-20,1.84767003467558,2.56732919564461,"Other peripheral nerve disorders"
"352",6,1,6.02503241751485,0.0963745041599185,0.725354474094234,50.0458974592178,"Disorders of other cranial nerves"
"352.1",70,28,2.52138545486404,3.53834644788496e-05,1.62666519408193,3.90823178311624,"Trigeminal nerve disorders"
"352.2",28,14,2.03651065157596,0.0298179912362101,1.07205828172238,3.86861022827894,"Facial nerve disorders"
"353",14,4,3.54170384294119,0.0257161808565904,1.16575525750788,10.7601196994984,"Nerve root and plexus disorders"
"353.1",17,17,1.00957184032334,0.977844260819945,0.515413227826643,1.97751094800513,"Nerve plexus lesions"
"353.2",20,20,1.01800890123742,0.954997690206912,0.547681584140038,1.89223474553352,"Nerve root lesions"
"355",69,15,4.66257827623489,6.52170848920442e-08,2.66758342033989,8.14956189045724,"Complex regional/central pain syndrome"
"355.1",567,80,7.26136735610416,7.17112489319528e-62,5.74575833051843,9.17676185582584,"Chronic pain syndrome"
"356",634,229,2.83422251335091,1.36233020089915e-41,2.43667619772328,3.296628933582,"Hereditary and idiopathic peripheral neuropathy"
"357",132,47,2.88960188348968,4.25430343922922e-10,2.07105799915011,4.03165872152955,"Inflammatory and toxic neuropathy"
"358",8,1,8.13728515158433,0.0480980800495521,1.01769523737809,65.064085205692,"Myoneural disorders"
"358.1",41,24,1.72717429066693,0.0335022772272154,1.04360621509069,2.85848338885329,"Myasthenia gravis"
"359",72,14,5.23568212565279,1.45097878372641e-08,2.95341020812187,9.28159835213416,"Muscular dystrophies and other myopathies"
"359.1",4,0,218122547.78768,0.997927800191924,0,Inf,"Muscular dystrophies"
"359.2",6,0,218386579.761577,0.997461737519615,0,Inf,"Myopathy"
"360",8,2,4.08548947624166,0.0750335321393661,0.867559366971673,19.2392877028626,"Disorders of the globe"
"360.2",8,12,0.691995125025891,0.420088868764365,0.282753278697724,1.6935515487745,"progressive myopia"
"360.3",1,1,1.04076991389231,0.977463426462215,0.0650520282088805,16.6513180832005,"Hypotony of eye"
"361",23,34,0.694406022258419,0.176817559591858,0.409043317316189,1.17884757759292,"Retinal detachments and defects"
"361.1",17,36,0.477191322400906,0.0119386485925743,0.268034178797949,0.849561646189833,"Retinal detachment with retinal defect"
"361.2",3,10,0.311497077321509,0.0765144795506475,0.0856935185727673,1.13229601019881,"Retinoschisis and retinal cysts"
"362",19,28,0.690988889865061,0.213697507902041,0.385871720078111,1.23736884843569,"Retinal disorders"
"362.1",0,0,NA,NA,NA,NA,"Retinopathy of prematurity"
"362.2",0,0,NA,NA,NA,NA,"Macular degeneration"
"362.21",476,769,0.630310183898909,2.51223555857741e-15,0.562219911951969,0.706646846689089,"Macular degeneration, dry"
"362.22",337,467,0.726319863529363,7.69645252060648e-06,0.631369590447118,0.835549497693931,"Macular degeneration, wet"
"362.23",45,90,0.509745399155835,0.000224110222946088,0.356384886129688,0.729100425055584,"Cystoid macular degeneration of retina"
"362.26",130,236,0.563429948215981,1.50586551781213e-07,0.45483563249544,0.69795170797188,"Macular puckering of retina"
"362.27",38,108,0.363042682827853,7.82065033648543e-08,0.250833604511067,0.52544789527605,"Retinal drusen"
"362.29",199,154,1.31990499436545,0.00971531965847439,1.06948503903818,1.62896079006174,"Age-related macular degeneration"
"362.3",6,4,1.51889292968817,0.51731655901117,0.428586934614153,5.38288861729692,"Other nondiabetic retinopathy"
"362.31",0,1,4.55146623384146e-09,0.998963471130531,0,Inf,"Separation of retinal layers"
"362.4",119,152,0.793623324489351,0.0590031920993624,0.624326624244179,1.00882768204227,"Retinal vascular changes and abnomalities"
"362.5",0,0,NA,NA,NA,NA,"Toxic maculopathy of retina"
"362.6",12,45,0.272888767889659,6.41537760026874e-05,0.144349537844908,0.515888590653794,"Peripheral retinal degenerations"
"362.7",11,5,2.24915618631576,0.132932531190075,0.781381527498428,6.47405060449502,"Hereditary retinal dystrophies"
"362.8",22,24,0.929606656566744,0.804696416615392,0.521230189414264,1.65794029870817,"Retinal hemorrhage/ischemia"
"362.9",81,85,0.971509103042431,0.852353959937025,0.716558002564315,1.31717172080511,"Retinal edema and hypertensive retinopathy"
"363",0,1,4.56390011392218e-09,0.998963592618284,0,Inf,"Disorders of choroid"
"363.3",24,28,0.884909668763949,0.660378187555369,0.51290201450037,1.52673434639309,"Chorioretinal scars"
"363.4",3,2,1.55840479840733,0.627012497565469,0.260332162875348,9.32894917352895,"Choroidal degenerations"
"364",3,4,0.755027746754653,0.712938546605891,0.168981815730017,3.37353990372672,"Disorders of cornea"
"364.1",12,17,0.726228533394215,0.396281953081242,0.346801620924379,1.52077686750753,"Corneal opacity"
"364.2",23,23,1.0442809259851,0.88326624771807,0.585643647445792,1.8620925150174,"Corneal edema"
"364.4",17,20,0.872981453123366,0.68053690193624,0.457267978184263,1.66663019029574,"Corneal degenerations"
"364.41",13,6,2.23499028174189,0.103271271400315,0.849353601664886,5.88115662274138,"Keratoconus"
"364.5",29,37,0.804333310322555,0.38003586213586,0.49465185065548,1.30789377061289,"Corneal dystrophy"
"364.51",29,82,0.361831216830943,2.54647193257886e-06,0.236901702835093,0.552641994154407,"Fuchs' dystrophy"
"364.9",31,32,0.980481829696034,0.937660221171786,0.598294536315424,1.60680828590629,"Cornea replaced by transplant"
"365",527,538,1.00171079041557,0.977754316830836,0.888307481756322,1.12959141765987,"Glaucoma"
"365.1",327,530,0.628699021171997,4.14481803262934e-11,0.547742790385622,0.721620560161741,"Open-angle glaucoma"
"365.11",822,1081,0.768861986515375,1.35461329813872e-08,0.702185788339211,0.841869437014008,"Primary open angle glaucoma"
"365.2",50,71,0.723750959348891,0.0800081950086129,0.503952089751519,1.03941517817044,"Primary angle-closure glaucoma"
"365.5",12,28,0.433043515115164,0.0152854582563407,0.220206629572368,0.85159418836511,"Pseudoexfoliation glaucoma"
"366",797,1226,0.662760971705104,1.57782483509671e-19,0.606208443296862,0.724589224172832,"Cataract"
"366.1",10,18,0.567703601305424,0.151178234586351,0.26204952730428,1.22987201026668,"Nonsenile Cataract"
"366.2",1202,1608,0.762750594597646,1.23212007777019e-12,0.707818619100764,0.821945698882838,"Senile cataract"
"366.3",0,0,NA,NA,NA,NA,"Traumatic cataract"
"367",19,36,0.544234824713232,0.031930423795289,0.312173707500909,0.948803622194159,"Disorders of refraction and accommodation"
"367.1",104,104,1.04918398521776,0.729256085738009,0.799418091121534,1.37698539357933,"Myopia"
"367.2",39,75,0.549225079733477,0.00241560388596253,0.372918087315148,0.808885914813044,"Astigmatism"
"367.4",83,141,0.614794392496679,0.000439271904550478,0.468743707613279,0.806351400363105,"Presbyopia"
"367.8",49,72,0.708733748784988,0.0630753879995388,0.492966001267379,1.01894152005501,"Hypermetropia"
"367.9",152,29,5.36202756375609,1.17230127218902e-16,3.60422426943712,7.97712279956715,"Blindness and low vision"
"368",63,32,2.02248198778811,0.00117787235737095,1.32155554157853,3.09516570604482,"Visual disturbances"
"368.1",12,19,0.652194050087869,0.246467019549643,0.316567002890941,1.34365576666421,"Amblyopia"
"368.2",46,15,3.14529575455025,0.000116703229027679,1.75592184290363,5.63401236995419,"Diplopia and disorders of binocular vision"
"368.3",1,1,1.02266557170238,0.987355866040772,0.0639630438096369,16.3507677129616,"Anisometropia"
"368.4",62,26,2.4324778232081,0.00014234726134806,1.5386675048403,3.84550160563334,"Visual field defects"
"368.5",0,1,4.66826176980464e-09,0.99896505620009,0,Inf,"Color vision deficiencies"
"368.7",1,1,1.04181775030639,0.976894464466431,0.0651300856491583,16.6648671506468,"Disorders of accommodation"
"368.9",48,14,3.50140341640645,3.70156919532956e-05,1.93050941089967,6.35056520066865,"Subjective visual disturbances"
"368.91",8,0,219274589.982421,0.997069157042676,0,Inf,"Psychophysical visual disturbances"
"369",5,7,0.71506300250339,0.566796211756774,0.226949866556679,2.2529869935899,"Infection of the eye"
"369.2",27,17,1.61921238777137,0.119656042623401,0.882466582590831,2.97104593922954,"Eye infection, viral"
"369.5",77,35,2.28388510090814,5.13568493564126e-05,1.53133280077249,3.40626880813816,"Conjunctivitis, infectious"
"370",7,5,1.43261410931969,0.539267219789581,0.454654685287976,4.51415822300802,"Keratitis"
"370.1",10,4,2.56643360753827,0.111336062706895,0.804375411122955,8.18844207669982,"Corneal ulcer"
"370.2",16,19,0.890515594021497,0.732718812469423,0.457751334411901,1.73242099712128,"Superficial keratitis"
"370.3",12,10,1.241702511212,0.613289807249705,0.536291621110786,2.87497522925439,"Keratoconjunctivitis"
"370.31",48,71,0.694035206897079,0.0507040760001079,0.481146023831079,1.00111991901606,"Keratoconjunctivitis sicca"
"371",3,1,2.99919759337504,0.341507449943069,0.311974106396994,28.8331179404359,"Inflammation of the eye"
"371.1",38,31,1.2440313677028,0.366974246720037,0.7741177022437,1.99919733051306,"Uveitis"
"371.2",1,9,0.113820237256564,0.0392680120404932,0.0144166936268822,0.898614255420108,"Conjunctivitis, noninfectious"
"371.21",29,41,0.724871382043948,0.184876924202468,0.450500012176183,1.1663451860259,"Allergic conjunctivitis"
"371.3",120,161,0.780302242006902,0.039800173240891,0.6159549860664,0.988500138247702,"Inflammation of eyelids"
"371.33",1,2,0.542540097283026,0.617754640625102,0.0491372687746617,5.99035649518357,"Noninfectious dermatoses of eyelid"
"371.9",1,0,248849570.916791,0.998960060689944,0,Inf,"Chronic inflammatory disorders of orbit"
"372",29,48,0.62439189097926,0.0452822180658211,0.393741899633476,0.990154296211736,"Disorders of conjunctiva"
"374",28,44,0.653029677891979,0.0779865592860561,0.406565411381158,1.04890319803399,"Other disorders of eyelids"
"374.1",52,77,0.700168247207057,0.0471569856241699,0.492434603231361,0.995534373864209,"Ectropion or entropion"
"374.2",0,0,NA,NA,NA,NA,"Lagophthalmos"
"374.3",26,36,0.738580771208017,0.239123836114179,0.445948939298053,1.22323770173526,"Ptosis of eyelid"
"374.6",3,5,0.618723759286456,0.510956593850869,0.147849437520441,2.58924955499163,"Dermatochalasis"
"375",1,5,0.205262247024916,0.148329672194304,0.0239792699555964,1.75704223405202,"Disorders of lacrimal system"
"375.1",293,398,0.759785479777446,0.000359864440639702,0.653356944049577,0.883550684718582,"Dry eyes"
"375.2",2,11,0.187488859919037,0.0294415303821742,0.0415517200862045,0.845983572300081,"Epiphora"
"376",2,0,225246981.452109,0.998532505698971,0,Inf,"Disorders of the orbit"
"377",11,10,1.11955557624782,0.796054726703986,0.475461621651803,2.6361847754465,"Disorders of optic nerve and visual pathways"
"377.1",62,55,1.15112911273296,0.447411572297153,0.80063905627219,1.6550507045598,"Optic atrophy"
"377.3",36,22,1.69022664240026,0.0525012702926203,0.994341538375685,2.87312356209771,"Optic neuritis/neuropathy"
"378",9,3,3.06177199070979,0.093276041098397,0.828824024588227,11.3105405309075,"Disorders of binocular eye movements"
"378.1",36,27,1.38668332949829,0.199254744631078,0.841785423143574,2.28430025448481,"Strabismus (not specified as paralytic)"
"378.2",9,3,3.04305762776523,0.0950742549020697,0.823789876348262,11.2409729613931,"Nystagmus and other irregular eye movements"
"378.5",7,12,0.610995848407098,0.300547479604294,0.24041629352176,1.55278962711785,"Paralytic strabismus"
"379",2,0,220571979.700289,0.998533806439481,0,Inf,"Other disorders of eye"
"379.1",8,4,2.03270005883293,0.246724358053207,0.612068901034692,6.75066078703648,"Scleritis and episcleritis"
"379.2",262,545,0.492811837487449,4.90927667070734e-21,0.425283659441031,0.571062399827359,"Disorders of vitreous body"
"379.3",29,34,0.865053948303238,0.566330915380974,0.527073958704535,1.41975963926253,"Aphakia and other disorders of lens"
"379.4",4,1,4.07716884598781,0.208773963449639,0.455638944075866,36.4835052289246,"Anomalies of pupillary function"
