"Phecode","Number of Schizophrenia Patients","Number of Non-Schizophrenic Participants","Odds Ratio","P-Value","CI Lower Bound","CI Upper Bound","PheWAS Description"
"264.9",2,1,2.00026106730364,1,0.10409425690347,117.963010975736,"Lack of normal physiological development, unspecified"
"269",16,5,3.20713095021795,0.0264453367824446,1.12144613663952,11.2020880632511,"Proteinuria"
"270",0,0,0,1,0,Inf,"Protein plasma/amino-acid transport and metabolism disorder"
"270.1",3,0,Inf,0.249923414683958,0.413278436640516,Inf,"Disturbances of amino-acid transport"
"270.11",2,2,1,1,0.0724800868201882,13.7968929656616,"Disturbances of sulphur-bearing amino-acid metabolism"
"270.12",0,0,0,1,0,Inf,"Phenylketonuria [PKU]"
"270.2",3,0,Inf,0.249923414683958,0.413278436640516,Inf,"Amino-acid metabolism disorder"
"270.21",0,0,0,1,0,Inf,"Disorders of urea cycle metabolism"
"270.3",0,0,0,1,0,Inf,"Plasma protein metabolism disorder"
"270.31",0,0,0,1,0,Inf,"Polyclonal hypergammaglobulinemia"
"270.32",0,0,0,1,0,Inf,"Paraproteinemia"
"270.33",0,0,0,1,0,Inf,"Amyloidosis"
"270.34",0,0,0,1,0,Inf,"Alpha-1-antitrypsin deficiency"
"270.35",0,0,0,1,0,Inf,"Macroglobulinemia"
"270.38",1,0,Inf,1,0.0256406640625001,Inf,"Other specified disorders of plasma protein metabolism"
"271",0,0,0,1,0,Inf,"Carbohydrate transport and metabolism disorder"
"271.3",8,4,2.00148851336497,0.387398976280478,0.53578714961547,9.08906600335747,"Disaccharide malabsorption"
"271.9",4,1,4.00168320033376,0.374872338251567,0.395844813412059,196.963883860952,"Disorders of carbohydrate transport & metabolism"
"272",0,0,0,1,0,Inf,"Disorders of lipoid metabolism"
"272.1",55,16,3.46515219066822,3.47284695907782e-06,1.9533477160185,6.48730800210761,"Hyperlipidemia"
"272.11",28,8,3.51362952073808,0.00116947868144385,1.55846529401452,8.9307256257226,"Hypercholesterolemia"
"272.12",8,1,8.01011518070053,0.0389763723291088,1.07326433661031,354.994382293303,"Hyperglyceridemia"
"272.13",13,6,2.1695975920576,0.166656129509388,0.768640645406961,6.96810702347096,"Mixed hyperlipidemia"
"272.14",0,0,0,1,0,Inf,"Hyperchylomicronemia"
"272.9",1,0,Inf,1,0.0256406640625001,Inf,"Lipoid metabolism disorder NOS"
"274",0,0,0,1,0,Inf,"Gout and other crystal arthropathies"
"274.1",0,1,0,1,0,39.0005499686929,"Gout"
"274.11",0,0,0,1,0,Inf,"Gouty arthropathy"
"274.2",0,0,0,1,0,Inf,"Crystal arthropathies"
"274.21",0,0,0,1,0,Inf,"Chondrocalcinosis"
"275",0,0,0,1,0,Inf,"Disorders of mineral metabolism"
"275.1",1,4,0.249894844228697,0.374872338251567,0.00507707291508303,2.52624252261969,"Iron metabolism disorder"
"275.11",0,0,0,1,0,Inf,"Hereditary hemochromatosis"
"275.2",0,0,0,1,0,Inf,"Copper metabolism disorder"
"275.3",11,3,3.67192424340112,0.0571984151591906,0.969271439753019,20.5109105968483,"Magnesium metabolism disorder"
"275.5",0,0,0,1,0,Inf,"Calcium/phosphorus disorders"
"275.51",5,2,2.50145274824621,0.452957418280467,0.409264654976701,26.289463638823,"Hypocalcemia"
"275.53",5,1,5.00321402927086,0.218606387868646,0.559605785796566,236.468153045554,"Phosphorus metabolism disorder"
"275.6",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Hypercalcemia"
"276",0,0,0,1,0,Inf,"Disorders of fluid, electrolyte, and acid-base balance"
"276.1",17,0,Inf,1.50480163177885e-05,4.13740073814283,Inf,"Electrolyte imbalance"
"276.11",7,1,7.0074227461396,0.0702008302019096,0.899732450917742,315.483448433818,"Hyperosmolality and/or hypernatremia"
"276.12",19,0,Inf,3.74854807919042e-06,4.68068137086771,Inf,"Hyposmolality and/or hyponatremia"
"276.13",3,4,0.749871140511012,1,0.109806969522677,4.43496385806755,"Hyperpotassemia"
"276.14",63,8,7.96324676189752,8.80994332003383e-12,3.79866003162418,19.2578458700395,"Hypopotassemia"
"276.4",1,0,Inf,1,0.0256406640625001,Inf,"Acid-base balance disorder"
"276.41",31,2,15.5923670335964,1.25497745003674e-07,3.96309430001301,134.799491730079,"Acidosis"
"276.42",8,0,Inf,0.00779017972330908,1.70850001047368,Inf,"Alkalosis"
"276.5",87,20,4.40971939406066,3.01586684788187e-11,2.68365480467408,7.58481448034557,"Hypovolemia"
"276.6",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Fluid overload"
"276.8",3,0,Inf,0.249923414683958,0.413278436640516,Inf,"Polydipsia"
"277",7,1,7.0074227461396,0.0702008302019096,0.899732450917742,315.483448433818,"Other disorders of metabolism"
"277.1",0,0,0,1,0,Inf,"Disorders of porphyrin metabolism"
"277.2",0,0,0,1,0,Inf,"Other disorders of purine and pyrimidine metabolism"
"277.4",0,0,0,1,0,Inf,"Hyperbilirubinemia"
"277.5",1,0,Inf,1,0.0256406640625001,Inf,"Other disorders of lipoid metabolism and hyperalimentation"
"277.51",3,2,1.50023730466807,1,0.171777047656231,17.9628739392105,"Lipoprotein disorders"
"277.6",0,1,0,1,0,39.0005499686929,"Other deficiencies of circulating enzymes"
"277.7",16,6,2.67202089279704,0.0522173461603426,0.992051588519194,8.34394277313253,"Dysmetabolic syndrome X"
"277.8",1,0,Inf,1,0.0256406640625001,Inf,"Carnitine deficiencies"
"277.9",5,1,5.00321402927086,0.218606387868646,0.559605785796566,236.468153045554,"Other disorders of metabolic, endocrine, immunity disorders"
"278",55,27,2.0486605733838,0.00253601036683759,1.26789488731825,3.38389940754075,"Overweight"
"278.1",181,62,2.99273159117868,5.12409281969927e-15,2.22445320248808,4.07222839353347,"Obesity"
"278.11",100,23,4.4167309923682,9.00026392583322e-13,2.77984131233382,7.29811390853298,"Morbid obesity"
"278.3",0,0,0,1,0,Inf,"Localized adiposity"
"278.4",36,15,2.41028934053111,0.00449786831775045,1.28503668922076,4.744679427171,"Abnormal weight gain"
"279",4,4,1,1,0.186132185432406,5.37252596952476,"Immune disorders"
"279.1",8,2,4.0041363654348,0.109195503191754,0.798578142130368,38.7324650381284,"Immunity deficiency"
"279.11",1,1,1,1,0.0127441265657664,78.4675195149288,"Deficiency of humoral immunity"
"279.2",5,0,Inf,0.0624361886808128,0.916714189106132,Inf,"Autoimmune disease NEC"
"279.7",18,6,3.00724171951017,0.0224938645674846,1.14226810458275,9.26101042984537,"Other immunological findings"
"279.8",0,1,0,1,0,39.0005499686929,"Other disorders of the immune mechanism"
"280",0,0,0,1,0,Inf,"Iron deficiency anemias NOS"
"280.1",54,18,3.02213319087923,2.40372525050471e-05,1.74175285795309,5.48360446757586,"Iron deficiency anemias"
"280.11",1,0,Inf,1,0.0256406640625001,Inf,"Other iron deficiency anemias"
"280.2",7,5,1.40051893510336,0.774275743993164,0.382334934030757,5.59961635101309,"Iron deficiency anemia secondary to blood loss"
"281",1,0,Inf,1,0.0256406640625001,Inf,"Pernicious or B12 deficiency anemia"
"281.1",0,0,0,1,0,Inf,"Megaloblastic anemia"
"281.11",4,3,1.33356245623552,1,0.22548098068058,9.10689006669547,"Pernicious anemia"
"281.12",7,5,1.40051893510336,0.774275743993164,0.382334934030757,5.59961635101309,"Vitamin B12 deficiency anemia"
"281.13",1,0,Inf,1,0.0256406640625001,Inf,"Folate-deficiency anemia"
"281.9",4,0,Inf,0.124923418594964,0.660285139988072,Inf,"Deficiency anemias NOS"
"282",0,0,0,1,0,Inf,"Hereditary hemolytic anemias"
"282.5",6,5,1.20022138780306,1,0.304938053528511,4.97491540560572,"Sickle cell anemia"
"282.8",4,2,2.00066988154151,0.68740423901741,0.286580041976312,22.1264387631198,"Other hemoglobinopathies"
"282.9",2,1,2.00026106730364,1,0.10409425690347,117.963010975736,"Other hereditary hemolytic anemias"
"283",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Acquired hemolytic anemias"
"283.1",0,0,0,1,0,Inf,"Autoimmune hemolytic anemias"
"283.2",0,1,0,1,0,39.0005499686929,"Non-autoimmune hemolytic anemias"
"283.21",0,0,0,1,0,Inf,"Hemolytic-uremic syndrome"
"284",1,0,Inf,1,0.0256406640625001,Inf,"Aplastic anemia"
"284.1",7,0,Inf,0.0155915110331341,1.44235736046564,Inf,"Pancytopenia"
"284.2",0,0,0,1,0,Inf,"Constitutional aplastic anemia"
"285",23,8,2.88371369162257,0.0105533877160914,1.24367410585085,7.46482801330877,"Other anemias"
"285.1",15,1,15.0431924005841,0.000513953076205281,2.31232821277117,631.625517901326,"Acute posthemorrhagic anemia"
"285.2",8,2,4.0041363654348,0.109195503191754,0.798578142130368,38.7324650381284,"Anemia of chronic disease"
"285.21",5,0,Inf,0.0624361886808128,0.916714189106132,Inf,"Anemia in chronic kidney disease"
"285.22",1,0,Inf,1,0.0256406640625001,Inf,"Anemia in neoplastic disease"
"285.3",0,0,0,1,0,Inf,"Sideroblastic anemia"
"285.8",0,0,0,1,0,Inf,"Hemoglobinuria"
"285.9",109,39,2.835536855468,5.7901303379145e-09,1.94563908871214,4.20904340404654,"Anemia NOS"
"286",10,3,3.33807230775825,0.0920712668458913,0.858712596769343,18.8836652906563,"Coagulation defects"
"286.1",0,0,0,1,0,Inf,"Congenital coagulation defects"
"286.11",2,2,1,1,0.0724800868201882,13.7968929656616,"Von willebrand's disease"
"286.12",3,0,Inf,0.249923414683958,0.413278436640516,Inf,"Clotting factor deficiency"
"286.13",0,0,0,1,0,Inf,"Congenital factor VIII disorder"
"286.2",1,0,Inf,1,0.0256406640625001,Inf,"Encounter for long-term (current) use of anticoagulants"
"286.3",1,0,Inf,1,0.0256406640625001,Inf,"Coagulation defects complicating pregnancy or postpartum"
"286.4",0,0,0,1,0,Inf,"Acquired coagulation factor deficiency"
"286.5",11,4,2.75382477805195,0.118188465432726,0.815253522833571,11.8689388657967,"Hemorrhagic disorder due to intrinsic circulating anticoagulants"
"286.6",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Defibrination syndrome"
"286.7",0,0,0,1,0,Inf,"Other and unspecified coagulation defects"
"286.8",4,1,4.00168320033376,0.374872338251567,0.395844813412059,196.963883860952,"Hypercoagulable state"
"286.81",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Primary hypercoagulable state"
"286.9",0,1,0,1,0,39.0005499686929,"Abnormal coagulation profile"
"287",2,2,1,1,0.0724800868201882,13.7968929656616,"Purpura and other hemorrhagic conditions"
"287.1",1,0,Inf,1,0.0256406640625001,Inf,"Spontaneous ecchymoses"
"287.2",0,0,0,1,0,Inf,"Allergic purpura"
"287.3",15,2,7.5187154747783,0.00233082966943097,1.74708634581645,67.896219468145,"Thrombocytopenia"
"287.31",3,0,Inf,0.249923414683958,0.413278436640516,Inf,"Primary thrombocytopenia"
"287.32",4,0,Inf,0.124923418594964,0.660285139988072,Inf,"Secondary thrombocytopenia"
"287.4",0,0,0,1,0,Inf,"Qualitative platelet defects"
"288",6,4,1.50054410414934,0.753780525178598,0.355589080303385,7.23439428100373,"Diseases of white blood cells"
"288.1",10,2,5.00730711943237,0.0384590945866697,1.06636309580223,47.0238981205123,"Decreased white blood cell count"
"288.11",11,3,3.67192424340112,0.0571984151591906,0.969271439753019,20.5109105968483,"Neutropenia"
"288.2",49,1,49.4757471022203,8.0683815683322e-14,8.46797303331971,1975.24658320667,"Elevated white blood cell count"
"288.3",0,0,0,1,0,Inf,"Eosinophilia"
"289",2,1,2.00026106730364,1,0.10409425690347,117.963010975736,"Diseases of blood and blood-forming organs"
"289.1",0,0,0,1,0,Inf,"Myelofibrosis"
"289.3",0,0,0,1,0,Inf,"HX of diseases of blood and blood-forming organs"
"289.4",29,19,1.52937718349134,0.192318184605189,0.827511561308675,2.89051665128252,"Lymphadenitis"
"289.5",1,0,Inf,1,0.0256406640625001,Inf,"Diseases of spleen"
"289.8",1,0,Inf,1,0.0256406640625001,Inf,"Polycythemia vera, secondary"
"289.9",1,0,Inf,1,0.0256406640625001,Inf,"Abnormality of red blood cells"
"290",1,0,Inf,1,0.0256406640625001,Inf,"Delirium dementia and amnestic disorders"
"290.1",1,0,Inf,1,0.0256406640625001,Inf,"Dementias"
"290.11",1,0,Inf,1,0.0256406640625001,Inf,"Alzheimer's disease"
"290.12",0,0,0,1,0,Inf,"Dementia with cerebral degenerations"
"290.13",0,0,0,1,0,Inf,"Senile dementia"
"290.16",1,0,Inf,1,0.0256406640625001,Inf,"Vascular dementia"
"290.2",15,0,Inf,6.03833425308342e-05,3.59478020681472,Inf,"Delirium due to conditions classified elsewhere"
"290.3",14,1,14.0379679699837,0.000968730347569216,2.13374523838782,592.101733338061,"Persistent mental disorders due to other conditions"
"291",0,0,0,1,0,Inf,"Other specified nonpsychotic and/or transient mental disorders"
"291.1",8,0,Inf,0.00779017972330908,1.70850001047368,Inf,"Transient mental disorders due to conditions classified elsewhere"
"291.4",22,9,2.45088296004725,0.0291966604827798,1.08322429839052,6.05287995317474,"Mental disorders due to brain damage"
"291.8",1,1,1,1,0.0127441265657664,78.4675195149288,"Alteration of consciousness"
"292",12,4,3.00478094998828,0.0765745735138075,0.909815897061179,12.7889338164304,"Neurological disorders due to brain damage"
"292.1",23,4,5.77143070986727,0.000305255939081581,1.9699784390872,22.9760847912646,"Aphasia/speech disturbance"
"292.11",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Aphasia"
"292.12",0,0,0,1,0,Inf,"Symbolic dysfunction"
"292.2",9,0,Inf,0.0038919056475841,1.97597000239633,Inf,"Mild cognitive impairment"
"292.3",14,2,7.01603193210593,0.00415217124711677,1.6100420231417,63.6942310270721,"Memory loss"
"292.4",79,2,40.1239827132913,2.03278649423183e-21,10.7366124441804,337.108564225438,"Altered mental status"
"292.5",16,1,16.0488722013159,0.000271702863775191,2.4909573700702,671.150616016803,"Transient alteration of awareness"
"292.6",45,0,Inf,5.1354698366188e-14,11.8034225494538,Inf,"Hallucinations"
"293",2,2,1,1,0.0724800868201882,13.7968929656616,"Symptoms involving head and neck"
"293.1",5,2,2.50145274824621,0.452957418280467,0.409264654976701,26.289463638823,"Swelling, mass, or lump in head and neck"
"295",4,0,Inf,0.124923418594964,0.660285139988072,Inf,"Schizophrenia and other psychotic disorders"
"295.1",8,0,Inf,0.00779017972330908,1.70850001047368,Inf,"Schizophrenia"
"295.2",87,0,Inf,8.7913013446178e-27,23.4947035269239,Inf,"Paranoid disorders"
"295.3",214,1,222.469371845928,7.76810450554511e-64,39.6639337621797,8384.69727033998,"Psychosis"
"296",589,44,15.0720499348131,8.35710870443186e-130,11.0552246189193,21.0335767719857,"Mood disorders"
"296.1",1091,40,34.7984044399735,1.11195248656837e-294,25.3223176735584,49.1210398565221,"Bipolar"
"296.2",901,126,8.5351983977818,8.6053980386482e-160,7.04002934114088,10.4181319515027,"Depression"
"296.22",1533,161,13.4037757058119,0,11.3167433500025,15.9585470845135,"Major depressive disorder"
"297",45,3,15.1301402433707,1.20127212663835e-10,4.85153039887095,76.1389279543457,"Suicidal ideation or attempt"
"297.1",398,10,43.1840893072316,3.2750164079371e-107,23.220627873587,90.9757301539799,"Suicidal ideation"
"297.2",61,5,12.3433368201846,2.24449907599988e-13,5.00237464627395,39.4175305999946,"Suicide or self-inflicted injury"
"300",115,9,13.063014670185,8.12236915469882e-25,6.63406194918927,29.3053382165758,"Anxiety, phobic and dissociative disorders"
"300.1",1007,151,8.13353815630583,3.80095783486762e-174,6.81151419824536,9.77106831594915,"Anxiety disorder"
"300.11",698,119,6.67244959777956,1.64419893292539e-108,5.46131189295748,8.21115991906612,"Generalized anxiety disorder"
"300.12",316,35,9.58061625517074,1.54541585737466e-59,6.72621329545058,14.037810074535,"Agorophobia, social phobia, and panic disorder"
"300.13",9,1,9.01320790215885,0.0214215896134476,1.24812722854325,394.507452153997,"Phobia"
"300.2",6,0,Inf,0.0312021488432461,1.17810890620027,Inf,"Generalized anxiety & phobic disorders"
"300.3",159,30,5.4432679761528,8.6141799007859e-23,3.6588866620518,8.35039447621087,"Obsessive-compulsive disorder"
"300.4",273,52,5.49977465561122,1.89420203219605e-38,4.06343388266144,7.57063911671785,"Dysthymic disorder"
"300.8",23,3,7.69683622415304,8.62602702707477e-05,2.32315269876167,39.9997951298355,"Acute reaction to stress"
"300.9",421,24,19.0982700611501,1.61532728890366e-98,12.6256628733938,30.213909787914,"Posttraumatic stress disorder"
"301",64,4,16.198505129918,4.89480504405266e-15,6.01904271656578,61.3029932750585,"Personality disorders"
"301.1",9,1,9.01320790215885,0.0214215896134476,1.24812722854325,394.507452153997,"Schizoid personality disorder"
"301.2",156,10,16.080868960343,2.52238971126353e-35,8.49914347867797,34.242282744283,"Antisocial/borderline personality disorder"
"302",25,1,25.1196587840124,7.82177807651527e-07,4.1084060057302,1026.91081233523,"Sexual and gender identity disorders"
"302.1",0,0,0,1,0,Inf,"Decreased libido"
"303",7,0,Inf,0.0155915110331341,1.44235736046564,Inf,"Psychogenic and somatoform disorders"
"303.1",29,2,14.5809148839857,4.46443952765089e-07,3.68431043667512,126.341853748591,"Dissociative disorder"
"303.3",6,0,Inf,0.0312021488432461,1.17810890620027,Inf,"Psychogenic disorder"
"303.31",1,0,Inf,1,0.0256406640625001,Inf,"Gastrointestinal malfunction arising from mental factors"
"303.4",48,3,16.148296813142,1.77690579300294e-11,5.1980487636041,81.0654333138796,"Somatoform disorder"
"304",649,196,3.66387377761785,2.42001884568055e-62,3.10099572958515,4.34449006052328,"Adjustment reaction"
"305",0,0,0,1,0,Inf,"Misc. neuroses"
"305.1",21,10,2.10457319110451,0.0703128003564183,0.947438342304177,5.01081785158329,"Tension headache"
"305.2",185,24,7.97029981467075,1.42952455840602e-32,5.18208298490449,12.7825577187388,"Eating disorder"
"305.21",84,12,7.10349943797664,1.40564922836155e-14,3.85362072913514,14.3167460527982,"Anorexia nervosa"
"306",230,99,2.38825007336503,1.51185189369131e-13,1.87198389808965,3.0650023696093,"Random mental disorder. Ignored for now"
"306.1",41,2,20.6626035250926,1.99530219881615e-10,5.36194615152866,176.115132704641,"Mental disorders durring/after pregnancy"
"306.9",2,1,2.00026106730364,1,0.10409425690347,117.963010975736,"Tension headache"
"312",209,16,13.6027039893887,6.90333381132569e-45,8.1620049713536,24.2773815674439,"Conduct disorders"
"312.3",80,6,13.5395818317,9.92113383654333e-18,5.94520475890752,38.0084332343177,"Impulse control disorder"
"313",54,8,6.81295739223349,1.53573848815044e-09,3.21820217169331,16.5911784234695,"Pervasive developmental disorders"
"313.1",758,180,4.79848289064063,3.7030114450021e-93,4.05108028896064,5.7075252740495,"Attention deficit hyperactivity disorder"
"313.2",15,1,15.0431924005841,0.000513953076205281,2.31232821277117,631.625517901326,"Tics and stuttering"
"313.3",144,6,24.6937199573098,7.83515273424092e-36,11.0561376889848,68.5602899841904,"Autism"
"315",61,2,30.8670817950815,3.66779290436024e-16,8.1772789747025,258.818963178794,"Develomental delays and disorders"
"315.1",24,3,8.0331262962783,4.81740669992984e-05,2.43706119084908,41.6702614636918,"Learning disorder"
"315.2",21,9,2.33901570380153,0.04245993140976,1.02562783291512,5.80678746725689,"Speech and language disorder"
"315.3",53,1,53.558648950316,5.32856005306875e-15,9.19816325257306,2133.15523689504,"Mental retardation"
"316",732,29,29.4953195926436,5.46403205511687e-189,20.3113749326088,44.4859602651024,"Substance addiction and disorders"
"316.1",0,0,0,1,0,Inf,"Polyneuropathy due to drugs"
"317",153,7,22.5274726915841,2.22561571236916e-37,10.6559818405422,57.0993083862728,"Alcohol-related disorders"
"317.1",173,15,11.9138173355053,8.5447232609787e-36,7.01410149584823,21.7863255408553,"Alcoholism"
"317.11",4,0,Inf,0.124923418594964,0.660285139988072,Inf,"Alcoholic liver damage"
"318",295,37,8.41840544261551,1.35440795872483e-52,5.95136125857983,12.2217431829496,"Tobacco use disorder"
"320",4,0,Inf,0.124923418594964,0.660285139988072,Inf,"Meningitis"
"323",9,0,Inf,0.0038919056475841,1.97597000239633,Inf,"Encephalitis"
"323.2",0,0,0,1,0,Inf,"Acute (transverse) myelitis"
"323.8",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Encephalitis, non-infectious"
"324",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"CNS infection and poliomyelitis"
"324.1",0,0,0,1,0,Inf,"Jakob-Creutzfeldt disease"
"325",1,0,Inf,1,0.0256406640625001,Inf,"Phlebitis & thrombophlebitis of intracranial venous sinuses"
"327",39,6,6.54304785978779,5.12940664688871e-07,2.74731332972267,18.925045902967,"Sleep disorders"
"327.1",8,5,1.60089674588618,0.580797810273019,0.461381772127587,6.2241911540009,"Hypersomnia"
"327.3",27,5,5.42345452515455,0.000110383710507456,2.05662950118457,18.0498344633652,"Sleep apnea"
"327.31",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Central/nonobstroctive sleep apnea"
"327.32",43,5,8.66585506043434,1.27226607441012e-08,3.43554233600211,28.0377931515109,"Obstructive sleep apnea"
"327.4",180,17,10.9511568731091,3.87928734267323e-36,6.63910046404567,19.2461670694616,"Insomnia"
"327.41",10,0,Inf,0.00194416298471039,2.24437056176923,Inf,"Organic or persistent insomnia"
"327.5",5,4,1.25022450036644,1,0.268915036364006,6.30455276143358,"Parasomnia"
"327.6",6,1,6.00512498300728,0.124865975703918,0.728166368871973,275.97469429796,"Circadian rhythm sleep disorder"
"327.7",1,0,Inf,1,0.0256406640625001,Inf,"Sleep related movement disorders"
"327.71",7,0,Inf,0.0155915110331341,1.44235736046564,Inf,"Restless legs syndrome"
"327.72",0,0,0,1,0,Inf,"Sleep related leg cramps"
"331",10,2,5.00730711943237,0.0384590945866697,1.06636309580223,47.0238981205123,"Other cerebral degenerations"
"331.1",1,0,Inf,1,0.0256406640625001,Inf,"Hydrocephalus"
"331.9",0,0,0,1,0,Inf,"Cerebral degeneration, unspecified"
"332",0,0,0,1,0,Inf,"Parkinson's disease"
"333",5,1,5.00321402927086,0.218606387868646,0.559605785796566,236.468153045554,"Extrapyramidal disease and abnormal movement disorders"
"333.1",5,3,1.66725262128895,0.726450761731338,0.324192696681783,10.7442498851097,"Essential tremor"
"333.2",5,0,Inf,0.0624361886808128,0.916714189106132,Inf,"Myoclonus"
"333.3",6,0,Inf,0.0312021488432461,1.17810890620027,Inf,"Tics and choreas"
"333.4",14,0,Inf,0.000120939809533393,3.32365588019566,Inf,"Torsion dystonia"
"333.8",0,0,0,1,0,Inf,"Other degenerative diseases of the basal ganglia"
"334",6,1,6.00512498300728,0.124865975703918,0.728166368871973,275.97469429796,"Degenerative disease of the spinal cord"
"334.1",1,0,Inf,1,0.0256406640625001,Inf,"Spinocerebellar disease"
"334.2",0,0,0,1,0,Inf,"Anterior horn cell disease"
"334.21",0,0,0,1,0,Inf,"Amyotrophic Lateral Sclerosis"
"335",12,3,4.00659352681866,0.0350202150597232,1.08041138239365,22.1384672618911,"Multiple sclerosis"
"337",8,1,8.01011518070053,0.0389763723291088,1.07326433661031,354.994382293303,"Disorders of the autonomic nervous system"
"337.1",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Peripheral autonomic neuropathy"
"338",65,12,5.47511001503069,5.12955590298295e-10,2.9267030706196,11.1533988268093,"Pain NEC"
"338.1",9,5,1.80135650733079,0.423613061185635,0.541687303815007,6.84735449678754,"Acute pain"
"338.2",10,6,1.6679352293026,0.454123640102699,0.54873573202423,5.58816554386851,"Chronic pain"
"339",458,196,2.47444267453448,9.89380198154207e-27,2.07782641703328,2.95528443569133,"Other headache syndromes"
"340",221,74,3.08004739566211,1.17415627655817e-18,2.34920698423599,4.07659516095074,"Migraine"
"340.1",43,10,4.32840406698185,5.25302465153437e-06,2.13894757878604,9.67437309468957,"Migrain with aura"
"341",5,3,1.66725262128895,0.726450761731338,0.324192696681783,10.7442498851097,"Other demyelinating diseases of central nervous system"
"342",8,2,4.0041363654348,0.109195503191754,0.798578142130368,38.7324650381284,"Hemiplegia"
"343",20,4,5.01551840084154,0.00152455530008962,1.67851222288533,20.1866898591856,"Infantile cerebral palsy"
"344",16,1,16.0488722013159,0.000271702863775191,2.4909573700702,671.150616016803,"Other paralytic syndromes"
"345",97,10,9.87409440620294,3.27042290731177e-19,5.13716855780532,21.2668131758071,"Epilepsy, recurrent seizures, convulsions"
"345.1",46,4,11.593832015894,4.08295179736365e-10,4.22996331981597,44.3657915960092,"Epilepsy"
"345.11",38,8,4.77845648266083,8.83790802065256e-06,2.19302607680812,11.8707736493485,"Generalized convulsive epilepsy"
"345.12",55,11,5.04452413986587,3.26442650513775e-08,2.60771977049877,10.7030068546755,"Partial epilepsy"
"345.3",188,20,9.73362642703986,4.61370806338968e-36,6.11401668650523,16.3289888426318,"Convulsions"
"346",5,3,1.66725262128895,0.726450761731338,0.324192696681783,10.7442498851097,"Abnormal findings on study of brain, nervous system"
"346.1",0,0,0,1,0,Inf,"Nonspecific abnormal findings on radiological and other examination of skull and head"
"346.2",2,0,Inf,0.499948943122639,0.187814651426517,Inf,"Nonspecific abnormal results of function study of brain and central nervous system"
"346.3",0,0,0,1,0,Inf,"Nonspecific abnormal findings in cerebrospinal fluid"
"347",12,0,Inf,0.000484998029790218,2.78323934042978,Inf,"Cataplexy and narcolepsy"
"348",53,6,8.91751973683941,1.56871279379945e-10,3.83144590539674,25.4265917407457,"Other conditions of brain"
"348.1",31,1,31.1859918802751,1.46958146327006e-08,5.19281307356732,1264.08262702395,"Coma; stupor; and brain damage"
"348.2",18,5,3.60884562304207,0.0105337303990094,1.29010063989855,12.4503767172461,"Cerebral edema and compression of brain"
"348.4",0,0,0,1,0,Inf,"Cerebral cysts"
"348.7",8,1,8.01011518070053,0.0389763723291088,1.07326433661031,354.994382293303,"Coma"
"348.8",16,0,Inf,3.0145360285871e-05,3.86597585797496,Inf,"Encephalopathy, not elsewhere classified"
"348.9",10,2,5.00730711943237,0.0384590945866697,1.06636309580223,47.0238981205123,"Other conditions of brain, NOS"
"349",13,2,6.51355040369211,0.00734278205860024,1.47346886699238,59.5106350126133,"Other disorders of the nervous system"
"350",0,0,0,1,0,Inf,"Abnormal movement"
"350.1",36,6,6.03600082740729,2.70403768693105e-06,2.51592569173118,17.5408116442586,"Abnormal involuntary movements"
"350.2",58,18,3.24874989722897,4.34271440906698e-06,1.88352660500735,5.86750806931297,"Abnormality of gait"
"350.3",24,4,6.02360495458161,0.000176464949002887,2.06735588977009,23.9036034811562,"Lack of coordination"
"350.5",1,1,1,1,0.0127441265657664,78.4675195149288,"Abnormal reflex"
"350.6",1,2,0.499934741692495,1,0.00847723359829884,9.60667792582765,"Disturbances of sensation of smell and taste"
"351",41,10,4.12536401159707,1.4038563698352e-05,2.02950104381167,9.24877753205659,"Other peripheral nerve disorders"
"352",0,0,0,1,0,Inf,"Disorders of other cranial nerves"
"352.1",0,1,0,1,0,39.0005499686929,"Trigeminal nerve disorders"
"352.2",4,3,1.33356245623552,1,0.22548098068058,9.10689006669547,"Facial nerve disorders"
"353",4,2,2.00066988154151,0.68740423901741,0.286580041976312,22.1264387631198,"Nerve root and plexus disorders"
"353.1",8,2,4.0041363654348,0.109195503191754,0.798578142130368,38.7324650381284,"Nerve plexus lesions"
"353.2",8,3,2.66928967960989,0.226299157311625,0.640168948329306,15.6305017429606,"Nerve root lesions"
"355",11,0,Inf,0.000971087950355647,2.5136754795714,Inf,"Complex regional/central pain syndrome"
"355.1",36,1,36.2528295003699,5.20213105144987e-10,6.09917528399415,1461.6978353128,"Chronic pain syndrome"
"356",16,3,5.34661468125427,0.00438889799978833,1.52906974079058,28.6302080819298,"Hereditary and idiopathic peripheral neuropathy"
"357",4,0,Inf,0.124923418594964,0.660285139988072,Inf,"Inflammatory and toxic neuropathy"
"358",1,0,Inf,1,0.0256406640625001,Inf,"Myoneural disorders"
