"Phecode","Number of Schizophrenia Patients","Number of Non-Schizophrenic Participants","Hazard Ratio","P-Value","CI Lower Bound","CI Upper Bound","PheWAS Description"
"290.12",130,10,13.1203853144149,4.36845957359367e-15,6.89609455346823,24.96260883084,"Dementia with cerebral degenerations"
"290.13",1113,55,20.8167915709883,4.80162485289684e-107,15.8793697315819,27.2894213457425,"Senile dementia"
"290.16",317,27,11.94670415781,3.71232850568428e-35,8.06471331655989,17.6973110676071,"Vascular dementia"
"290.2",279,5,57.3610100839628,2.85162777182982e-19,23.688597997984,138.897434036936,"Delirium due to conditions classified elsewhere"
"290.3",1414,73,20.1261457377334,4.66091637283466e-138,15.9071334172882,25.4641569684867,"Persistent mental disorders due to other conditions"
"291",1,0,217155043.512701,0.998964070383402,0,Inf,"Other specified nonpsychotic and/or transient mental disorders"
"291.1",15,0,220729478.945263,0.995985491056148,0,Inf,"Transient mental disorders due to conditions classified elsewhere"
"291.4",58,6,9.80166494600223,1.02761840263093e-07,4.22875348994268,22.7189019038779,"Mental disorders due to brain damage"
"291.8",5,0,224870072.5716,0.9976801350436,0,Inf,"Alteration of consciousness"
"292",18,4,4.56438203353904,0.00602933977627656,1.54446347308984,13.4892043166385,"Neurological disorders due to brain damage"
"292.1",261,18,14.9629038878904,1.24760940810433e-28,9.28001195011512,24.1258841003398,"Aphasia/speech disturbance"
"292.11",8,1,7.97474206042553,0.0502846919476894,0.997426168410684,63.7606200283032,"Aphasia"
"292.12",12,0,219898325.660073,0.996409565112642,0,Inf,"Symbolic dysfunction"
"292.2",72,16,4.55196199993795,4.18285534425485e-08,2.64798553171989,7.82495138310711,"Mild cognitive impairment"
"292.3",382,48,8.13913262726656,1.16252133465618e-42,6.02857127412366,10.98858699881,"Memory loss"
"292.4",2474,36,75.4626553357038,2.93478482898519e-146,54.3035838341422,104.866234385342,"Altered mental status"
"292.5",145,4,37.1369782406009,9.93744409442013e-13,13.7519961830344,100.28763348148,"Transient alteration of awareness"
"292.6",157,3,53.0935832883487,9.4312455090175e-12,16.9403406959256,166.403299496498,"Hallucinations"
"293",3,0,219940904.06316,0.998204719233264,0,Inf,"Symptoms involving head and neck"
"293.1",29,9,3.26283815239191,0.00194137254791596,1.54446417923355,6.89307848757452,"Swelling, mass, or lump in head and neck"
"295",0,0,NA,NA,NA,NA,"Schizophrenia and other psychotic disorders"
"295.1",0,0,NA,NA,NA,NA,"Schizophrenia"
"295.2",300,3,101.909854289336,1.5960862114992e-15,32.6825050155015,317.773022488569,"Paranoid disorders"
"295.3",308,0,220556973.069323,0.981808018001637,0,Inf,"Psychosis"
"296",741,18,42.2985629786841,1.56692764057525e-55,26.5013842750154,67.5122631895299,"Mood disorders"
"296.1",3501,72,52.5700701781812,8.03688043830469e-243,41.6286901687482,66.3872023677942,"Bipolar"
"296.2",3444,235,16.4088564360343,2.2250738585072e-308,14.377164305233,18.7276547601521,"Depression"
"296.22",4147,245,19.3641301218278,2.2250738585072e-308,17.0218551958877,22.0287113866219,"Major depressive disorder"
"297",26,0,222404240.540524,0.994712259401829,0,Inf,"Suicidal ideation or attempt"
"297.1",520,2,266.281323215895,3.2069928496624e-15,66.4188900363658,1067.55386991239,"Suicidal ideation"
"297.2",42,0,220370398.243351,0.993282356094873,0,Inf,"Suicide or self-inflicted injury"
"300",130,0,223182721.650983,0.988175540091803,0,Inf,"Anxiety, phobic and dissociative disorders"
"300.1",3211,309,11.830878266256,2.2250738585072e-308,10.5265339228626,13.2968441062037,"Anxiety disorder"
"300.11",1291,149,9.03903877465246,9.11379532924863e-143,7.62886678059138,10.7098766198847,"Generalized anxiety disorder"
"300.12",454,39,11.8616421221099,1.07246114455137e-49,8.55257631709412,16.4510141291339,"Agorophobia, social phobia, and panic disorder"
"300.13",7,2,3.51215436518491,0.117166840007902,0.729603288251994,16.906760815786,"Phobia"
"300.2",5,0,217648491.345158,0.997683642009212,0,Inf,"Generalized anxiety & phobic disorders"
"300.3",207,20,10.4214271385101,1.38600837588043e-23,6.58573647179191,16.4911159243097,"Obsessive-compulsive disorder"
"300.4",407,83,5.01627394648133,7.07739575259954e-41,3.96141049764617,6.3520315102661,"Dysthymic disorder"
"300.8",26,9,2.91417671403825,0.0056855438251959,1.36549727253833,6.21929174919271,"Acute reaction to stress"
"300.9",706,24,29.9078014109914,3.07630253648919e-60,19.9114129736139,44.9228081615621,"Posttraumatic stress disorder"
"301",87,3,29.6645951467422,7.81213671003319e-09,9.38337683887388,93.78161192189,"Personality disorders"
"301.1",12,3,4.05663685021051,0.0300909122206276,1.14441665959257,14.3796425860705,"Schizoid personality disorder"
"301.2",224,3,75.4596617185886,1.01458567388101e-13,24.1540476162911,235.743534050306,"Antisocial/borderline personality disorder"
"302",20,4,5.01761825465251,0.00323232321270415,1.71497795617712,14.680359510593,"Sexual and gender identity disorders"
"302.1",2,11,0.18448232897652,0.0279001828436664,0.0408892091412195,0.832340131281538,"Decreased libido"
"303",5,0,218732422.701684,0.997683016474467,0,Inf,"Psychogenic and somatoform disorders"
"303.1",53,1,53.1084336671296,8.30659466822635e-05,7.3445996117642,384.024436411504,"Dissociative disorder"
"303.3",4,2,2.01038517654152,0.420041914233292,0.36822107909929,10.9761466343649,"Psychogenic disorder"
"303.31",0,0,NA,NA,NA,NA,"Gastrointestinal malfunction arising from mental factors"
"303.4",71,3,23.7995472019788,7.55080446039307e-08,7.4963208881347,75.5595251953201,"Somatoform disorder"
"304",532,117,4.682557546515,1.33881574703578e-51,3.83289858871141,5.72056491163156,"Adjustment reaction"
"305",0,0,NA,NA,NA,NA,"Misc. neuroses"
"305.1",16,3,5.42341813146643,0.00721495712846688,1.57989284062157,18.6173792756392,"Tension headache"
"305.2",170,8,21.3873625238675,2.54083548792888e-17,10.5247184632736,43.4614262912128,"Eating disorder"
"305.21",78,3,26.1647571103162,2.88296043457712e-08,8.25867520329692,82.8939869639804,"Anorexia nervosa"
"306",218,112,1.98058545196306,4.17038743599356e-09,1.57695238999987,2.4875314926458,"Random mental disorder. Ignored for now"
"306.1",26,0,219070117.356948,0.994715514505358,0,Inf,"Mental disorders durring/after pregnancy"
"306.9",3,2,1.49935989181819,0.657261770256592,0.250534843148242,8.97312348631227,"Tension headache"
"312",90,2,45.6300439850667,9.09262851914395e-08,11.23834877011,185.267511862308,"Conduct disorders"
"312.3",53,0,220872250.722885,0.992452518930516,0,Inf,"Impulse control disorder"
"313",19,2,9.58047367373279,0.00236887132975239,2.23141543656886,41.1332978650633,"Pervasive developmental disorders"
"313.1",635,105,6.14338774896471,1.56448028292637e-66,4.99720803858014,7.55245984212679,"Attention deficit hyperactivity disorder"
"313.2",10,0,218391832.460785,0.996723464265754,0,Inf,"Tics and stuttering"
"313.3",118,2,59.3079578627936,1.03109211518359e-08,14.6602418455603,239.930139141608,"Autism"
"315",115,0,223785007.922258,0.988877615223882,0,Inf,"Develomental delays and disorders"
"315.1",8,0,220019415.343206,0.997068312428068,0,Inf,"Learning disorder"
"315.2",116,7,16.7083039310123,4.65652619275999e-13,7.79180222238962,35.8283503974083,"Speech and language disorder"
"315.3",93,1,94.4133548482535,6.08588321489831e-06,13.1601044501827,677.341248121972,"Mental retardation"
"316",1108,26,43.9270732799295,4.9865713368817e-81,29.774693603865,64.8063013716395,"Substance addiction and disorders"
"316.1",0,2,4.58267255732552e-09,0.998534700940038,0,Inf,"Polyneuropathy due to drugs"
"317",381,10,38.5703592478839,4.12073700037176e-30,20.585655720276,72.2674386828266,"Alcohol-related disorders"
"317.1",418,10,42.5007998600856,1.03698612079649e-31,22.6995886161311,79.5749217879404,"Alcoholism"
"317.11",72,2,36.39753382145,5.32721729126658e-07,8.93034461495566,148.34595140539,"Alcoholic liver damage"
"318",1087,212,5.34920617517442,1.86223111813766e-110,4.61707865929019,6.1974267315002,"Tobacco use disorder"
"320",36,0,218559873.303013,0.993782600529303,0,Inf,"Meningitis"
"323",37,3,12.339177011178,2.84081459675884e-05,3.80460039411948,40.0187335175894,"Encephalitis"
"323.2",0,0,NA,NA,NA,NA,"Acute (transverse) myelitis"
"323.8",4,0,218018300.006129,0.997928026154463,0,Inf,"Encephalitis, non-infectious"
"324",32,10,3.2209861903704,0.00124446998632624,1.58342226570904,6.55210695418072,"CNS infection and poliomyelitis"
"324.1",0,0,NA,NA,NA,NA,"Jakob-Creutzfeldt disease"
"325",2,0,218586901.906312,0.998534485436136,0,Inf,"Phlebitis & thrombophlebitis of intracranial venous sinuses"
"327",46,18,2.60358757454325,0.000578643463827397,1.50971710170437,4.49002548269695,"Sleep disorders"
"327.1",32,8,4.03013326787581,0.00042196157083878,1.85712789860717,8.74574883561905,"Hypersomnia"
"327.3",242,92,2.67332235232936,9.9819021744476e-16,2.10270648959078,3.39878743649792,"Sleep apnea"
"327.31",23,7,3.30465602383975,0.00562297156018006,1.41799771055257,7.70152966724098,"Central/nonobstroctive sleep apnea"
"327.32",708,300,2.39770516268997,6.50262523468385e-37,2.09482785425261,2.74437349852847,"Obstructive sleep apnea"
"327.4",741,156,4.97761743411755,4.17015578578831e-74,4.18800456566519,5.91610513597795,"Insomnia"
"327.41",16,3,5.33526370375308,0.00778538951696831,1.55459015971371,18.3103171023719,"Organic or persistent insomnia"
"327.5",22,1,22.0228036970283,0.00249369907896264,2.96850930989454,163.382975105129,"Parasomnia"
"327.6",6,0,219654386.940182,0.997461254681566,0,Inf,"Circadian rhythm sleep disorder"
"327.7",11,1,11.0032829599014,0.021671014907438,1.420584895058,85.2270331163234,"Sleep related movement disorders"
"327.71",135,48,2.85346870649159,4.41119809869408e-10,2.05264056924188,3.96673620356927,"Restless legs syndrome"
"327.72",1,2,0.501660384074478,0.573270174384272,0.0454881847812004,5.53249469417742,"Sleep related leg cramps"
"331",166,6,27.9452494990532,1.11233958787554e-15,12.3759465362092,63.101191272885,"Other cerebral degenerations"
"331.1",7,0,219081723.173461,0.997258367757382,0,Inf,"Hydrocephalus"
"331.9",2,0,217961980.612058,0.99853487457111,0,Inf,"Cerebral degeneration, unspecified"
"332",654,101,6.55302190230418,3.30350734915545e-69,5.31416931054013,8.08067894391451,"Parkinson's disease"
"333",31,3,10.5072485479289,0.000100289412024901,3.21218526517719,34.369833286021,"Extrapyramidal disease and abnormal movement disorders"
"333.1",119,40,3.00960979973682,1.66062788172193e-09,2.10341150055291,4.30621927487368,"Essential tremor"
"333.2",9,0,218616984.976503,0.996891267578289,0,Inf,"Myoclonus"
"333.3",10,2,4.99385433841748,0.0378767360664544,1.09420205382659,22.791568582893,"Tics and choreas"
"333.4",67,14,4.80247010706459,9.31603961935657e-08,2.69975368926991,8.54289753206562,"Torsion dystonia"
"333.8",18,1,18.0215166853639,0.00488629921642874,2.40581484310018,134.99586826987,"Other degenerative diseases of the basal ganglia"
"334",23,2,11.4746358097438,0.000933084781845482,2.70535470757309,48.6691325901477,"Degenerative disease of the spinal cord"
"334.1",6,1,5.99587182848881,0.0972765353623257,0.721848017945485,49.8033908661099,"Spinocerebellar disease"
"334.2",10,1,10.0007203890751,0.0281285102853566,1.28020733475951,78.1236020017407,"Anterior horn cell disease"
"334.21",5,4,1.25094597292886,0.738555019089505,0.335915530311588,4.65850991091536,"Amyotrophic Lateral Sclerosis"
"335",219,52,4.23219510894927,8.58104842959275e-21,3.1279176336267,5.72632579824247,"Multiple sclerosis"
"337",18,5,3.641752440768,0.0105734527167158,1.3519940032368,9.80948200072514,"Disorders of the autonomic nervous system"
"337.1",23,7,3.34105706289014,0.00520273733477996,1.43354543240368,7.78675167536978,"Peripheral autonomic neuropathy"
"338",543,55,10.14731422624,2.91332135405946e-60,7.68942935646289,13.3908488176057,"Pain NEC"
"338.1",32,1,32.1679442332339,0.000630917918495307,4.39562664268954,235.410493271398,"Acute pain"
"338.2",96,23,4.21059661993888,5.92966188967714e-10,2.67133494367345,6.63680304779031,"Chronic pain"
"339",1069,177,6.41861015786985,4.4806824324309e-116,5.4744255226856,7.52564012205232,"Other headache syndromes"
"340",595,148,4.10980015451518,2.05782620117432e-53,3.4326086013096,4.92058934526034,"Migraine"
"340.1",66,19,3.52259249787165,1.32485349653581e-06,2.11458972327401,5.86811605555775,"Migrain with aura"
"341",10,3,3.41077082437915,0.0625005975787578,0.937960459887598,12.4028230548547,"Other demyelinating diseases of central nervous system"
"342",156,13,12.2038840876393,4.49157268755604e-18,6.93037142448721,21.4901594304601,"Hemiplegia"
"343",30,2,15.408016763148,0.000180866942523959,3.6814975213756,64.4865246261917,"Infantile cerebral palsy"
"344",100,7,14.4670542003603,8.27654757254762e-12,6.72313708950191,31.1306544028344,"Other paralytic syndromes"
"345",481,31,15.8534888172089,2.75420581474623e-50,11.0251856220946,22.7962699488427,"Epilepsy, recurrent seizures, convulsions"
"345.1",106,6,17.8875150647415,6.30730895910458e-12,7.85846309820334,40.7157469842299,"Epilepsy"
"345.11",96,10,9.78970634768401,6.65654342590473e-12,5.10384446068226,18.7776784955303,"Generalized convulsive epilepsy"
"345.12",138,17,8.210707369473,2.59843365191599e-16,4.96107211900485,13.5889408357646,"Partial epilepsy"
"345.3",805,51,16.1792464792612,8.27173839092732e-83,12.1911115432069,21.4720385183047,"Convulsions"
"346",32,3,10.7472112597047,8.39948854172669e-05,3.29096560062556,35.096857238121,"Abnormal findings on study of brain, nervous system"
"346.1",1,0,224790144.463467,0.998962443981735,0,Inf,"Nonspecific abnormal findings on radiological and other examination of skull and head"
"346.2",2,0,219528323.435618,0.998534319130853,0,Inf,"Nonspecific abnormal results of function study of brain and central nervous system"
"346.3",0,0,NA,NA,NA,NA,"Nonspecific abnormal findings in cerebrospinal fluid"
"347",28,7,4.05424130444285,0.000925805326292323,1.77084145575136,9.28195604483199,"Cataplexy and narcolepsy"
"348",755,12,64.5181211447341,1.6128380385764e-46,36.4765178942965,114.11692223773,"Other conditions of brain"
"348.1",534,8,68.5447095057746,1.72691980403059e-32,34.1019533153781,137.774430625131,"Coma; stupor; and brain damage"
"348.2",55,2,27.5126037745845,4.13183530676152e-06,6.71112167751374,112.78939688927,"Cerebral edema and compression of brain"
"348.4",0,0,NA,NA,NA,NA,"Cerebral cysts"
"348.7",5,0,217965171.20796,0.997683418922988,0,Inf,"Coma"
"348.8",103,5,20.7730941265812,3.4839893243291e-11,8.46638690911812,50.9687832866535,"Encephalopathy, not elsewhere classified"
"348.9",67,4,17.0737091550728,3.53515319283706e-08,6.22565520260029,46.8242353335374,"Other conditions of brain, NOS"
"349",165,8,21.14219452606,3.52267438253781e-17,10.3985661124316,42.9859640785837,"Other disorders of the nervous system"
"350",0,0,NA,NA,NA,NA,"Abnormal movement"
"350.1",149,19,8.09790648712762,9.12639373634434e-18,5.02316354993163,13.0547390747721,"Abnormal involuntary movements"
"350.2",1681,261,6.80904414446273,1.01658626454388e-182,5.97643166763021,7.75765285033807,"Abnormality of gait"
"350.3",543,46,12.2354694870763,8.89454059017613e-60,9.05508698298625,16.532885200381,"Lack of coordination"
"350.5",2,1,1.99426115712096,0.573022688644944,0.180832356277522,21.9931744775687,"Abnormal reflex"
"350.6",1,1,1.03257585980347,0.981918869392091,0.0645540185255207,16.516600059954,"Disturbances of sensation of smell and taste"
"351",264,131,2.0699687963169,1.0112177068713e-11,1.67864587074958,2.55251622297937,"Other peripheral nerve disorders"
"352",3,1,3.00584390704617,0.340536494563567,0.3126638062462,28.8971649836952,"Disorders of other cranial nerves"
"352.1",55,24,2.30046682045687,0.000660659800405623,1.42421181944742,3.71584305070312,"Trigeminal nerve disorders"
"352.2",16,3,5.42765800752233,0.00718271548533662,1.58131216599662,18.6297633573536,"Facial nerve disorders"
"353",9,2,4.50638272226042,0.0541266642823156,0.973662455859129,20.8568021877444,"Nerve root and plexus disorders"
"353.1",12,11,1.09720733904607,0.824134687193034,0.484129579800574,2.48665645539042,"Nerve plexus lesions"
"353.2",15,14,1.07827594848279,0.839299548128154,0.520468839945937,2.23390706962827,"Nerve root lesions"
"355",55,10,5.53499297620166,6.4503887707495e-07,2.82154727467332,10.8579244876019,"Complex regional/central pain syndrome"
"355.1",380,51,7.58967036903655,4.60258103035441e-42,5.66597292787605,10.1664969183368,"Chronic pain syndrome"
"356",346,128,2.75024666658459,1.39942128652725e-22,2.2454390192587,3.36854248197609,"Hereditary and idiopathic peripheral neuropathy"
"357",75,24,3.19617439778721,7.31155349910641e-07,2.01807757848916,5.06201094049038,"Inflammatory and toxic neuropathy"
"358",5,1,5.05724493611082,0.138988165847135,0.590812233761243,43.2890940341531,"Myoneural disorders"
"358.1",21,10,2.11479742362113,0.0512805120365955,0.995843695684558,4.49103424798027,"Myasthenia gravis"
"359",37,12,3.1226548142899,0.000609296608405995,1.62829517907367,5.98845541921653,"Muscular dystrophies and other myopathies"
"359.1",1,0,217767222.799394,0.998963964460537,0,Inf,"Muscular dystrophies"
"359.2",4,0,217670311.651792,0.997928133497047,0,Inf,"Myopathy"
"360",4,2,2.01914283109229,0.41715319910469,0.369826963713914,11.0239062382298,"Disorders of the globe"
"360.2",4,9,0.458767199212767,0.194910446908212,0.141216998156046,1.49038250226052,"progressive myopia"
"360.3",1,1,1.02606663488482,0.985484652278727,0.0641551646457982,16.4104128644429,"Hypotony of eye"
"361",10,19,0.535649369011074,0.110101137719074,0.249055071615042,1.15203534969746,"Retinal detachments and defects"
"361.1",8,13,0.619596403551851,0.286765801246836,0.25680626152747,1.49490008931625,"Retinal detachment with retinal defect"
"361.2",1,4,0.262340950386057,0.231581105828573,0.0292926881156267,2.34948646494293,"Retinoschisis and retinal cysts"
"362",10,18,0.56238978220534,0.144506747456974,0.259594923036923,1.21836846202105,"Retinal disorders"
"362.1",0,0,NA,NA,NA,NA,"Retinopathy of prematurity"
"362.2",0,0,NA,NA,NA,NA,"Macular degeneration"
"362.21",305,456,0.674344745036909,1.00291413666223e-07,0.583328211568595,0.779562562105604,"Macular degeneration, dry"
"362.22",232,296,0.784255704555563,0.00558174691324788,0.660414748239311,0.931319313761098,"Macular degeneration, wet"
"362.23",25,49,0.515526841251823,0.00702897417045297,0.318434195418227,0.834608618907987,"Cystoid macular degeneration of retina"
"362.26",65,140,0.471181170584778,5.35959567533527e-07,0.351084315310778,0.632360050938528,"Macular puckering of retina"
"362.27",18,73,0.251011303542313,1.50358345951191e-07,0.149855730356133,0.420448883444602,"Retinal drusen"
"362.29",142,104,1.38351592231877,0.0119037054840001,1.07426945512597,1.78178416800009,"Age-related macular degeneration"
"362.3",3,2,1.49730281892624,0.658349958197879,0.250190640678839,8.96082973160594,"Other nondiabetic retinopathy"
"362.31",0,0,NA,NA,NA,NA,"Separation of retinal layers"
"362.4",60,89,0.677514196611832,0.0197772491435543,0.488340422750315,0.939970285534344,"Retinal vascular changes and abnomalities"
"362.5",0,0,NA,NA,NA,NA,"Toxic maculopathy of retina"
"362.6",9,28,0.326523008872279,0.00349112345422852,0.154075735926751,0.691979659754429,"Peripheral retinal degenerations"
"362.7",6,3,2.04379675904641,0.312111298720104,0.511084925572754,8.17301583999466,"Hereditary retinal dystrophies"
"362.8",19,11,1.73204111813949,0.147110164558715,0.824248305833348,3.63963918845162,"Retinal hemorrhage/ischemia"
"362.9",53,48,1.11667407501177,0.579746222968481,0.75560608272449,1.6502791842374,"Retinal edema and hypertensive retinopathy"
"363",0,1,4.56329951926852e-09,0.998963713955878,0,Inf,"Disorders of choroid"
"363.3",13,16,0.831736938536355,0.621815474718911,0.400003052864392,1.72945263785363,"Chorioretinal scars"
"363.4",2,0,224786624.279405,0.9985326840027,0,Inf,"Choroidal degenerations"
"364",1,3,0.334208693487438,0.342543020352542,0.0347642185184814,3.21294295003929,"Disorders of cornea"
"364.1",9,10,0.911880143606136,0.84089348596462,0.370512789761411,2.24425558113284,"Corneal opacity"
"364.2",15,15,1.03511820232903,0.924741485062967,0.505790703094319,2.11840527363961,"Corneal edema"
"364.4",12,11,1.11288320739886,0.797794671146132,0.491029055135533,2.52227239988584,"Corneal degenerations"
"364.41",4,3,1.36199850224908,0.685887579604374,0.304750456504864,6.08707839654751,"Keratoconus"
"364.5",18,29,0.630685645551685,0.124530413427303,0.350248288083937,1.13566403330891,"Corneal dystrophy"
"364.51",15,61,0.249395240902531,1.45053426774885e-06,0.141755079523113,0.438770775580499,"Fuchs' dystrophy"
"364.9",19,19,1.00441291784503,0.989172009187569,0.531789406719334,1.89707673147844,"Cornea replaced by transplant"
"365",306,322,0.963960747542059,0.645736072555161,0.824317110715584,1.12726074798471,"Glaucoma"
"365.1",189,303,0.629457242879337,5.92979615476269e-07,0.524879614438612,0.75487104035662,"Open-angle glaucoma"
"365.11",461,612,0.755754914642687,5.61281095866239e-06,0.669703069313456,0.852863779752576,"Primary open angle glaucoma"
"365.2",31,48,0.658483306570909,0.0698548886813814,0.419145083257933,1.03448729891394,"Primary angle-closure glaucoma"
"365.5",10,16,0.625808243013927,0.244946016226045,0.28399195620847,1.37903890748472,"Pseudoexfoliation glaucoma"
"366",480,700,0.691889856502583,5.13686455187927e-10,0.616013014540057,0.777112759360437,"Cataract"
"366.1",5,10,0.507157461678282,0.215153447299039,0.173342821507405,1.48381507061699,"Nonsenile Cataract"
"366.2",709,900,0.796209255831388,5.68410832707054e-06,0.721570986904228,0.878568000345218,"Senile cataract"
"366.3",0,0,NA,NA,NA,NA,"Traumatic cataract"
"367",10,23,0.444277355881966,0.0322128920775486,0.211453978796519,0.933453085502879,"Disorders of refraction and accommodation"
"367.1",60,66,0.938869181545493,0.72367361857685,0.661817429679597,1.33190106595205,"Myopia"
"367.2",27,40,0.706087484857306,0.162600293625426,0.433227164676294,1.15080395903761,"Astigmatism"
"367.4",46,85,0.556882945929754,0.00138566003279991,0.388983656260228,0.797253587590151,"Presbyopia"
"367.8",29,40,0.745343671241013,0.228219899766666,0.462097675002346,1.20220727848546,"Hypermetropia"
"367.9",96,20,4.89806794649884,1.02792926797295e-10,3.02525171000732,7.93027222467425,"Blindness and low vision"
"368",43,24,1.82417277616171,0.0183216532667064,1.10704529572728,3.00584477449354,"Visual disturbances"
"368.1",6,10,0.612615700206984,0.342724084710066,0.222625444534177,1.68578213027433,"Amblyopia"
"368.2",29,9,3.26966548872315,0.00190713208608274,1.54761778118163,6.90785059343572,"Diplopia and disorders of binocular vision"
"368.3",1,1,1.01152434775534,0.99353540562206,0.0632677161077637,16.1722529126715,"Anisometropia"
"368.4",30,17,1.78200969202616,0.0570468102754111,0.982839932280718,3.23100276878877,"Visual field defects"
"368.5",0,0,NA,NA,NA,NA,"Color vision deficiencies"
"368.7",1,1,1.02574432048004,0.985661474569977,0.0641397154756996,16.4040548542141,"Disorders of accommodation"
"368.9",27,6,4.54614162383958,0.000793645799788175,1.87695301040703,11.0111460166629,"Subjective visual disturbances"
"368.91",4,0,218142569.400485,0.997927757675317,0,Inf,"Psychophysical visual disturbances"
"369",5,4,1.24834885865587,0.740892340399124,0.335221441912027,4.64879234460299,"Infection of the eye"
"369.2",15,14,1.08425766755795,0.827694221094056,0.523328454921301,2.24641843684003,"Eye infection, viral"
"369.5",54,27,2.06185823090504,0.00215018470173013,1.29879568812598,3.27323181253008,"Conjunctivitis, infectious"
"370",6,3,2.02911868040525,0.316990496207326,0.507450950479519,8.11373516056841,"Keratitis"
"370.1",6,1,6.21802765424249,0.0908053749767381,0.747918312258772,51.6953085319657,"Corneal ulcer"
"370.2",10,12,0.866682093913342,0.738352772325311,0.37432630720048,2.00663922749016,"Superficial keratitis"
"370.3",8,3,2.73047669095462,0.138007105261,0.724094119191274,10.2963175121121,"Keratoconjunctivitis"
"370.31",30,55,0.555112782450895,0.0095262790902552,0.355741911645426,0.866218432950665,"Keratoconjunctivitis sicca"
"371",2,1,1.99244710391182,0.573528970444802,0.180667444014864,21.9732198212755,"Inflammation of the eye"
"371.1",25,21,1.19509721970242,0.54711206528481,0.669015780573083,2.13486349053978,"Uveitis"
"371.2",1,6,0.170239806215163,0.101221851987897,0.0204888901954723,1.41450275459921,"Conjunctivitis, noninfectious"
"371.21",20,30,0.674272667607629,0.172201820003641,0.382908345598147,1.18734322589,"Allergic conjunctivitis"
"371.3",64,92,0.717332115888618,0.0413373932371094,0.52132667780752,0.987030563349044,"Inflammation of eyelids"
"371.33",0,2,4.97876351199265e-09,0.998543400753617,0,Inf,"Noninfectious dermatoses of eyelid"
"371.9",0,0,NA,NA,NA,NA,"Chronic inflammatory disorders of orbit"
"372",17,26,0.671206006826005,0.201271917382435,0.364171158409227,1.23710374420441,"Disorders of conjunctiva"
"374",15,28,0.544465332916801,0.0574517194926627,0.290795292675221,1.01941986756742,"Other disorders of eyelids"
"374.1",29,40,0.742913206621552,0.223204273780343,0.460537377560086,1.1984261418623,"Ectropion or entropion"
"374.2",0,0,NA,NA,NA,NA,"Lagophthalmos"
"374.3",17,19,0.905303617775157,0.765720518018425,0.470550008234909,1.7417375964589,"Ptosis of eyelid"
"374.6",1,3,0.336140477135327,0.345090806577848,0.0349645815064243,3.23156793248061,"Dermatochalasis"
"375",0,4,4.6264861295154e-09,0.997928959693403,0,Inf,"Disorders of lacrimal system"
"375.1",211,302,0.711777767132233,0.000151531572070462,0.596975313590064,0.848657521090802,"Dry eyes"
"375.2",1,5,0.204353649874018,0.14720236872157,0.0238723490738013,1.74932153043383,"Epiphora"
"376",2,0,222073852.279501,0.998533389265298,0,Inf,"Disorders of the orbit"
"377",10,5,2.01933897345875,0.199473729253136,0.690204824115385,5.90799969408464,"Disorders of optic nerve and visual pathways"
"377.1",39,36,1.09836042674826,0.684820527383257,0.698228690811479,1.72779440736608,"Optic atrophy"
"377.3",26,14,1.8920284522125,0.0544451549513714,0.98791066200146,3.62357832714262,"Optic neuritis/neuropathy"
"378",5,1,5.01335003482466,0.141119159954359,0.585705066457299,42.911833977637,"Disorders of binocular eye movements"
"378.1",18,11,1.68225721502817,0.174250188576488,0.794382461444984,3.56250228934632,"Strabismus (not specified as paralytic)"
"378.2",7,1,7.08196826086626,0.0670861737016537,0.871301407629837,57.5624852763059,"Nystagmus and other irregular eye movements"
"378.5",2,5,0.427531120061254,0.310133960080611,0.0828562660784506,2.20602336156165,"Paralytic strabismus"
"379",1,0,217633577.537896,0.998964047604309,0,Inf,"Other disorders of eye"
"379.1",6,2,3.02626074963652,0.175043717387093,0.610791645677016,14.994072347927,"Scleritis and episcleritis"
"379.2",148,340,0.440652895065852,8.7338014609878e-17,0.363298886347653,0.534477206583299,"Disorders of vitreous body"
"379.3",18,21,0.863168849130982,0.646889872095279,0.459913450426056,1.62000146205747,"Aphakia and other disorders of lens"
"379.4",4,1,4.03522552439202,0.212127750924125,0.450983665318252,36.1056204135779,"Anomalies of pupillary function"
"379.5",2,4,0.521749832720283,0.45281291144629,0.0954624082324423,2.85162393222687,"Disorders of iris and ciliary body"
"379.51",1,0,217281605.400877,0.998964173163968,0,Inf,"Pigmentary iris degeneration"
"379.9",9,4,2.31253637570452,0.163145731890079,0.711850918972128,7.51256245714843,"Pain, swelling or discharge of eye"
"380",4,4,1.00883745026663,0.990072488100412,0.252293047210769,4.03401129088678,"Other disorders of external ear"
"380.1",31,26,1.23819844163927,0.42196784670997,0.735040013210886,2.08578492779012,"Otitis externa"
"380.4",198,190,1.06831010288132,0.515351417992308,0.875458602639373,1.3036441386006,"Impacted cerumen"
"381",0,0,NA,NA,NA,NA,"Eustachian tube disorders"
"381.1",19,17,1.13926788226031,0.696151554103538,0.592146687568646,2.19190841525973,"Otitis media"
"381.11",31,21,1.52739434923731,0.134096035584809,0.877596393077122,2.65832165729635,"Suppurative and unspecified otitis media"
"381.2",24,35,0.708474283805833,0.193620739201689,0.421359711191709,1.19122877076831,"Eustachian tube disorders"
"381.3",9,6,1.51270905230971,0.432279849280934,0.538414766675154,4.25004813866919,"Mastoiditis"
