Phecode,Number of Patients with Schizoaffective Disorder,Number of Patients with Other Schizophrenia,Hazard Ratio,P-Value,CI Lower Bound,CI Upper Bound,PheWAS Description
270.2,0,1,2.21460777648644E-09,0.999359159825959,0,Inf,Amino-acid metabolism disorder
270.21,0,0,NA,NA,NA,NA,Disorders of urea cycle metabolism
270.3,0,1,4.57392212931812E-09,0.998963794411669,0,Inf,Plasma protein metabolism disorder
270.31,0,1,4.57543798148523E-09,0.998963788216529,0,Inf,Polyclonal hypergammaglobulinemia
270.32,1,2,0.624040384710797,0.703590107696399,0.0549907523739124,7.08167073441868,Paraproteinemia
270.33,0,0,NA,NA,NA,NA,Amyloidosis
270.34,0,0,NA,NA,NA,NA,Alpha-1-antitrypsin deficiency
270.35,0,0,NA,NA,NA,NA,Macroglobulinemia
270.38,3,1,3.14782450106726,0.320955654299422,0.327000105011514,30.3021281573303,Other specified disorders of plasma protein metabolism
271,0,0,NA,NA,NA,NA,Carbohydrate transport and metabolism disorder
271.3,6,1,6.05713136662769,0.09539415104958,0.729214978934059,50.3127904012825,Disaccharide malabsorption
271.9,0,0,NA,NA,NA,NA,Disorders of carbohydrate transport & metabolism
272,0,0,NA,NA,NA,NA,Disorders of lipoid metabolism
272.1,189,164,1.24286236500351,0.0423495950966369,1.00753631875199,1.53315253216432,Hyperlipidemia
272.11,36,54,0.771042578326222,0.23187317933248,0.503449828507363,1.18086574655225,Hypercholesterolemia
272.12,7,4,1.82116513878282,0.338966980288285,0.532972561475566,6.22291409061568,Hyperglyceridemia
272.13,55,41,1.62415372256323,0.0216986958290928,1.07348393314317,2.45730302342978,Mixed hyperlipidemia
272.14,0,0,NA,NA,NA,NA,Hyperchylomicronemia
272.9,1,3,0.3900993499501,0.417945731606744,0.0399877152876181,3.80560634027049,Lipoid metabolism disorder NOS
274,0,0,NA,NA,NA,NA,Gout and other crystal arthropathies
274.1,12,8,1.56574627950572,0.326281413498294,0.639636191435218,3.832743432302,Gout
274.11,1,3,0.333057870609714,0.34102493633499,0.034644697033935,3.20186218013169,Gouty arthropathy
274.2,0,0,NA,NA,NA,NA,Crystal arthropathies
274.21,0,0,NA,NA,NA,NA,Chondrocalcinosis
275,0,0,NA,NA,NA,NA,Disorders of mineral metabolism
275.1,0,0,NA,NA,NA,NA,Iron metabolism disorder
275.11,0,1,4.57392213558524E-09,0.998963794422093,0,Inf,Hereditary hemochromatosis
275.2,0,0,NA,NA,NA,NA,Copper metabolism disorder
275.3,3,12,0.31117568108822,0.0732871245697383,0.0867347371452886,1.11639589497479,Magnesium metabolism disorder
275.5,0,2,4.91396809780367E-09,0.998542475622796,0,Inf,Calcium/phosphorus disorders
275.51,1,1,1.00017988226516,0.999898521444443,0.0625600574947981,15.990391264764,Hypocalcemia
275.53,1,2,0.514901103216941,0.587865259316194,0.0466807357276421,5.6794980190732,Phosphorus metabolism disorder
275.6,4,4,1.75654715615418,0.47987358272134,0.368072279077796,8.38275003899765,Hypercalcemia
276,0,0,NA,NA,NA,NA,"Disorders of fluid, electrolyte, and acid-base balance"
276.1,1,4,0.33496427169092,0.343537809118847,0.034842920814526,3.22019683443564,Electrolyte imbalance
276.11,6,7,0.943228940271536,0.916545602944245,0.316114542753906,2.81442551176261,Hyperosmolality and/or hypernatremia
276.12,12,34,0.372742683494355,0.00336248732463433,0.192732981143983,0.720878737380081,Hyposmolality and/or hyponatremia
276.13,4,5,0.923497274329062,0.906044575665407,0.246301821107827,3.46261027164652,Hyperpotassemia
276.14,23,39,0.624462048564842,0.0738235673652932,0.372655544221931,1.04641633847682,Hypopotassemia
276.4,0,1,4.57243158504942E-09,0.998963753665605,0,Inf,Acid-base balance disorder
276.41,8,10,0.933113352666775,0.88604924953705,0.362018979971071,2.40512397718652,Acidosis
276.42,0,0,NA,NA,NA,NA,Alkalosis
276.5,7,34,0.222110491355785,0.00030018949944568,0.0982445082880124,0.502145832168899,Hypovolemia
276.6,0,4,4.8470657273976E-09,0.997935698744442,0,Inf,Fluid overload
276.8,0,0,NA,NA,NA,NA,Polydipsia
277,0,1,4.5739221340483E-09,0.998963794154377,0,Inf,Other disorders of metabolism
277.1,0,0,NA,NA,NA,NA,Disorders of porphyrin metabolism
277.2,0,0,NA,NA,NA,NA,Other disorders of purine and pyrimidine metabolism
277.4,1,2,0.502845790777323,0.574583297738169,0.0455955667720166,5.54558057292657,Hyperbilirubinemia
277.5,0,1,4.56477910831243E-09,0.998963682805111,0,Inf,Other disorders of lipoid metabolism and hyperalimentation
277.51,1,1,1.04678910100133,0.974212265156793,0.0654280193113362,16.7476783419198,Lipoprotein disorders
277.6,0,0,NA,NA,NA,NA,Other deficiencies of circulating enzymes
277.7,3,1,3.23412486657749,0.309976733107437,0.33548997562505,31.1769781887751,Dysmetabolic syndrome X
277.8,0,0,NA,NA,NA,NA,Carnitine deficiencies
277.9,0,1,4.57242474903577E-09,0.998963753226598,0,Inf,"Other disorders of metabolic, endocrine, immunity disorders"
278,49,3,17.8470008488496,1.27681600288239E-06,5.56020380799983,57.2848496741379,Overweight
278.1,96,49,2.21873595359307,6.84899981674665E-06,1.56784863192069,3.13983705540242,Obesity
278.11,98,47,2.33505883490956,1.93656336226998E-06,1.64682125204508,3.31092385146114,Morbid obesity
278.3,0,1,4.70392882225217E-09,0.998965463644312,0,Inf,Localized adiposity
278.4,1,4,0.267224144126793,0.238009664199797,0.0298472852150694,2.39247029301827,Abnormal weight gain
279,0,1,4.74328525924989E-09,0.998966015015983,0,Inf,Immune disorders
279.1,1,3,0.33878155747253,0.348573545563309,0.0352378718556009,3.25709067090753,Immunity deficiency
279.11,0,0,NA,NA,NA,NA,Deficiency of humoral immunity
279.2,0,1,4.57392213619368E-09,0.998963794395383,0,Inf,Autoimmune disease NEC
279.7,3,1,3.03594845752984,0.336192758875442,0.315779608774714,29.1880247510012,Other immunological findings
279.8,0,0,NA,NA,NA,NA,Other disorders of the immune mechanism
280,0,0,NA,NA,NA,NA,Iron deficiency anemias NOS
280.1,19,28,0.746335391252708,0.330039923603413,0.414238154233605,1.34467699448614,Iron deficiency anemias
280.11,0,1,1.94169086829883E-09,0.999346374390363,0,Inf,Other iron deficiency anemias
280.2,5,3,1.73940990016499,0.449108167751097,0.41485124685232,7.29308836299346,Iron deficiency anemia secondary to blood loss
281,1,0,637166644.23137,0.999337127778098,0,Inf,Pernicious or B12 deficiency anemia
281.1,0,0,NA,NA,NA,NA,Megaloblastic anemia
281.11,2,1,1.99910447877142,0.571674885667728,0.181271944438069,22.0465374795454,Pernicious anemia
281.12,4,4,1.04525235436699,0.950154843435068,0.260961064061598,4.18664940778997,Vitamin B12 deficiency anemia
281.13,0,0,NA,NA,NA,NA,Folate-deficiency anemia
281.9,0,1,4.57545783996842E-09,0.998963789669541,0,Inf,Deficiency anemias NOS
282,0,0,NA,NA,NA,NA,Hereditary hemolytic anemias
282.5,0,2,4.5716394923737E-09,0.998534527950541,0,Inf,Sickle cell anemia
282.8,2,0,223829513.020531,0.998532996945411,0,Inf,Other hemoglobinopathies
282.9,0,0,NA,NA,NA,NA,Other hereditary hemolytic anemias
283,1,0,218630744.137647,0.998963788358953,0,Inf,Acquired hemolytic anemias
283.1,1,0,218630744.212632,0.998963788372901,0,Inf,Autoimmune hemolytic anemias
283.2,0,0,NA,NA,NA,NA,Non-autoimmune hemolytic anemias
283.21,0,0,NA,NA,NA,NA,Hemolytic-uremic syndrome
284,0,0,NA,NA,NA,NA,Aplastic anemia
284.1,3,10,0.307352104915586,0.0732494446523199,0.0845320183078729,1.11750929750655,Pancytopenia
284.2,0,0,NA,NA,NA,NA,Constitutional aplastic anemia
285,69,11,7.28167389020574,4.58173361696536E-09,3.74911233484466,14.1427543129355,Other anemias
285.1,5,6,0.852254900984819,0.791807609979868,0.260039902792483,2.79318061748498,Acute posthemorrhagic anemia
285.2,1,4,0.25319033213726,0.219236426972576,0.0282974056214891,2.26541419186126,Anemia of chronic disease
285.21,9,23,0.392795789738632,0.01747313630532,0.181751896485662,0.848896409994639,Anemia in chronic kidney disease
285.22,1,3,0.365143591216247,0.384039960604755,0.0377839677762757,3.52874115804255,Anemia in neoplastic disease
285.3,0,0,NA,NA,NA,NA,Sideroblastic anemia
285.8,1,0,218630743.882928,0.998963788396426,0,Inf,Hemoglobinuria
285.9,0,69,1.7343717236861E-09,0.994531104325769,0,Inf,Anemia NOS
286,0,8,4.73176060290653E-09,0.997075635522116,0,Inf,Coagulation defects
286.1,0,1,4.57392214005505E-09,0.998963794400659,0,Inf,Congenital coagulation defects
286.11,2,2,1.1193395441143,0.910527679925839,0.156671188991006,7.99713733639904,Von willebrand's disease
286.12,0,2,4.59169845972169E-09,0.998534862166565,0,Inf,Clotting factor deficiency
286.13,0,0,NA,NA,NA,NA,Congenital factor VIII disorder
286.2,21,1,22.121280183094,0.00249153070378186,2.97369270836562,164.560055436226,Encounter for long-term (current) use of anticoagulants
286.3,0,0,NA,NA,NA,NA,Coagulation defects complicating pregnancy or postpartum
286.4,0,0,NA,NA,NA,NA,Acquired coagulation factor deficiency
286.5,0,22,4.63801220992936E-09,0.995144607850682,0,Inf,Hemorrhagic disorder due to intrinsic circulating anticoagulants
286.6,0,0,NA,NA,NA,NA,Defibrination syndrome
286.7,3,0,218678583.454608,0.998205197238059,0,Inf,Other and unspecified coagulation defects
286.8,0,5,4.72629475275659E-09,0.997688464648444,0,Inf,Hypercoagulable state
286.81,5,1,5.14854645373375,0.134704739181114,0.601393244564012,44.0768678827967,Primary hypercoagulable state
286.9,1,3,0.372527259281611,0.393623894570608,0.038536180691205,3.60120168679666,Abnormal coagulation profile
287,0,0,NA,NA,NA,NA,Purpura and other hemorrhagic conditions
287.1,0,0,NA,NA,NA,NA,Spontaneous ecchymoses
287.2,0,0,NA,NA,NA,NA,Allergic purpura
287.3,5,21,0.247856741113743,0.00507966206433763,0.0934205364788675,0.65759592516814,Thrombocytopenia
287.31,1,0,218776683.112949,0.998963751124927,0,Inf,Primary thrombocytopenia
287.32,0,0,NA,NA,NA,NA,Secondary thrombocytopenia
287.4,0,0,NA,NA,NA,NA,Qualitative platelet defects
288,2,1,2.00207717369537,0.570850326248384,0.181541385167659,22.0793347243123,Diseases of white blood cells
288.1,1,2,0.515348382678968,0.58840371956063,0.0467062540486974,5.68626110012853,Decreased white blood cell count
288.11,1,3,0.33924462146848,0.349210522525817,0.0352813339218039,3.26197738017406,Neutropenia
288.2,13,15,0.966904635535701,0.929910396056056,0.456758307466301,2.04682555070857,Elevated white blood cell count
288.3,0,0,NA,NA,NA,NA,Eosinophilia
289,0,1,4.57240135137367E-09,0.998963765365759,0,Inf,Diseases of blood and blood-forming organs
289.1,0,0,NA,NA,NA,NA,Myelofibrosis
289.3,0,0,NA,NA,NA,NA,HX of diseases of blood and blood-forming organs
289.4,0,4,5.96948759817804E-09,0.998097828205651,0,Inf,Lymphadenitis
289.5,1,1,0.999496882526544,0.999716075016315,0.062517319167024,15.9794762713885,Diseases of spleen
289.8,0,0,NA,NA,NA,NA,"Polycythemia vera, secondary"
289.9,0,0,NA,NA,NA,NA,Abnormality of red blood cells
290,5,25,0.20597747008361,0.00126641554476528,0.0788140800264599,0.538313942988368,Delirium dementia and amnestic disorders
290.1,118,37,3.4056857069572,1.25398972670855E-10,2.34448330730879,4.94722871278899,Dementias
290.11,48,33,1.53271583000618,0.060228023282052,0.981795611932301,2.39277685396045,Alzheimer's disease
290.12,3,7,0.460031796477987,0.261306806960687,0.118690267745368,1.78303796756767,Dementia with cerebral degenerations
290.13,0,25,4.92137923600179E-09,0.99490916693451,0,Inf,Senile dementia
290.16,17,5,3.57779208778279,0.0123732159214758,1.31770279285467,9.71432730719946,Vascular dementia
290.2,7,7,1.1365681193482,0.813550861156874,0.39226601862986,3.29314044186331,Delirium due to conditions classified elsewhere
290.3,3,25,0.12909159494441,0.000824805494157233,0.0388897450789665,0.428509877127087,Persistent mental disorders due to other conditions
291,0,0,NA,NA,NA,NA,Other specified nonpsychotic and/or transient mental disorders
291.1,1,2,0.500165942611724,0.571610417921972,0.0453533485984599,5.5159316319406,Transient mental disorders due to conditions classified elsewhere
291.4,7,7,1.0827930051606,0.882302472050511,0.377761714590061,3.10365144677783,Mental disorders due to brain damage
291.8,1,0,218926152.482916,0.998963713876283,0,Inf,Alteration of consciousness
292,5,2,2.66664323223677,0.241953066250133,0.515784600161707,13.7867360246986,Neurological disorders due to brain damage
292.1,7,13,0.557524053147701,0.213012341052806,0.222289362747025,1.3983263346343,Aphasia/speech disturbance
292.11,4,3,1.35293608489334,0.692280386683088,0.302790851259829,6.04521583855846,Aphasia
292.12,5,2,2.58312602375324,0.256806972612749,0.500944562979814,13.3199171079937,Symbolic dysfunction
292.2,7,3,2.37581021952315,0.209919677240273,0.614227534080129,9.18954928916338,Mild cognitive impairment
292.3,6,17,0.379388499553214,0.041462319695549,0.14943746342762,0.963183061943196,Memory loss
292.4,39,94,0.445757699899255,2.4326323372269E-05,0.306309991007942,0.648689017180386,Altered mental status
292.5,4,7,0.640794745079336,0.484075479898167,0.184229189576856,2.22884281402102,Transient alteration of awareness
292.6,14,7,2.17486713945068,0.0959512650368955,0.871316371049843,5.428621831773,Hallucinations
293,0,0,NA,NA,NA,NA,Symptoms involving head and neck
293.1,1,3,0.334543690191734,0.342984813466777,0.0347989997936203,3.21616946782537,"Swelling, mass, or lump in head and neck"
295.2,42,31,1.38453354207043,0.169648806681818,0.870243972568609,2.20275369843708,Paranoid disorders
295.3,101,50,2.0949561216073,1.92642839419072E-05,1.49233133815635,2.94092942984227,Psychosis
296,49,111,0.452934558553745,4.02503672887331E-06,0.323444643614326,0.634265301288761,Mood disorders
296.1,602,245,2.85837612578031,5.91304063770593E-43,2.46066045945844,3.32037443241114,Bipolar
296.2,0,241,1.63376659089624E-09,0.989733318131857,0,Inf,Depression
296.22,625,377,1.87783183416791,7.10599559892501E-22,1.65141674294333,2.13528923724581,Major depressive disorder
297,0,2,4.56291470286077E-09,0.998534387374187,0,Inf,Suicidal ideation or attempt
297.1,77,59,1.43177858003578,0.0395031549861171,1.01739776463134,2.01493454528289,Suicidal ideation
297.2,24,4,6.75943102398841,0.000432693338830261,2.33193888021739,19.5930983250288,Suicide or self-inflicted injury
300,5,20,0.260868169781889,0.00724208764491262,0.0978378412260063,0.695561156630093,"Anxiety, phobic and dissociative disorders"
300.1,255,256,1.07212932206509,0.43379522784444,0.900546963389917,1.27640348583803,Anxiety disorder
300.11,309,96,3.64927583995662,7.17165772543636E-28,2.89409330582539,4.60151513749937,Generalized anxiety disorder
300.12,85,58,1.58545355443977,0.00745947210694038,1.13118797800963,2.22214434926065,"Agorophobia, social phobia, and panic disorder"
300.13,2,0,223215477.327999,0.998533152533025,0,Inf,Phobia
300.2,0,1,4.57243400517898E-09,0.998963753846906,0,Inf,Generalized anxiety & phobic disorders
300.3,59,42,1.47877193717981,0.0534556070138014,0.99419458444742,2.19953566072374,Obsessive-compulsive disorder
300.4,17,38,0.475660251125285,0.0112062033897896,0.267863494943993,0.844656620895194,Dysthymic disorder
300.8,2,2,1.05171281258515,0.959801262630386,0.148049426933288,7.47115245947001,Acute reaction to stress
300.9,139,70,2.09651676912808,4.56775503989704E-07,1.57240189127409,2.79533024453038,Posttraumatic stress disorder
301,20,6,3.62115490746869,0.00596017516330874,1.44725042170238,9.06046574058705,Personality disorders
301.1,3,2,1.62249304919893,0.596747772193347,0.270128396925714,9.74530528688838,Schizoid personality disorder
301.2,42,21,2.20495944679299,0.00373454915014139,1.29209303588066,3.76276787119118,Antisocial/borderline personality disorder
302,14,5,2.89454873063356,0.0415069792106033,1.04176012662207,8.04255426935907,Sexual and gender identity disorders
302.1,0,0,NA,NA,NA,NA,Decreased libido
303,0,1,1.8915812966008E-09,0.99934454065511,0,Inf,Psychogenic and somatoform disorders
303.1,7,6,1.24133013027137,0.698129948187875,0.416324289344537,3.70120248027214,Dissociative disorder
303.3,0,0,NA,NA,NA,NA,Psychogenic disorder
303.31,0,0,NA,NA,NA,NA,Gastrointestinal malfunction arising from mental factors
303.4,11,8,1.39825239253718,0.470735487799513,0.562317313430155,3.47687987999107,Somatoform disorder
304,57,69,0.907199360286803,0.59063744050041,0.636189335373054,1.29365683067004,Adjustment reaction
305,0,0,NA,NA,NA,NA,Misc. neuroses
305.1,0,1,4.57392214071518E-09,0.99896379418507,0,Inf,Tension headache
305.2,11,16,0.732132138759575,0.427459991581233,0.33895454533976,1.58138451298058,Eating disorder
305.21,10,9,1.11701868476286,0.809676245837544,0.453888334803937,2.74898173500831,Anorexia nervosa
306,72,27,3.13273800206219,5.02469304377663E-07,2.0068121153176,4.8903668234091,Random mental disorder. Ignored for now
306.1,3,5,0.62931223447843,0.526432462692861,0.150157513920231,2.63745634916825,Mental disorders durring/after pregnancy
306.9,2,0,225693623.163223,0.998532532515872,0,Inf,Tension headache
312,7,26,0.282608318619369,0.00304226976770249,0.122520340321017,0.651871040707241,Conduct disorders
312.3,8,9,0.954021288038152,0.923229492744405,0.366266210951811,2.48495927501683,Impulse control disorder
313,4,6,0.702172958294048,0.584084045663933,0.198000731233225,2.49012647725354,Pervasive developmental disorders
313.1,157,152,1.09386497734919,0.431799449283184,0.874618026204271,1.36807217873609,Attention deficit hyperactivity disorder
313.2,7,7,1.02258650055815,0.96669047981018,0.358452305572921,2.91721697661405,Tics and stuttering
313.3,49,49,1.0528931745892,0.799590075536367,0.707253205958691,1.56744999917507,Autism
315,14,7,2.19759533670757,0.0908412640909171,0.882278364316823,5.47381128138445,Develomental delays and disorders
315.1,4,3,1.3592102087693,0.687855990291012,0.304134330130287,6.07446186963261,Learning disorder
315.2,1,4,0.255397254030786,0.222211649490468,0.0285373688391716,2.28569626492445,Speech and language disorder
315.3,7,14,0.511459881878151,0.147593026716835,0.206391648209097,1.26745056324078,Mental retardation
316,228,202,1.16860771476218,0.107592684214253,0.966596594603825,1.41283757735711,Substance addiction and disorders
316.1,0,0,NA,NA,NA,NA,Polyneuropathy due to drugs
317,102,63,1.68569731840034,0.00113326953144567,1.23093047555473,2.30847761566834,Alcohol-related disorders
317.1,50,69,0.742646385177406,0.109386732094801,0.515926112042293,1.06899736327332,Alcoholism
317.11,4,10,0.409496262408429,0.131336289749947,0.128402052845674,1.30595411218243,Alcoholic liver damage
318,178,118,1.67014300845442,1.70841353154136E-05,1.32196505313128,2.11002375749807,Tobacco use disorder
320,1,3,0.364484995338076,0.383219176438571,0.0377102956910305,3.52289233993451,Meningitis
323,0,2,4.5847208085327E-09,0.998534746131783,0,Inf,Encephalitis
323.2,0,0,NA,NA,NA,NA,Acute (transverse) myelitis
323.8,0,2,4.56563218619266E-09,0.998534431509406,0,Inf,"Encephalitis, non-infectious"
324,3,3,1.18843420304579,0.835532840219233,0.232898830539194,6.06433210376893,CNS infection and poliomyelitis
324.1,0,0,NA,NA,NA,NA,Jakob-Creutzfeldt disease
325,0,0,NA,NA,NA,NA,Phlebitis & thrombophlebitis of intracranial venous sinuses
327,4,5,1.03358407780261,0.961461389056208,0.270673666185307,3.94680450796311,Sleep disorders
327.1,2,3,0.723637092665843,0.72318700746464,0.120833068532074,4.33366998159842,Hypersomnia
327.3,13,26,0.564489499524605,0.0937012150467166,0.289246162733907,1.10165124426104,Sleep apnea
327.31,0,6,4.60916695858345E-09,0.997683967165827,0,Inf,Central/nonobstroctive sleep apnea
327.32,81,74,1.17753585266536,0.313142373250457,0.857157004779305,1.61766243124777,Obstructive sleep apnea
327.4,67,49,1.61951766754281,0.0122141792536534,1.11075048321889,2.3613201300462,Insomnia
327.41,6,1,6.17673448207596,0.0918688737721581,0.743532583707473,51.3118721332007,Organic or persistent insomnia
327.5,2,5,0.412651364513592,0.290345376804437,0.0799864182702049,2.12887578063187,Parasomnia
327.6,1,0,227356626.744757,0.998961986562772,0,Inf,Circadian rhythm sleep disorder
327.7,0,0,NA,NA,NA,NA,Sleep related movement disorders
327.71,13,8,1.6830290511204,0.246976921796065,0.697156973694041,4.06305451110407,Restless legs syndrome
327.72,0,0,NA,NA,NA,NA,Sleep related leg cramps
331,0,7,4.60349864669501E-09,0.9972593911349,0,Inf,Other cerebral degenerations
331.1,2,0,223356516.336596,0.998533116899145,0,Inf,Hydrocephalus
331.9,0,0,NA,NA,NA,NA,"Cerebral degeneration, unspecified"
332,25,32,0.809354374192125,0.429751448786037,0.478766079396224,1.36821410541453,Parkinson's disease
333,1,1,1.08860879317294,0.952171456359344,0.0679227118646776,17.4473172822436,Extrapyramidal disease and abnormal movement disorders
333.1,16,5,3.6294970999784,0.0129993924478809,1.31241051371675,10.0374456475855,Essential tremor
333.2,1,1,1.01086036404144,0.99390587729329,0.0632255832483584,16.161791209993,Myoclonus
333.3,1,2,0.499832319649106,0.571240082400301,0.0453230889207325,5.51225332860144,Tics and choreas
333.4,3,4,0.823910560475863,0.800201709634154,0.183837264322483,3.6925517476852,Torsion dystonia
333.8,0,0,NA,NA,NA,NA,Other degenerative diseases of the basal ganglia
334,1,3,0.333085053129037,0.341060766986708,0.0346475262053594,3.20212334815442,Degenerative disease of the spinal cord
334.1,0,1,4.57093185173874E-09,0.998963747845203,0,Inf,Spinocerebellar disease
334.2,0,0,NA,NA,NA,NA,Anterior horn cell disease
334.21,0,0,NA,NA,NA,NA,Amyotrophic Lateral Sclerosis
335,7,17,0.41979801810385,0.0533555967053857,0.174032709306337,1.01262789452824,Multiple sclerosis
337,1,0,848980366.493377,0.99934178431824,0,Inf,Disorders of the autonomic nervous system
337.1,2,2,1.0654089890748,0.94950193562535,0.149954190952439,7.56962047403801,Peripheral autonomic neuropathy
338,0,43,1.78515061249567E-09,0.995710242440701,0,Inf,Pain NEC
338.1,15,2,8.11399672019581,0.00547054394847679,1.85236683761405,35.5420651236394,Acute pain
338.2,54,8,7.358079299108,1.44564360253171E-07,3.49746759572725,15.4801522787815,Chronic pain
339,31,89,0.370278442093186,2.08355798248664E-06,0.245646618894234,0.558143748512124,Other headache syndromes
340,33,57,0.60010647238487,0.0196822631857852,0.3907194321819,0.921704293505819,Migraine
340.1,4,7,0.697141571124838,0.570196825603068,0.200655465531946,2.42209385576408,Migrain with aura
341,0,0,NA,NA,NA,NA,Other demyelinating diseases of central nervous system
342,4,9,0.476142950851151,0.217201620880241,0.146517186030696,1.54734141288889,Hemiplegia
343,2,5,0.418410557439624,0.297922881314087,0.0811143093798392,2.15828003610482,Infantile cerebral palsy
344,8,9,0.893237194001346,0.816275532609556,0.344612438334194,2.31527535281141,Other paralytic syndromes
345,27,42,0.693580223482745,0.14013039953402,0.426571133151414,1.12772170693421,"Epilepsy, recurrent seizures, convulsions"
345.1,7,16,0.466766814597548,0.0933579350887172,0.19168323253681,1.13662137436931,Epilepsy
345.11,2,12,0.176653272443182,0.0233504904727974,0.0394818879685706,0.79039732572381,Generalized convulsive epilepsy
345.12,8,15,0.617781272688055,0.277412797705349,0.259056612434914,1.47324438969865,Partial epilepsy
345.3,23,76,0.315106769787679,1.27092671448369E-06,0.197485692764329,0.502782125510815,Convulsions
346,0,3,4.82403984752815E-09,0.998212451885644,0,Inf,"Abnormal findings on study of brain, nervous system"
346.1,1,0,791095734.610629,0.999339120455785,0,Inf,Nonspecific abnormal findings on radiological and other examination of skull and head
346.2,1,1,1.04141279818346,0.977113797895342,0.0651037876524277,16.6586408460654,Nonspecific abnormal results of function study of brain and central nervous system
346.3,1,0,218775859.575423,0.998963752043143,0,Inf,Nonspecific abnormal findings in cerebrospinal fluid
347,0,7,4.5943571265114E-09,0.997259070842001,0,Inf,Cataplexy and narcolepsy
348,0,41,4.72084883392172E-09,0.993397060324708,0,Inf,Other conditions of brain
348.1,0,23,1.74024701990386E-09,0.996842192761171,0,Inf,Coma; stupor; and brain damage
348.2,2,6,0.354664903581039,0.204617385743289,0.0714897643073401,1.75951333804066,Cerebral edema and compression of brain
348.4,0,0,NA,NA,NA,NA,Cerebral cysts
348.7,1,1,1.04149414644981,0.97706529128081,0.065144028613588,16.6509514405892,Coma
348.8,28,8,3.65292547991222,0.00124391597514237,1.66373374268951,8.02043272874958,"Encephalopathy, not elsewhere classified"
348.9,3,7,0.439383533348474,0.233493669763362,0.113577470756078,1.69979035536375,"Other conditions of brain, NOS"
349,6,8,0.770289213021513,0.629108909685717,0.26710933795821,2.22135802601604,Other disorders of the nervous system
350,0,0,NA,NA,NA,NA,Abnormal movement
350.1,7,5,1.55628576468576,0.450987764282885,0.492737142982997,4.91545120122418,Abnormal involuntary movements
350.2,51,50,1.07313397379256,0.723449493173975,0.725878396769261,1.58651439529462,Abnormality of gait
350.3,23,15,1.73425704771591,0.098770182196226,0.902041035014624,3.33426905296336,Lack of coordination
350.5,0,0,NA,NA,NA,NA,Abnormal reflex
350.6,1,0,643153294.785383,0.999336998051823,0,Inf,Disturbances of sensation of smell and taste
351,11,16,0.777651687707364,0.524462159384911,0.358485952314593,1.68693401649226,Other peripheral nerve disorders
352,0,0,NA,NA,NA,NA,Disorders of other cranial nerves
352.1,0,3,4.70807769050024E-09,0.99820838689386,0,Inf,Trigeminal nerve disorders
352.2,0,1,4.60808039249503E-09,0.998964199964242,0,Inf,Facial nerve disorders
353,0,0,NA,NA,NA,NA,Nerve root and plexus disorders
353.1,2,2,1.01525687446872,0.987920221761147,0.14298813010887,7.20861599051053,Nerve plexus lesions
353.2,0,3,4.59334325281946E-09,0.998205609144751,0,Inf,Nerve root lesions
355,3,2,1.54440306887704,0.634025791992375,0.258009989381721,9.24452903886596,Complex regional/central pain syndrome
355.1,39,31,1.37959123587316,0.184255345737427,0.857945584430896,2.21840640319927,Chronic pain syndrome
356,2,13,0.166440304436941,0.0184470274915038,0.0374596879589743,0.739524978729165,Hereditary and idiopathic peripheral neuropathy
357,11,2,5.68225735556252,0.0238819885624118,1.25859646213524,25.654011930136,Inflammatory and toxic neuropathy
358,1,0,218559561.108964,0.998963800046582,0,Inf,Myoneural disorders
358.1,1,3,0.333115350634194,0.341100848897412,0.0346506558978355,3.20241663405493,Myasthenia gravis
359,0,2,4.57316841307938E-09,0.998534539325693,0,Inf,Muscular dystrophies and other myopathies
359.1,1,2,0.499728215049319,0.571124452653468,0.0453136584962316,5.51110409540529,Muscular dystrophies
359.2,2,0,220788187.645563,0.998533850549414,0,Inf,Myopathy
360,0,0,NA,NA,NA,NA,Disorders of the globe
360.2,1,0,744594858.858056,0.999337573787815,0,Inf,progressive myopia
360.3,0,0,NA,NA,NA,NA,Hypotony of eye
361,0,3,5.33874149311623E-09,0.998260489194908,0,Inf,Retinal detachments and defects
361.1,0,0,NA,NA,NA,NA,Retinal detachment with retinal defect
361.2,0,0,NA,NA,NA,NA,Retinoschisis and retinal cysts
362,1,3,0.392616345181882,0.419301171901875,0.0406080587117344,3.79598531410307,Retinal disorders
362.1,0,0,NA,NA,NA,NA,Retinopathy of prematurity
362.2,0,0,NA,NA,NA,NA,Macular degeneration
362.21,7,4,2.35161941256822,0.199564161195764,0.636737421227989,8.68507751735799,"Macular degeneration, dry"
362.22,3,2,1.49910321236278,0.657397182967216,0.250492242192035,8.97157701033132,"Macular degeneration, wet"
362.23,0,0,NA,NA,NA,NA,Cystoid macular degeneration of retina
362.26,2,3,0.694661181710835,0.690019834309482,0.115930342938049,4.16244914960497,Macular puckering of retina
362.27,0,1,5.96465010498694E-09,0.998994682379103,0,Inf,Retinal drusen
362.29,0,1,4.58465967995192E-09,0.998963904116431,0,Inf,Age-related macular degeneration
362.3,2,1,2.03184927682291,0.562708245904959,0.184219251850629,22.4103151123057,Other nondiabetic retinopathy
362.31,0,0,NA,NA,NA,NA,Separation of retinal layers
362.4,0,3,4.85713832402624E-09,0.998213305580327,0,Inf,Retinal vascular changes and abnomalities
362.5,0,0,NA,NA,NA,NA,Toxic maculopathy of retina
