Phecode,Number of Schizophrenia Patients,Number of Non-Schizophrenic Participants,Hazard Ratio,P-Value,CI Lower Bound,CI Upper Bound,PheWAS Description
272.9,0,1,4.40539332250809E-09,0.99896206126288,0,Inf,Lipoid metabolism disorder NOS
274,0,0,NA,NA,NA,NA,Gout and other crystal arthropathies
274.1,3,1,2.95546520568571,0.34800919867416,0.307415899262053,28.4135420548727,Gout
274.11,0,1,4.39631203107092E-09,0.998961958813472,0,Inf,Gouty arthropathy
274.2,0,0,NA,NA,NA,NA,Crystal arthropathies
274.21,0,0,NA,NA,NA,NA,Chondrocalcinosis
275,2,0,214360136.166682,0.998536154776261,0,Inf,Disorders of mineral metabolism
275.1,1,0,211616399.89453,0.99896577314876,0,Inf,Iron metabolism disorder
275.11,0,0,NA,NA,NA,NA,Hereditary hemochromatosis
275.2,0,0,NA,NA,NA,NA,Copper metabolism disorder
275.3,6,0,213567723.663036,0.997465231563356,0,Inf,Magnesium metabolism disorder
275.5,0,0,NA,NA,NA,NA,Calcium/phosphorus disorders
275.51,1,0,217275791.432965,0.998964142376561,0,Inf,Hypocalcemia
275.53,1,0,214172309.354872,0.998964959192159,0,Inf,Phosphorus metabolism disorder
275.6,3,0,215861170.933121,0.998206485341531,0,Inf,Hypercalcemia
276,0,0,NA,NA,NA,NA,"Disorders of fluid, electrolyte, and acid-base balance"
276.1,14,0,214446775.206576,0.996127236865639,0,Inf,Electrolyte imbalance
276.11,8,0,214719458.92246,0.997072076547989,0,Inf,Hyperosmolality and/or hypernatremia
276.12,17,0,215477230.373082,0.995731047490261,0,Inf,Hyposmolality and/or hyponatremia
276.13,2,1,1.96159816734191,0.582243680316337,0.177861763651724,21.6340335950663,Hyperpotassemia
276.14,52,1,51.3698243481679,9.55159524965554E-05,7.10166156892244,371.583301731742,Hypopotassemia
276.4,1,0,218488412.279951,0.998963828139213,0,Inf,Acid-base balance disorder
276.41,15,0,215966810.069053,0.995989503760091,0,Inf,Acidosis
276.42,2,0,211294774.703932,0.998537524962607,0,Inf,Alkalosis
276.5,50,0,216259700.189951,0.992677382340944,0,Inf,Hypovolemia
276.6,2,0,211228612.572757,0.998537557818998,0,Inf,Fluid overload
276.8,0,0,NA,NA,NA,NA,Polydipsia
277,5,2,2.45741570418901,0.282542494084224,0.476761396674624,12.666486811465,Other disorders of metabolism
277.1,0,0,NA,NA,NA,NA,Disorders of porphyrin metabolism
277.2,0,0,NA,NA,NA,NA,Other disorders of purine and pyrimidine metabolism
277.4,2,0,215052359.891853,0.99853597150059,0,Inf,Hyperbilirubinemia
277.5,0,0,NA,NA,NA,NA,Other disorders of lipoid metabolism and hyperalimentation
277.51,1,0,216415663.416825,0.998964334323662,0,Inf,Lipoprotein disorders
277.6,0,0,NA,NA,NA,NA,Other deficiencies of circulating enzymes
277.7,8,1,7.86017600891822,0.0519096438408782,0.983087383280737,62.8452444227235,Dysmetabolic syndrome X
277.8,1,0,215054143.542411,0.998964749038691,0,Inf,Carnitine deficiencies
277.9,2,1,1.97682797502888,0.577914063622655,0.179249790973212,21.8011347273526,"Other disorders of metabolic, endocrine, immunity disorders"
278,24,14,1.68590912128697,0.120402576743239,0.872115332917556,3.25907532863808,Overweight
278.1,151,32,4.67305317817399,2.32621366277066E-15,3.19116002579589,6.84309963446462,Obesity
278.11,67,24,2.73995300688304,2.26580486294789E-05,1.71888980286627,4.36755309584641,Morbid obesity
278.3,1,0,214058935.778487,0.998965037368402,0,Inf,Localized adiposity
278.4,15,2,7.37196252258287,0.00796014018951085,1.68585005857259,32.2364561178003,Abnormal weight gain
279,3,0,215805765.334526,0.998206557309839,0,Inf,Immune disorders
279.1,7,2,3.46145230516635,0.121467698533032,0.719071779360174,16.6626648477327,Immunity deficiency
279.11,0,2,4.4932753734218E-09,0.998533372903011,0,Inf,Deficiency of humoral immunity
279.2,2,0,215987016.078853,0.998535569341241,0,Inf,Autoimmune disease NEC
279.7,7,1,6.9122276709027,0.0705407702378094,0.850436731891377,56.1815942123436,Other immunological findings
279.8,4,0,216491035.43671,0.997928760829631,0,Inf,Other disorders of the immune mechanism
280,0,0,NA,NA,NA,NA,Iron deficiency anemias NOS
280.1,28,6,4.5672007463289,0.000734708522086412,1.89111369535736,11.0301790465991,Iron deficiency anemias
280.11,1,0,211440663.341298,0.998965816995725,0,Inf,Other iron deficiency anemias
280.2,3,0,215472201.779793,0.998206630105616,0,Inf,Iron deficiency anemia secondary to blood loss
281,1,0,211548677.532035,0.998965785797529,0,Inf,Pernicious or B12 deficiency anemia
281.1,0,0,NA,NA,NA,NA,Megaloblastic anemia
281.11,2,1,1.9777131626557,0.577662936449028,0.179331562688275,21.8107136028283,Pernicious anemia
281.12,2,0,214736810.445354,0.998536025542927,0,Inf,Vitamin B12 deficiency anemia
281.13,0,0,NA,NA,NA,NA,Folate-deficiency anemia
281.9,2,0,215646466.616764,0.998535665305384,0,Inf,Deficiency anemias NOS
282,0,0,NA,NA,NA,NA,Hereditary hemolytic anemias
282.5,8,3,2.63517375299268,0.152371207610255,0.699088733398762,9.93313205707263,Sickle cell anemia
282.8,1,0,214057492.728798,0.998965038947637,0,Inf,Other hemoglobinopathies
282.9,0,0,NA,NA,NA,NA,Other hereditary hemolytic anemias
283,0,0,NA,NA,NA,NA,Acquired hemolytic anemias
283.1,0,0,NA,NA,NA,NA,Autoimmune hemolytic anemias
283.2,0,0,NA,NA,NA,NA,Non-autoimmune hemolytic anemias
283.21,0,0,NA,NA,NA,NA,Hemolytic-uremic syndrome
284,1,0,218630744.101056,0.998963798179083,0,Inf,Aplastic anemia
284.1,7,0,217257469.817547,0.997259455429695,0,Inf,Pancytopenia
284.2,0,0,NA,NA,NA,NA,Constitutional aplastic anemia
285,8,1,7.86565738756407,0.0518312223995971,0.98376593674885,62.8895185606898,Other anemias
285.1,3,0,216258703.023702,0.998206314943346,0,Inf,Acute posthemorrhagic anemia
285.2,2,0,215379617.260255,0.998535804992849,0,Inf,Anemia of chronic disease
285.21,7,0,217089288.375454,0.997259541237404,0,Inf,Anemia in chronic kidney disease
285.22,4,0,215527650.483189,0.997929200000863,0,Inf,Anemia in neoplastic disease
285.3,0,0,NA,NA,NA,NA,Sideroblastic anemia
285.8,0,0,NA,NA,NA,NA,Hemoglobinuria
285.9,45,8,5.56656135700746,7.66671237812703E-06,2.62411040354207,11.8084228847622,Anemia NOS
286,7,1,6.92196366415651,0.0703384223510383,0.851620813639642,56.2616368699713,Coagulation defects
286.1,0,2,4.48505249953712E-09,0.998533212065493,0,Inf,Congenital coagulation defects
286.11,1,0,217807573.877189,0.99896396559628,0,Inf,Von willebrand's disease
286.12,1,0,218630743.746298,0.998963798080194,0,Inf,Clotting factor deficiency
286.13,0,0,NA,NA,NA,NA,Congenital factor VIII disorder
286.2,1,0,213103801.246109,0.998965280622486,0,Inf,Encounter for long-term (current) use of anticoagulants
286.3,0,0,NA,NA,NA,NA,Coagulation defects complicating pregnancy or postpartum
286.4,0,0,NA,NA,NA,NA,Acquired coagulation factor deficiency
286.5,10,2,4.94016060068708,0.0391873460022808,1.08242442236371,22.5467813330438,Hemorrhagic disorder due to intrinsic circulating anticoagulants
286.6,1,0,217871355.78596,0.998963977936375,0,Inf,Defibrination syndrome
286.7,0,0,NA,NA,NA,NA,Other and unspecified coagulation defects
286.8,4,0,216730032.766193,0.997928620710931,0,Inf,Hypercoagulable state
286.81,1,0,212525263.048222,0.998965473148978,0,Inf,Primary hypercoagulable state
286.9,0,0,NA,NA,NA,NA,Abnormal coagulation profile
287,1,1,0.993108857813368,0.996098647025729,0.0621178007984122,15.8773361386062,Purpura and other hemorrhagic conditions
287.1,0,0,NA,NA,NA,NA,Spontaneous ecchymoses
287.2,1,0,218061702.973973,0.99896393141055,0,Inf,Allergic purpura
287.3,17,2,8.43834438879976,0.00433035599295786,1.94958451192968,36.5235031301668,Thrombocytopenia
287.31,2,0,218353491.790053,0.998534610488183,0,Inf,Primary thrombocytopenia
287.32,5,0,217737437.86161,0.997683439121432,0,Inf,Secondary thrombocytopenia
287.4,0,0,NA,NA,NA,NA,Qualitative platelet defects
288,2,0,214738573.608385,0.998536040171601,0,Inf,Diseases of white blood cells
288.1,1,0,218309394.928322,0.998963858178318,0,Inf,Decreased white blood cell count
288.11,9,1,8.91027439764632,0.0379905391010287,1.12886594343285,70.3298653867789,Neutropenia
288.2,31,0,216531440.971366,0.99423369542822,0,Inf,Elevated white blood cell count
288.3,0,0,NA,NA,NA,NA,Eosinophilia
289,1,0,211909960.656532,0.99896567733211,0,Inf,Diseases of blood and blood-forming organs
289.1,0,0,NA,NA,NA,NA,Myelofibrosis
289.3,0,1,4.42447365101392E-09,0.998962207881512,0,Inf,HX of diseases of blood and blood-forming organs
289.4,4,3,1.30284665238999,0.729063436187931,0.29158346994622,5.82134988638715,Lymphadenitis
289.5,1,0,218630743.700502,0.998963797990661,0,Inf,Diseases of spleen
289.8,0,0,NA,NA,NA,NA,"Polycythemia vera, secondary"
289.9,0,0,NA,NA,NA,NA,Abnormality of red blood cells
290,0,0,NA,NA,NA,NA,Delirium dementia and amnestic disorders
290.1,2,0,213863268.744584,0.998536436459845,0,Inf,Dementias
290.11,0,0,NA,NA,NA,NA,Alzheimer's disease
290.12,0,0,NA,NA,NA,NA,Dementia with cerebral degenerations
290.13,0,0,NA,NA,NA,NA,Senile dementia
290.16,0,0,NA,NA,NA,NA,Vascular dementia
290.2,10,0,216951936.557912,0.996724624151085,0,Inf,Delirium due to conditions classified elsewhere
290.3,23,0,216345236.566078,0.995033383210826,0,Inf,Persistent mental disorders due to other conditions
291,0,0,NA,NA,NA,NA,Other specified nonpsychotic and/or transient mental disorders
291.1,7,0,217223216.627949,0.997259326839022,0,Inf,Transient mental disorders due to conditions classified elsewhere
291.4,22,1,21.7381979951828,0.0026006054786099,2.93014584635298,161.271580616347,Mental disorders due to brain damage
291.8,0,0,NA,NA,NA,NA,Alteration of consciousness
292,10,3,3.27599024599451,0.0714530394464739,0.901586762249463,11.9035821522873,Neurological disorders due to brain damage
292.1,8,2,3.93378946521294,0.0832011842997271,0.835352154631166,18.5247616479218,Aphasia/speech disturbance
292.11,1,0,218171225.787082,0.99896388416969,0,Inf,Aphasia
292.12,1,0,211366705.47462,0.998965843088742,0,Inf,Symbolic dysfunction
292.2,2,0,215614637.861306,0.99853571806576,0,Inf,Mild cognitive impairment
292.3,6,1,5.9522937703805,0.0986483361062516,0.716594897448462,49.4418830709838,Memory loss
292.4,109,1,108.760002379584,3.04472607487399E-06,15.1834947037285,779.05240844865,Altered mental status
292.5,12,1,11.8201621427005,0.0176490590721738,1.53694944178324,90.9048985486635,Transient alteration of awareness
292.6,50,0,217092451.848988,0.992675774526488,0,Inf,Hallucinations
293,2,0,216636810.771028,0.998535295999762,0,Inf,Symptoms involving head and neck
293.1,5,1,4.93117732369543,0.145242590126206,0.57609926941947,42.2088884477003,"Swelling, mass, or lump in head and neck"
295,4,0,217785509.685148,0.997927996166718,0,Inf,Schizophrenia and other psychotic disorders
295.1,0,0,NA,NA,NA,NA,Schizophrenia
295.2,133,0,218550839.793762,0.988050551041041,0,Inf,Paranoid disorders
295.3,447,0,221702790.106518,0.978079378600958,0,Inf,Psychosis
296,760,18,43.8717268792915,1.2836346485327E-56,27.490978508639,70.0130924319885,Mood disorders
296.1,2039,21,110.172957517993,6.08897852128842E-102,71.6748337465366,169.349267152614,Bipolar
296.2,954,25,39.9825226889189,4.71410693988684E-74,26.8788850681457,59.4742719616903,Depression
296.22,2224,84,30.6547129281229,3.69205446040989E-208,24.6529867876556,38.117548709196,Major depressive disorder
297,24,0,215731543.633695,0.994927259771318,0,Inf,Suicidal ideation or attempt
297.1,523,3,178.563165891736,3.39975998895065E-19,57.4039973245651,555.445712830785,Suicidal ideation
297.2,37,0,216863267.688826,0.993699679638698,0,Inf,Suicide or self-inflicted injury
300,133,0,217917666.842196,0.98805238621559,0,Inf,"Anxiety, phobic and dissociative disorders"
300.1,1322,59,24.5401696137779,8.69762342571789E-128,18.9060554666786,31.8532824435212,Anxiety disorder
300.11,798,51,16.1430020994188,1.2182556374512E-82,12.1629952232441,21.4253571590512,Generalized anxiety disorder
300.12,312,20,15.6595581910503,8.57403732335339E-33,9.96412543907799,24.6104652373367,"Agorophobia, social phobia, and panic disorder"
300.13,3,2,1.49533311486756,0.659393336459912,0.24986199880062,8.9490244020812,Phobia
300.2,1,0,217822912.015414,0.998963947429804,0,Inf,Generalized anxiety & phobic disorders
300.3,256,18,14.2294593351518,1.29761564658663E-27,8.82316527300449,22.948398528841,Obsessive-compulsive disorder
300.4,153,16,9.51482774950301,9.97667145631194E-18,5.68525583818314,15.923988238961,Dysthymic disorder
300.8,6,1,5.96635744585536,0.0982009411521499,0.718298833117632,49.5579548935229,Acute reaction to stress
300.9,404,6,67.9377038904711,1.0949984967706E-24,30.341584942517,152.119001649175,Posttraumatic stress disorder
301,46,1,45.5892388054722,0.000157576242346477,6.28720529480979,330.572742165443,Personality disorders
301.1,16,0,216156133.813854,0.99585778749593,0,Inf,Schizoid personality disorder
301.2,146,3,48.5104929923585,2.82516286935848E-11,15.4657374128964,152.160085713038,Antisocial/borderline personality disorder
302,29,3,9.55342376269017,0.000198200927471677,2.91018673644664,31.3615289515655,Sexual and gender identity disorders
302.1,0,0,NA,NA,NA,NA,Decreased libido
303,2,0,215146801.823672,0.998535886841823,0,Inf,Psychogenic and somatoform disorders
303.1,26,0,216995232.879066,0.99471841570409,0,Inf,Dissociative disorder
303.3,1,0,218197777.312005,0.998963860651443,0,Inf,Psychogenic disorder
303.31,0,0,NA,NA,NA,NA,Gastrointestinal malfunction arising from mental factors
303.4,32,1,31.7000956640006,0.000665182795591467,4.33171232209477,231.98587311099,Somatoform disorder
304,369,41,9.0818649586556,5.88286684514807E-41,6.57730387594622,12.5401338729223,Adjustment reaction
305,0,0,NA,NA,NA,NA,Misc. neuroses
305.1,6,4,1.48719240613009,0.538652339703199,0.419674383223212,5.27013642306265,Tension headache
305.2,128,3,42.4892216806752,1.37083681690829E-10,13.5241874843991,133.489273282562,Eating disorder
305.21,50,1,49.6310574414677,0.000110570722404268,6.85616065993484,359.274233048921,Anorexia nervosa
306,232,34,6.89237554935895,7.61543408689173E-26,4.80898296015402,9.87835496757085,Random mental disorder. Ignored for now
306.1,11,0,216483452.873606,0.996565040972558,0,Inf,Mental disorders durring/after pregnancy
306.9,3,1,2.97755486175107,0.344704922242423,0.309716082858901,28.6256783080151,Tension headache
312,219,3,73.0766960621403,1.55094350628528E-13,23.3874377602458,228.336407010594,Conduct disorders
312.3,94,3,31.0599390707717,4.67273104607271E-09,9.8396107247666,98.0445103028133,Impulse control disorder
313,25,1,24.4874161987856,0.00171299480979217,3.31783826809032,180.730193469522,Pervasive developmental disorders
313.1,1192,198,6.29733582626311,4.84319417316667E-127,5.41789680860368,7.31952636044341,Attention deficit hyperactivity disorder
313.2,40,1,39.6341766479287,0.000278482147194653,5.44869784464332,288.301536137402,Tics and stuttering
313.3,472,26,18.3149526747112,3.14934302898725E-47,12.3405696876166,27.1816860945661,Autism
315,46,3,15.1906984940725,4.97557218551772E-06,4.72457514423474,48.8419198960995,Develomental delays and disorders
315.1,17,1,16.8214600391812,0.00608598112634001,2.23861599239725,126.400203880772,Learning disorder
315.2,17,2,8.40501218625066,0.00440302208774038,1.94188561885566,36.3791920415231,Speech and language disorder
315.3,104,6,17.1808669301829,1.25970601133756E-11,7.54499842813348,39.122895953429,Mental retardation
316,1970,36,61.5477731361751,1.66836835530769E-132,44.2638307922355,85.580671853792,Substance addiction and disorders
316.1,0,0,NA,NA,NA,NA,Polyneuropathy due to drugs
317,312,8,39.171393282827,1.25900904882019E-24,19.4173469965122,79.0220235541713,Alcohol-related disorders
317.1,270,6,45.1875461360199,2.64285304144426E-20,20.1222722927724,101.475335195039,Alcoholism
317.11,2,1,1.98820716849886,0.574714085067573,0.180282937690054,21.9264662286913,Alcoholic liver damage
318,689,32,22.2903809269756,4.83055265488317E-66,15.6382084144723,31.7722509318819,Tobacco use disorder
320,3,0,216255826.482987,0.998206324435223,0,Inf,Meningitis
323,7,0,217961222.058727,0.997258803669566,0,Inf,Encephalitis
323.2,0,0,NA,NA,NA,NA,Acute (transverse) myelitis
323.8,3,0,217691782.416567,0.99820567983149,0,Inf,"Encephalitis, non-infectious"
324,4,1,3.96813057723933,0.217661038780967,0.443510138945408,35.5032701517562,CNS infection and poliomyelitis
324.1,0,0,NA,NA,NA,NA,Jakob-Creutzfeldt disease
325,0,0,NA,NA,NA,NA,Phlebitis & thrombophlebitis of intracranial venous sinuses
327,19,2,9.35238060919988,0.00263559620802896,2.17842498270427,40.1514964957651,Sleep disorders
327.1,8,2,3.93908112203209,0.0828974996817366,0.836482577704398,18.5495316932146,Hypersomnia
327.3,12,4,2.96452111729331,0.0598048854417007,0.956111697388632,9.19179786094151,Sleep apnea
327.31,1,1,0.982551623287545,0.990069408751936,0.0614533507126583,15.7096021816453,Central/nonobstroctive sleep apnea
327.32,44,15,2.89423030332404,0.00037893178383179,1.61075875676204,5.20038709304788,Obstructive sleep apnea
327.4,161,3,53.8399056675218,7.89038048837851E-12,17.1831983746226,168.69591906526,Insomnia
327.41,6,0,216214608.937608,0.997463331596218,0,Inf,Organic or persistent insomnia
327.5,4,1,3.9372962709959,0.220275276686563,0.440065582290592,35.2272537309257,Parasomnia
327.6,1,0,215195115.370199,0.998964708647311,0,Inf,Circadian rhythm sleep disorder
327.7,1,1,0.974833224011187,0.985620449049584,0.0609720007396684,15.5858394526618,Sleep related movement disorders
327.71,4,0,216439660.890403,0.997928643305148,0,Inf,Restless legs syndrome
327.72,0,0,NA,NA,NA,NA,Sleep related leg cramps
331,14,0,217025852.629203,0.996124369467569,0,Inf,Other cerebral degenerations
331.1,1,0,212690872.025882,0.998965399552833,0,Inf,Hydrocephalus
331.9,1,0,212776051.201227,0.998965410160275,0,Inf,"Cerebral degeneration, unspecified"
332,0,0,NA,NA,NA,NA,Parkinson's disease
333,3,0,217465668.234885,0.998205762985281,0,Inf,Extrapyramidal disease and abnormal movement disorders
333.1,5,1,4.90080835387212,0.14680661546077,0.572551574034058,41.9489240980658,Essential tremor
333.2,1,0,217070071.439682,0.998964210456889,0,Inf,Myoclonus
333.3,3,0,216408973.563681,0.998206223207052,0,Inf,Tics and choreas
333.4,8,0,216732808.719851,0.997070634717388,0,Inf,Torsion dystonia
333.8,0,0,NA,NA,NA,NA,Other degenerative diseases of the basal ganglia
334,1,1,0.970129688739554,0.982891987711949,0.0606803134801906,15.5099991907779,Degenerative disease of the spinal cord
334.1,2,0,214996700.604953,0.998535977727691,0,Inf,Spinocerebellar disease
334.2,0,0,NA,NA,NA,NA,Anterior horn cell disease
334.21,0,0,NA,NA,NA,NA,Amyotrophic Lateral Sclerosis
335,10,1,9.98603657356632,0.0282285254335585,1.2783364230762,78.0083588705348,Multiple sclerosis
337,4,0,215543315.459289,0.997929149083371,0,Inf,Disorders of the autonomic nervous system
337.1,0,0,NA,NA,NA,NA,Peripheral autonomic neuropathy
338,37,3,12.1547475599773,3.17185432894216E-05,3.747717891008,39.4207601914879,Pain NEC
338.1,5,0,215206447.455985,0.997685013454036,0,Inf,Acute pain
338.2,11,2,5.41376107332677,0.0280123536572917,1.19997315519889,24.4245538594658,Chronic pain
339,224,34,6.61442496270399,1.01842224971249E-24,4.61129154599241,9.48771448321558,Other headache syndromes
340,152,27,5.56790030889006,2.01031578872406E-16,3.69761452698957,8.38419300428759,Migraine
340.1,10,5,1.97003352806667,0.21574318285743,0.673355463196391,5.76371963076339,Migrain with aura
341,3,1,2.95327964492446,0.348332915200496,0.307196463110911,28.3918003898898,Other demyelinating diseases of central nervous system
342,10,0,215124376.486916,0.996726203817,0,Inf,Hemiplegia
343,26,8,3.19569600196098,0.00405895931022984,1.44682279634089,7.05855130481587,Infantile cerebral palsy
344,9,2,4.46534727259847,0.0556044641525276,0.964798617971973,20.6668271424513,Other paralytic syndromes
345,112,9,12.3253042757783,4.18929155771326E-13,6.25004459745271,24.3059266412967,"Epilepsy, recurrent seizures, convulsions"
345.1,31,2,15.3265521561811,0.000182998003970229,3.6680848214341,64.0397407452267,Epilepsy
345.11,33,4,8.11007513767347,7.70394155775513E-05,2.87318664527008,22.8921148742589,Generalized convulsive epilepsy
345.12,52,11,4.66640777713739,3.45985967334404E-06,2.43493944004534,8.94287602574745,Partial epilepsy
345.3,182,15,12.0812264325243,1.76873067634471E-20,7.13598237217732,20.4535303622659,Convulsions
346,5,1,4.94112141401595,0.144738582434941,0.577250881927894,42.2947484229165,"Abnormal findings on study of brain, nervous system"
346.1,0,0,NA,NA,NA,NA,Nonspecific abnormal findings on radiological and other examination of skull and head
346.2,1,0,218122814.689327,0.998963899242818,0,Inf,Nonspecific abnormal results of function study of brain and central nervous system
346.3,1,0,216074899.07193,0.998964433375147,0,Inf,Nonspecific abnormal findings in cerebrospinal fluid
347,13,1,12.8207635634202,0.0139612575603185,1.67716848293848,98.0056446452747,Cataplexy and narcolepsy
348,46,2,22.7471505639578,1.5213320978294E-05,5.52190876668291,93.7054342334231,Other conditions of brain
348.1,30,0,216787729.191031,0.994327041006366,0,Inf,Coma; stupor; and brain damage
348.2,11,1,10.9588258986582,0.0218931391559083,1.41485507088097,84.8820967947791,Cerebral edema and compression of brain
348.4,0,0,NA,NA,NA,NA,Cerebral cysts
348.7,2,0,213853592.813963,0.998536357399228,0,Inf,Coma
348.8,7,0,214886637.065648,0.997261103372947,0,Inf,"Encephalopathy, not elsewhere classified"
348.9,8,0,216853143.267309,0.997070444670301,0,Inf,"Other conditions of brain, NOS"
349,12,0,216925510.799271,0.996412097436687,0,Inf,Other disorders of the nervous system
350,0,0,NA,NA,NA,NA,Abnormal movement
350.1,13,1,12.8108960537748,0.0139901784953057,1.67587590042965,97.9303167129187,Abnormal involuntary movements
350.2,28,5,5.53024001322846,0.000427409848112957,2.13539434258409,14.3222045661614,Abnormality of gait
350.3,7,3,2.30996306978466,0.22503575262237,0.597326255755269,8.93302333918361,Lack of coordination
350.5,0,1,4.57094009160138E-09,0.998963723585185,0,Inf,Abnormal reflex
350.6,1,1,0.983964407225328,0.990879938113927,0.0615425225062018,15.7319835986366,Disturbances of sensation of smell and taste
351,13,1,12.7472847171118,0.0141781958137396,1.66755158616422,97.4442224200602,Other peripheral nerve disorders
352,1,0,218488484.937716,0.998963828041192,0,Inf,Disorders of other cranial nerves
352.1,0,1,4.50648523916749E-09,0.998962996045067,0,Inf,Trigeminal nerve disorders
352.2,0,2,4.52044478990727E-09,0.998533724983695,0,Inf,Facial nerve disorders
353,3,1,2.9312725631312,0.35167651422849,0.304901430685889,28.1807757347576,Nerve root and plexus disorders
353.1,3,2,1.46742389022025,0.674405057546432,0.24519639595791,8.7820739174273,Nerve plexus lesions
353.2,1,1,0.97915137167906,0.988113971462398,0.0612382249679017,15.6558654200626,Nerve root lesions
355,6,0,217675938.625106,0.997462423243532,0,Inf,Complex regional/central pain syndrome
355.1,23,1,22.6396840136391,0.0022580630249552,3.05744112533374,167.641917285153,Chronic pain syndrome
356,13,1,12.7218330118974,0.01425406750645,1.66422944975063,97.2492315929484,Hereditary and idiopathic peripheral neuropathy
357,3,0,216238454.92281,0.998206284881382,0,Inf,Inflammatory and toxic neuropathy
358,0,1,4.41102287928361E-09,0.998962098118908,0,Inf,Myoneural disorders
358.1,0,1,4.52542432726152E-09,0.998963268174011,0,Inf,Myasthenia gravis
359,5,2,2.43513381327003,0.287456261387009,0.472423747581456,12.5520292298782,Muscular dystrophies and other myopathies
359.1,2,0,218235049.413315,0.998534742485218,0,Inf,Muscular dystrophies
359.2,0,0,NA,NA,NA,NA,Myopathy
360,0,0,NA,NA,NA,NA,Disorders of the globe
360.2,0,0,NA,NA,NA,NA,progressive myopia
360.3,0,0,NA,NA,NA,NA,Hypotony of eye
361,3,0,213380869.376024,0.998207748572883,0,Inf,Retinal detachments and defects
361.1,0,0,NA,NA,NA,NA,Retinal detachment with retinal defect
361.2,0,0,NA,NA,NA,NA,Retinoschisis and retinal cysts
362,0,1,4.39052349540391E-09,0.998961926643731,0,Inf,Retinal disorders
362.1,0,0,NA,NA,NA,NA,Retinopathy of prematurity
362.2,0,0,NA,NA,NA,NA,Macular degeneration
362.21,0,0,NA,NA,NA,NA,"Macular degeneration, dry"
362.22,0,0,NA,NA,NA,NA,"Macular degeneration, wet"
362.23,1,0,217074944.374002,0.998964206071435,0,Inf,Cystoid macular degeneration of retina
362.26,0,0,NA,NA,NA,NA,Macular puckering of retina
362.27,0,0,NA,NA,NA,NA,Retinal drusen
362.29,0,0,NA,NA,NA,NA,Age-related macular degeneration
362.3,0,0,NA,NA,NA,NA,Other nondiabetic retinopathy
362.31,0,0,NA,NA,NA,NA,Separation of retinal layers
362.4,1,0,213304795.454076,0.998965268998192,0,Inf,Retinal vascular changes and abnomalities
362.5,0,0,NA,NA,NA,NA,Toxic maculopathy of retina
362.6,2,1,1.94271866413184,0.587664279760342,0.176157590775752,21.4248832045544,Peripheral retinal degenerations
362.7,5,0,214704830.017457,0.997685328347783,0,Inf,Hereditary retinal dystrophies
362.8,0,0,NA,NA,NA,NA,Retinal hemorrhage/ischemia
362.9,0,0,NA,NA,NA,NA,Retinal edema and hypertensive retinopathy
363,0,0,NA,NA,NA,NA,Disorders of choroid
363.3,0,0,NA,NA,NA,NA,Chorioretinal scars
363.4,0,0,NA,NA,NA,NA,Choroidal degenerations
364,0,0,NA,NA,NA,NA,Disorders of cornea
364.1,1,1,0.989049016629241,0.993787596845289,0.0618626560841439,15.8127377519117,Corneal opacity
364.2,0,0,NA,NA,NA,NA,Corneal edema
364.4,0,0,NA,NA,NA,NA,Corneal degenerations
364.41,1,1,0.980753535442247,0.989036085003087,0.0613411066018235,15.6807979276636,Keratoconus
364.5,0,0,NA,NA,NA,NA,Corneal dystrophy
364.51,0,0,NA,NA,NA,NA,Fuchs' dystrophy
364.9,1,0,211345425.224378,0.998965869282792,0,Inf,Cornea replaced by transplant
365,5,2,2.47393462753555,0.27896538175325,0.479976172875251,12.7513674369628,Glaucoma
365.1,4,1,3.89600622622274,0.223846456666462,0.435447766019993,34.8580603673816,Open-angle glaucoma
365.11,2,1,1.98685773984408,0.57509153982693,0.180161128913054,21.9115172190305,Primary open angle glaucoma
365.2,0,0,NA,NA,NA,NA,Primary angle-closure glaucoma
365.5,0,0,NA,NA,NA,NA,Pseudoexfoliation glaucoma
366,0,0,NA,NA,NA,NA,Cataract
366.1,0,0,NA,NA,NA,NA,Nonsenile Cataract
366.2,1,1,0.977812769704743,0.987342373519249,0.061152970951679,15.634854655764,Senile cataract
366.3,0,0,NA,NA,NA,NA,Traumatic cataract
367,1,1,0.975890303478051,0.986231698843801,0.0610393938533238,15.602413856058,Disorders of refraction and accommodation
367.1,62,42,1.43646953167013,0.0699369333433587,0.970924490911271,2.12523706501617,Myopia
367.2,10,12,0.808829485721546,0.620237173458861,0.34945652901789,1.87206442761608,Astigmatism
367.4,0,0,NA,NA,NA,NA,Presbyopia
367.8,8,9,0.860236694272661,0.756696259658308,0.331898261047301,2.22962051032769,Hypermetropia
367.9,3,0,214936045.985836,0.998206946872749,0,Inf,Blindness and low vision
368,6,2,2.92867521505086,0.188161656247288,0.591100386514029,14.5104600012804,Visual disturbances
368.1,3,2,1.4539224398402,0.681816055870416,0.242942216104313,8.70120679298999,Amblyopia
368.2,3,0,213901105.943411,0.99820743868411,0,Inf,Diplopia and disorders of binocular vision
368.3,0,0,NA,NA,NA,NA,Anisometropia
368.4,1,1,0.972356238372368,0.984185165239558,0.0608189041515693,15.5457693210881,Visual field defects
368.5,0,0,NA,NA,NA,NA,Color vision deficiencies
