"Phecode","Number of Schizophrenia Patients","Number of Non-Schizophrenic Participants","Hazard Ratio","P-Value","CI Lower Bound","CI Upper Bound","PheWAS Description"
"291.4",74,0,222310973.960646,0.991080181351395,0,Inf,"Mental disorders due to brain damage"
"291.8",2,0,218075935.133564,0.998534810104832,0,Inf,"Alteration of consciousness"
"292",23,4,5.9767007704152,0.000970333541019249,2.06613038847644,17.2888179266471,"Neurological disorders due to brain damage"
"292.1",221,11,20.8569189384224,8.19950921892374e-23,11.3831647491291,38.215301033678,"Aphasia/speech disturbance"
"292.11",8,0,220308756.785782,0.997068096610458,0,Inf,"Aphasia"
"292.12",9,0,220608096.161452,0.996889898842066,0,Inf,"Symbolic dysfunction"
"292.2",63,14,4.61431149220141,2.2859353866557e-07,2.58557957445064,8.23485409517356,"Mild cognitive impairment"
"292.3",229,33,7.20543832327423,2.88351993914845e-26,5.00176163352664,10.3800111309787,"Memory loss"
"292.4",1860,19,106.545339576086,3.8639783460137e-91,67.8035766662504,167.423459698313,"Altered mental status"
"292.5",71,2,37.1847163094428,4.58815241021174e-07,9.1204261679009,151.605100634456,"Transient alteration of awareness"
"292.6",107,0,225054059.660377,0.989269299843812,0,Inf,"Hallucinations"
"293",1,1,0.996094876650417,0.997792459741046,0.0623045740028334,15.9250748306872,"Symptoms involving head and neck"
"293.1",39,4,10.1192618682021,1.05129824837123e-05,3.61454472684339,28.3298363959314,"Swelling, mass, or lump in head and neck"
"295",0,0,NA,NA,NA,NA,"Schizophrenia and other psychotic disorders"
"295.1",0,0,NA,NA,NA,NA,"Schizophrenia"
"295.2",214,0,225841075.430931,0.984824024964324,0,Inf,"Paranoid disorders"
"295.3",405,0,223063155.52191,0.979130765660105,0,Inf,"Psychosis"
"296",659,18,38.0017225819253,2.38912609029635e-52,23.7924378827098,60.6970553548475,"Mood disorders"
"296.1",2489,36,74.6500598346224,1.49435740691491e-145,53.7197310325745,103.735281733514,"Bipolar"
"296.2",1837,94,21.1670174886299,3.79537386183797e-183,17.2040377551624,26.0428764305356,"Depression"
"296.22",2805,146,21.3960847470839,6.27690226219661e-285,18.1155080230511,25.2707482407822,"Major depressive disorder"
"297",11,0,221705585.895907,0.996560802339876,0,Inf,"Suicidal ideation or attempt"
"297.1",413,3,144.524443182103,9.24812158275962e-18,46.4200955221798,449.962768110136,"Suicidal ideation"
"297.2",28,0,222161870.110593,0.994513032924356,0,Inf,"Suicide or self-inflicted injury"
"300",100,0,228899244.484329,0.989620264824242,0,Inf,"Anxiety, phobic and dissociative disorders"
"300.1",1793,142,14.0392290743529,1.78165709546816e-201,11.8329057884796,16.6569358807919,"Anxiety disorder"
"300.11",847,92,9.65457601382531,1.01696371071221e-94,7.78502073674002,11.9731007994415,"Generalized anxiety disorder"
"300.12",308,26,12.13916685213,2.35064793927063e-34,8.13457345851857,18.1151934536329,"Agorophobia, social phobia, and panic disorder"
"300.13",4,1,4.00645654440988,0.214466823041045,0.447799650621391,35.8457047029192,"Phobia"
"300.2",0,0,NA,NA,NA,NA,"Generalized anxiety & phobic disorders"
"300.3",260,17,15.5975112522171,5.17598151391424e-28,9.54877583718935,25.4778582523147,"Obsessive-compulsive disorder"
"300.4",235,30,8.03651076140363,6.1066878800045e-27,5.49554914026257,11.7523296707471,"Dysthymic disorder"
"300.8",17,2,8.49809211082353,0.00420332046761049,1.96339905224302,36.7819111665246,"Acute reaction to stress"
"300.9",337,8,42.9682277573431,7.60868557850498e-26,21.313069533316,86.626123643095,"Posttraumatic stress disorder"
"301",51,2,26.1904017767745,5.90399907928107e-06,6.37583438292589,107.583902597246,"Personality disorders"
"301.1",24,1,24.2350495917834,0.00178804945873864,3.27852087768563,179.147136964647,"Schizoid personality disorder"
"301.2",33,0,223382994.095932,0.994041923555434,0,Inf,"Antisocial/borderline personality disorder"
"302",25,4,6.38053684659585,0.000579383973298498,2.2203884314255,18.3351930115357,"Sexual and gender identity disorders"
"302.1",15,3,5.08481384697342,0.0101381884505481,1.47188350015038,17.5661537450016,"Decreased libido"
"303",0,0,NA,NA,NA,NA,"Psychogenic and somatoform disorders"
"303.1",15,1,15.092762492653,0.00858900018746158,1.99361059666609,114.260768898685,"Dissociative disorder"
"303.3",0,0,NA,NA,NA,NA,"Psychogenic disorder"
"303.31",1,0,217933892.1719,0.998964014153595,0,Inf,"Gastrointestinal malfunction arising from mental factors"
"303.4",30,0,222424269.664517,0.994320132992323,0,Inf,"Somatoform disorder"
"304",437,86,5.25745189830242,6.36321891922697e-45,4.17180926240974,6.62561462529515,"Adjustment reaction"
"305",0,0,NA,NA,NA,NA,"Misc. neuroses"
"305.1",6,7,0.871884856917464,0.805384528633275,0.292966330027234,2.59478010203876,"Tension headache"
"305.2",13,0,218956025.33321,0.996263426880227,0,Inf,"Eating disorder"
"305.21",6,0,223132923.867587,0.997459772252692,0,Inf,"Anorexia nervosa"
"306",210,76,2.8802204233348,2.7835730101433e-15,2.21537495038694,3.74458945901954,"Random mental disorder. Ignored for now"
"306.1",0,0,NA,NA,NA,NA,"Mental disorders durring/after pregnancy"
"306.9",2,0,221260744.678153,0.998533659552992,0,Inf,"Tension headache"
"312",181,3,62.282467790988,1.27115388542154e-12,19.8997759402225,194.932134200305,"Conduct disorders"
"312.3",88,5,17.9718706132309,3.32126919434537e-10,7.29836740546629,44.2548470630297,"Impulse control disorder"
"313",13,1,13.7663920615782,0.0115712985520654,1.79814916542001,105.393675918325,"Pervasive developmental disorders"
"313.1",966,174,5.77735073466375,1.34525757064407e-100,4.91598431341949,6.78964361627563,"Attention deficit hyperactivity disorder"
"313.2",41,1,41.9747838485295,0.000222371228125867,5.77337536725678,305.173727161956,"Tics and stuttering"
"313.3",389,24,16.5530267280855,1.30791703632538e-40,10.9604996667146,24.9991060802473,"Autism"
"315",117,4,30.331401578394,1.94488368999869e-11,11.1955190765142,82.1751912905721,"Develomental delays and disorders"
"315.1",13,1,13.2631950946632,0.01275212696639,1.73457314565142,101.415350837242,"Learning disorder"
"315.2",72,5,14.7951202298348,5.71120965190059e-09,5.97590324084433,36.6297066390149,"Speech and language disorder"
"315.3",90,6,15.1640431210193,1.13042717218569e-10,6.63606833444855,34.6512712327639,"Mental retardation"
"316",2073,48,46.1442963383615,8.47809562519431e-152,34.6605473256015,61.4328465318189,"Substance addiction and disorders"
"316.1",1,1,1.03011845549484,0.983260462213142,0.0644232865191525,16.4714358686996,"Polyneuropathy due to drugs"
"317",752,19,40.9379002980669,1.78609469059711e-57,25.9648570830474,64.5453843806703,"Alcohol-related disorders"
"317.1",733,15,50.8731851734892,2.78909939186196e-51,30.5112996358397,84.8236882920604,"Alcoholism"
"317.11",158,4,40.0394457887046,3.14892981531955e-13,14.8430380477153,108.007350915157,"Alcoholic liver damage"
"318",1141,189,6.54155921348385,2.79949787965441e-126,5.6079007512964,7.63066231755673,"Tobacco use disorder"
"320",35,5,7.07163325995239,4.29056549283423e-05,2.77042667865079,18.0506480639362,"Meningitis"
"323",51,1,51.177081817689,9.72929245707361e-05,7.07235854050103,370.328185198158,"Encephalitis"
"323.2",1,0,218185357.223676,0.998963842864028,0,Inf,"Acute (transverse) myelitis"
"323.8",2,0,218339031.572031,0.998534729161493,0,Inf,"Encephalitis, non-infectious"
"324",31,10,3.13198716377896,0.0016950239715115,1.53545917510751,6.388540804668,"CNS infection and poliomyelitis"
"324.1",0,0,NA,NA,NA,NA,"Jakob-Creutzfeldt disease"
"325",0,0,NA,NA,NA,NA,"Phlebitis & thrombophlebitis of intracranial venous sinuses"
"327",44,14,3.2513327676843,0.000122521234095582,1.78144057553986,5.93405410843641,"Sleep disorders"
"327.1",23,15,1.55949464259539,0.180697930590981,0.813618582086582,2.98914453753824,"Hypersomnia"
"327.3",324,140,2.40431719594498,4.30182564371781e-18,1.97182697228999,2.93166756513288,"Sleep apnea"
"327.31",42,16,2.67858580990164,0.00080114448425225,1.50567983652365,4.76517103235692,"Central/nonobstroctive sleep apnea"
"327.32",951,553,1.77168266017302,1.10907818219507e-26,1.59534330526279,1.96751347374772,"Obstructive sleep apnea"
"327.4",430,99,4.64395401137991,4.20637204754754e-43,3.7318427543526,5.77899720845898,"Insomnia"
"327.41",3,1,3.08647085443007,0.329080203727948,0.321005083048761,29.6764843870065,"Organic or persistent insomnia"
"327.5",19,6,3.28401901116859,0.0111376975704962,1.31119560821152,8.22515023553752,"Parasomnia"
"327.6",0,1,4.63916692068346e-09,0.998964572493592,0,Inf,"Circadian rhythm sleep disorder"
"327.7",6,8,0.780498203169007,0.646433515928669,0.27071597205871,2.25024567452539,"Sleep related movement disorders"
"327.71",78,29,2.78473861906776,2.50451873142439e-06,1.81806358356867,4.2654004219729,"Restless legs syndrome"
"327.72",1,2,0.498530368317346,0.569793511613719,0.0452050238064552,5.49789618956331,"Sleep related leg cramps"
"331",204,8,26.0374336339052,1.51747736839248e-19,12.8469647928333,52.7710600264286,"Other cerebral degenerations"
"331.1",7,0,221164502.308691,0.997256973735541,0,Inf,"Hydrocephalus"
"331.9",2,0,222081516.957884,0.998533393507009,0,Inf,"Cerebral degeneration, unspecified"
"332",929,127,7.48331981546174,2.01402548675245e-100,6.21671680720754,9.00798237995285,"Parkinson's disease"
"333",12,6,2.06324960092129,0.147686940891409,0.773947707867383,5.50037020903137,"Extrapyramidal disease and abnormal movement disorders"
"333.1",74,38,2.02415283728619,0.000413359955569624,1.36859595480989,2.9937211887075,"Essential tremor"
"333.2",12,1,12.2567499957252,0.0160594049544941,1.59346966471516,94.2772390239157,"Myoclonus"
"333.3",11,0,219345146.373882,0.996562566024453,0,Inf,"Tics and choreas"
"333.4",43,7,6.34703464662069,5.84820736542194e-06,2.85408090390495,14.114823707445,"Torsion dystonia"
"333.8",23,6,3.90663632019604,0.00295731477506323,1.59052787727511,9.5954352993934,"Other degenerative diseases of the basal ganglia"
"334",18,3,6.10628247232431,0.00371721054715586,1.79858887529614,20.7310776486793,"Degenerative disease of the spinal cord"
"334.1",19,2,9.59329256443915,0.00235405511186989,2.23449826796413,41.1865444455117,"Spinocerebellar disease"
"334.2",5,1,5.05450946445127,0.139127154213537,0.590470050294311,43.2673357666378,"Anterior horn cell disease"
"334.21",5,1,5.05826737792214,0.138934687346286,0.590945191156054,43.2968560358328,"Amyotrophic Lateral Sclerosis"
"335",57,25,2.30194474722625,0.000510197716604163,1.4384240997457,3.68385764686458,"Multiple sclerosis"
"337",13,2,6.76625257233885,0.0118453519081007,1.52648153556541,29.9919604698818,"Disorders of the autonomic nervous system"
"337.1",17,5,3.52916470241536,0.01321444354344,1.30161354015347,9.56889515401469,"Peripheral autonomic neuropathy"
"338",312,27,12.025998269489,2.73704196188813e-35,8.11604335912551,17.8195985381398,"Pain NEC"
"338.1",21,2,10.7376846181268,0.00133845482078371,2.51759813781334,45.7967732127808,"Acute pain"
"338.2",64,4,16.2937596821055,6.13584380072717e-08,5.93352327950048,44.7435009643304,"Chronic pain"
"339",461,68,7.22449413851013,2.80057240111216e-52,5.59989215006307,9.32041442204907,"Other headache syndromes"
"340",130,34,3.94704570604353,1.03626414337002e-12,2.70558940818518,5.75814266513063,"Migraine"
"340.1",10,12,0.862307677923256,0.729442769393011,0.372453503190483,1.99642243940746,"Migrain with aura"
"341",4,0,218642098.540311,0.997927469910865,0,Inf,"Other demyelinating diseases of central nervous system"
"342",136,8,17.4779071522902,3.7484966426667e-15,8.56611455557989,35.6611199210606,"Hemiplegia"
"343",23,7,3.37404898526226,0.00484992677434073,1.44764436491062,7.86395252238082,"Infantile cerebral palsy"
"344",96,12,8.12166573354181,7.90588254339114e-12,4.45656893984737,14.8009500532143,"Other paralytic syndromes"
"345",342,38,9.30820168222995,6.80618723562661e-39,6.65724663685573,13.0147827297548,"Epilepsy, recurrent seizures, convulsions"
"345.1",105,3,36.3113922772127,8.55335111181217e-10,11.5237915489523,114.416961076452,"Epilepsy"
"345.11",73,7,10.7405486472845,1.98232557301188e-09,4.94525280872936,23.3272978564518,"Generalized convulsive epilepsy"
"345.12",120,19,6.46060941450177,4.17595240153414e-14,3.98179013622016,10.4825901362977,"Partial epilepsy"
"345.3",682,43,16.3832290012205,9.58014983577477e-71,12.0379730821962,22.2969590207343,"Convulsions"
"346",17,2,8.6540519507994,0.00389684070331706,1.99900635854319,37.464920932875,"Abnormal findings on study of brain, nervous system"
"346.1",0,0,NA,NA,NA,NA,"Nonspecific abnormal findings on radiological and other examination of skull and head"
"346.2",0,0,NA,NA,NA,NA,"Nonspecific abnormal results of function study of brain and central nervous system"
"346.3",1,0,218029633.801886,0.998963988846067,0,Inf,"Nonspecific abnormal findings in cerebrospinal fluid"
"347",20,2,10.2996117840102,0.00166697255461031,2.40666365313612,44.0784497505856,"Cataplexy and narcolepsy"
"348",792,9,90.8151407431886,3.07564543219654e-41,47.0774187186932,175.187807927335,"Other conditions of brain"
"348.1",483,4,124.516585699047,7.31965227428756e-22,46.5440260952829,333.112139512987,"Coma; stupor; and brain damage"
"348.2",68,1,69.0434753655785,2.62400033978492e-05,9.58670667123653,497.251209829952,"Cerebral edema and compression of brain"
"348.4",2,0,219905819.27131,0.99853419052672,0,Inf,"Cerebral cysts"
"348.7",3,0,222941630.150442,0.99820353347255,0,Inf,"Coma"
"348.8",71,1,72.1734913041969,2.14528487987255e-05,10.0275185127942,519.4717756333,"Encephalopathy, not elsewhere classified"
"348.9",56,1,59.0684150564119,5.28917381618418e-05,8.17570411039565,426.761733321547,"Other conditions of brain, NOS"
"349",155,10,15.8169979310515,2.62676746095896e-17,8.34422131517886,29.9821174560401,"Other disorders of the nervous system"
"350",0,0,NA,NA,NA,NA,"Abnormal movement"
"350.1",97,15,6.76201433488761,5.70283603672102e-12,3.92501736118715,11.6495886916015,"Abnormal involuntary movements"
"350.2",1220,177,7.30339765780864,7.56991035237476e-135,6.23795585055912,8.55081674605052,"Abnormality of gait"
"350.3",330,34,10.0835229062939,1.14352538817538e-37,7.08388974585524,14.3533338108832,"Lack of coordination"
"350.5",0,0,NA,NA,NA,NA,"Abnormal reflex"
"350.6",3,2,1.53916250886229,0.636664827505653,0.257155800787954,9.21239661492489,"Disturbances of sensation of smell and taste"
"351",176,79,2.34913329932746,2.9383520076044e-10,1.80116230432257,3.06381454062502,"Other peripheral nerve disorders"
"352",3,0,218145055.802529,0.998205381306713,0,Inf,"Disorders of other cranial nerves"
"352.1",15,4,3.78834626972768,0.0179414698990715,1.25729211830011,11.4146643015334,"Trigeminal nerve disorders"
"352.2",12,11,1.11099622624977,0.800943531887775,0.490179039810928,2.51808525965805,"Facial nerve disorders"
"353",5,2,2.58052871943244,0.257243180497513,0.50055884651177,13.3033878398532,"Nerve root and plexus disorders"
"353.1",5,6,0.84281477624605,0.777646063206323,0.2571951552891,2.76185897148889,"Nerve plexus lesions"
"353.2",5,6,0.873221437835092,0.822945658472892,0.266326863609338,2.86308211331352,"Nerve root lesions"
"355",14,5,2.87037201530563,0.043008936491362,1.03372694340181,7.97022420556875,"Complex regional/central pain syndrome"
"355.1",187,29,6.64397807511844,2.37497301231595e-21,4.49284144316644,9.82506176125904,"Chronic pain syndrome"
"356",288,101,2.93694696763128,1.22492928358639e-20,2.34121546212757,3.68426470361683,"Hereditary and idiopathic peripheral neuropathy"
"357",57,23,2.56626704809851,0.000137103783942027,1.5809946799337,4.16555896470974,"Inflammatory and toxic neuropathy"
"358",3,0,222521957.446193,0.998203731782117,0,Inf,"Myoneural disorders"
"358.1",20,14,1.45188735833868,0.284681907405009,0.73328875420258,2.87468870785562,"Myasthenia gravis"
"359",35,2,17.8422323995033,7.39293061945936e-05,4.29109242001046,74.187462267967,"Muscular dystrophies and other myopathies"
"359.1",3,0,218241429.061789,0.998205337087709,0,Inf,"Muscular dystrophies"
"359.2",2,0,219432036.706517,0.998534237098926,0,Inf,"Myopathy"
"360",4,0,226414128.991247,0.997924369386273,0,Inf,"Disorders of the globe"
"360.2",4,3,1.37845307407396,0.674340032432929,0.308472302284545,6.15981682423856,"progressive myopia"
"360.3",0,0,NA,NA,NA,NA,"Hypotony of eye"
"361",13,15,0.897358426293703,0.775070778654727,0.426930179648306,1.88614481624058,"Retinal detachments and defects"
"361.1",9,23,0.396817816101469,0.0187410938562458,0.183610109479836,0.857601902322442,"Retinal detachment with retinal defect"
"361.2",2,6,0.345310489462232,0.192845111991023,0.0696892474022515,1.71101480612049,"Retinoschisis and retinal cysts"
"362",9,10,0.918333846299527,0.852913489669983,0.373133857788253,2.2601461530673,"Retinal disorders"
"362.1",0,0,NA,NA,NA,NA,"Retinopathy of prematurity"
"362.2",0,0,NA,NA,NA,NA,"Macular degeneration"
"362.21",171,313,0.562089923265699,1.38563929239764e-09,0.466496261632903,0.677272483879976,"Macular degeneration, dry"
"362.22",105,171,0.622197889911488,0.000129909763497743,0.487955987625856,0.793371172867221,"Macular degeneration, wet"
"362.23",20,41,0.502314378529422,0.01161179540006,0.294271934797269,0.85743730556986,"Cystoid macular degeneration of retina"
"362.26",65,96,0.697485647516247,0.0249248213017993,0.50908206838642,0.955614543708286,"Macular puckering of retina"
"362.27",20,35,0.598509245826483,0.0671492896497652,0.345459754116385,1.03691765269741,"Retinal drusen"
"362.29",57,50,1.17180993765497,0.413266992318439,0.801501255515168,1.71320820839433,"Age-related macular degeneration"
"362.3",3,2,1.55196732009738,0.630254528473512,0.259224343614042,9.29157550973072,"Other nondiabetic retinopathy"
"362.31",0,1,4.56147759426928e-09,0.99896368139717,0,Inf,"Separation of retinal layers"
"362.4",59,63,0.959806261973847,0.820899823669947,0.672879030548963,1.36908421677613,"Retinal vascular changes and abnomalities"
"362.5",0,0,NA,NA,NA,NA,"Toxic maculopathy of retina"
"362.6",3,17,0.18085224340738,0.00632215188842011,0.0529962443050657,0.617167015783337,"Peripheral retinal degenerations"
"362.7",5,2,2.53526929526063,0.266188270901694,0.491851188364329,13.0681607598968,"Hereditary retinal dystrophies"
"362.8",3,13,0.238715652445196,0.0253497370166285,0.06800963980632,0.83789831683596,"Retinal hemorrhage/ischemia"
"362.9",28,37,0.778893676728765,0.318562014168354,0.476681775810231,1.27270516817403,"Retinal edema and hypertensive retinopathy"
"363",0,0,NA,NA,NA,NA,"Disorders of choroid"
"363.3",11,12,0.952549067950646,0.90733081357229,0.420152633192631,2.15957167746142,"Chorioretinal scars"
"363.4",1,2,0.523213826336384,0.597006454749445,0.0474028454880316,5.77502690505527,"Choroidal degenerations"
"364",2,1,2.01140519689083,0.568280836628284,0.182379727986465,22.1831171191335,"Disorders of cornea"
"364.1",3,7,0.452975964850772,0.251275081063992,0.117089335174789,1.75239892195296,"Corneal opacity"
"364.2",8,8,1.05403322403366,0.916228134852259,0.395369650389916,2.80999322095442,"Corneal edema"
"364.4",5,9,0.569290205663273,0.31252730468072,0.190771317209591,1.69884730579319,"Corneal degenerations"
"364.41",9,3,3.1393919377025,0.0862183775453006,0.849692164627709,11.5992381109337,"Keratoconus"
"364.5",11,8,1.42002438863313,0.450498242029791,0.571112289320795,3.53077547448858,"Corneal dystrophy"
"364.51",14,21,0.688579979524561,0.279637259562738,0.350094779932174,1.35432578655958,"Fuchs' dystrophy"
"364.9",12,13,0.942186909351595,0.881763361207046,0.429857959746865,2.06513838356342,"Cornea replaced by transplant"
"365",221,216,1.05374248591526,0.58438795179587,0.873518674674738,1.27114995799755,"Glaucoma"
"365.1",138,227,0.626493321519619,1.48424953225973e-05,0.507005496716406,0.774141275490404,"Open-angle glaucoma"
"365.11",361,469,0.784743926638263,0.000537227045618305,0.684101547765045,0.90019242378201,"Primary open angle glaucoma"
"365.2",19,23,0.851600820534728,0.604447563517372,0.463742734331118,1.56384974652261,"Primary angle-closure glaucoma"
"365.5",2,12,0.170699130167302,0.0206356532669848,0.0382026603836643,0.762726803506419,"Pseudoexfoliation glaucoma"
"366",317,526,0.620634830878338,1.97698396898417e-11,0.539888137039692,0.713458153408294,"Cataract"
"366.1",5,8,0.641450887457648,0.436097905438119,0.209827095789781,1.96094426923981,"Nonsenile Cataract"
"366.2",493,708,0.717890328772174,1.61242988936654e-08,0.639908209611098,0.805375702958761,"Senile cataract"
"366.3",0,0,NA,NA,NA,NA,"Traumatic cataract"
"367",9,13,0.716465044819462,0.441978932345464,0.306237741859752,1.67622108669819,"Disorders of refraction and accommodation"
"367.1",44,38,1.23389698163315,0.342810157965586,0.799258174820491,1.9048935741262,"Myopia"
"367.2",12,35,0.364930969612618,0.0025940892406665,0.189385550992896,0.703193099390149,"Astigmatism"
"367.4",37,56,0.701475156628592,0.0943393580980712,0.463025592968681,1.06272180812345,"Presbyopia"
"367.8",20,32,0.658635504332141,0.143047078736959,0.37665284678928,1.15172560426589,"Hypermetropia"
"367.9",56,9,6.31748149513366,2.85797531399644e-07,3.12494567999427,12.7716051824074,"Blindness and low vision"
"368",20,8,2.58295543836163,0.0233294633442836,1.13755493151711,5.86491132139371,"Visual disturbances"
"368.1",6,9,0.697768604736234,0.494785717805896,0.248332503599739,1.96060128536498,"Amblyopia"
"368.2",17,6,2.94909262627153,0.0228248766302178,1.16220239873747,7.48333278934638,"Diplopia and disorders of binocular vision"
"368.3",0,0,NA,NA,NA,NA,"Anisometropia"
"368.4",32,9,3.6748226167063,0.000562703604644124,1.75399249047484,7.69918989824195,"Visual field defects"
"368.5",0,1,4.72511153036907e-09,0.998965758763764,0,Inf,"Color vision deficiencies"
"368.7",0,0,NA,NA,NA,NA,"Disorders of accommodation"
"368.9",21,8,2.71916585604233,0.0160736240301793,1.20425937369615,6.13975951872637,"Subjective visual disturbances"
"368.91",4,0,221374669.582912,0.997926326537293,0,Inf,"Psychophysical visual disturbances"
"369",0,3,4.56387613261192e-09,0.998205123739738,0,Inf,"Infection of the eye"
"369.2",12,3,4.11706210951315,0.0284066026169541,1.16135132053572,14.5952392819168,"Eye infection, viral"
"369.5",23,8,2.97953993540671,0.00783401486367494,1.33250755955559,6.66236987776957,"Conjunctivitis, infectious"
"370",1,2,0.510705857735237,0.583254466215411,0.0463056176264745,5.63258815008148,"Keratitis"
"370.1",4,3,1.35059184247838,0.693967639021242,0.302248563150156,6.03509345406858,"Corneal ulcer"
"370.2",6,7,0.925223247710277,0.889023013183339,0.310563819739336,2.75639982410716,"Superficial keratitis"
"370.3",4,7,0.600587249628016,0.416167405183509,0.17572350740415,2.05268520839476,"Keratoconjunctivitis"
"370.31",18,16,1.15812534392287,0.669240315684418,0.590531670754536,2.27126567237741,"Keratoconjunctivitis sicca"
"371",1,0,217708600.876324,0.998964036619368,0,Inf,"Inflammation of the eye"
"371.1",13,10,1.34644404737023,0.479522736109474,0.590316242530872,3.07108536422139,"Uveitis"
"371.2",0,3,4.63666406748004e-09,0.998206714861562,0,Inf,"Conjunctivitis, noninfectious"
"371.21",9,11,0.856041231362795,0.729550995182195,0.354646047194734,2.0663041237585,"Allergic conjunctivitis"
"371.3",56,69,0.863429250615216,0.414627521265169,0.606746006782337,1.22870206393529,"Inflammation of eyelids"
"371.33",1,0,220778943.108532,0.998963318055333,0,Inf,"Noninfectious dermatoses of eyelid"
"371.9",1,0,259357776.451672,0.998960230703157,0,Inf,"Chronic inflammatory disorders of orbit"
"372",12,22,0.564563232452908,0.111221408487325,0.279368405068014,1.14090082362778,"Disorders of conjunctiva"
"374",13,16,0.841349839760126,0.643682134006528,0.404654629441943,1.74931781662948,"Other disorders of eyelids"
"374.1",23,37,0.652703457735692,0.108327658636642,0.387757842381413,1.09868004506039,"Ectropion or entropion"
"374.2",0,0,NA,NA,NA,NA,"Lagophthalmos"
"374.3",9,17,0.547288950272044,0.143838976658087,0.243883885509244,1.22814672426778,"Ptosis of eyelid"
"374.6",2,2,1.06615881687918,0.94892860202976,0.15013680418774,7.57105913475971,"Dermatochalasis"
"375",1,1,1.04899807192212,0.973022552759364,0.0655752236529509,16.7806816903903,"Disorders of lacrimal system"
"375.1",82,96,0.889148335154354,0.434751232076542,0.662119543437024,1.19402118506256,"Dry eyes"
"375.2",1,6,0.173186474234337,0.104581621074712,0.0208425273552149,1.43905555917219,"Epiphora"
"376",0,0,NA,NA,NA,NA,"Disorders of the orbit"
"377",1,5,0.204890645828683,0.14785871368718,0.0239367728959373,1.75379433688072,"Disorders of optic nerve and visual pathways"
"377.1",23,19,1.23935433480526,0.488882094287622,0.674947171806942,2.27573242967811,"Optic atrophy"
"377.3",10,8,1.31942557387461,0.559179336693919,0.520478682858637,3.34477453607291,"Optic neuritis/neuropathy"
"378",4,2,2.09303122091355,0.393830379315458,0.383224273178796,11.4313732149084,"Disorders of binocular eye movements"
"378.1",18,16,1.18669308190998,0.618472684176753,0.605029257894883,2.32755763837402,"Strabismus (not specified as paralytic)"
"378.2",2,2,1.00249262218755,0.99801365368187,0.141214361869456,7.11677937170096,"Nystagmus and other irregular eye movements"
"378.5",5,7,0.737840622525293,0.60371068876497,0.234100413487302,2.3255353381853,"Paralytic strabismus"
"379",1,0,226264376.991733,0.998962193294968,0,Inf,"Other disorders of eye"
"379.1",2,2,1.02176469321961,0.982823509957029,0.143902840431594,7.25491647822222,"Scleritis and episcleritis"
"379.2",114,205,0.577911271181659,2.7086249038654e-06,0.459599613347329,0.7266791086406,"Disorders of vitreous body"
"379.3",11,13,0.862355165995994,0.717761988959103,0.38631856960329,1.9249823612767,"Aphakia and other disorders of lens"
"379.4",0,0,NA,NA,NA,NA,"Anomalies of pupillary function"
"379.5",1,4,0.258064495032918,0.225761418147302,0.0288339722439601,2.30968119942424,"Disorders of iris and ciliary body"
"379.51",0,1,4.55407446301048e-09,0.998963611784374,0,Inf,"Pigmentary iris degeneration"
"379.9",3,4,0.788719059190874,0.75623239848726,0.176248147389091,3.52955627361925,"Pain, swelling or discharge of eye"
"380",2,1,2.02320879303175,0.56505609302956,0.183438665177893,22.3146729520265,"Other disorders of external ear"
"380.1",25,23,1.13049110606179,0.671266634949117,0.641615372264939,1.99186334388055,"Otitis externa"
"380.4",168,173,1.01311391389561,0.904291661860731,0.819270275265436,1.25282197281763,"Impacted cerumen"
"381",0,0,NA,NA,NA,NA,"Eustachian tube disorders"
"381.1",9,14,0.67957353655109,0.366259842624607,0.293972907587483,1.57096174395977,"Otitis media"
"381.11",23,13,1.87604390776562,0.0699956851156997,0.949899270154077,3.7051725950833,"Suppurative and unspecified otitis media"
"381.2",13,14,0.983531059279821,0.965648192614146,0.461929247973963,2.09411581711018,"Eustachian tube disorders"
"381.3",6,11,0.567008865283662,0.263796703845778,0.209604575805346,1.53383604377432,"Mastoiditis"
"381.9",3,1,3.08220181036356,0.329668605891333,0.320569979412366,29.6346152475747,"Otorrhea"
"382",10,3,3.5165448116719,0.0562082457378682,0.967259768273818,12.7846601482921,"Otalgia"
"383",0,1,5.0069026148579e-09,0.998970467025721,0,Inf,"Otosclerosis"
"384",0,0,NA,NA,NA,NA,"Other disorders of tympanic membrane"
"384.1",0,0,NA,NA,NA,NA,"Myringitis"
"384.4",10,8,1.32466937493055,0.553635083728033,0.522468097580546,3.35857626715357,"Perforation of tympanic membrane"
"385",0,0,NA,NA,NA,NA,"Other disorders of middle ear and mastoid"
"385.3",1,3,0.350858924760991,0.364465494156124,0.0364817132466531,3.37434769721875,"Cholesteatoma"
"385.5",1,0,220072826.163671,0.998963414826091,0,Inf,"Tympanosclerosis and middle ear disease related to otitis media"
"386",0,0,NA,NA,NA,NA,"Vertiginous syndromes and other disorders of vestibular system"
"386.1",11,6,1.875037120966,0.215533705963942,0.693362937690268,5.07059724985039,"Meniere's disease"
"386.2",12,14,0.892810333394752,0.773248964346452,0.412860163767366,1.93070284171469,"Peripheral or central vertigo"
"386.21",2,1,2.00650284456045,0.569628360073744,0.181939915042294,22.1284794174675,"Central origin vertigo"
"386.3",1,0,218630744.094313,0.998963750284221,0,Inf,"Labyrinthitis"
